iter	Logloss
111	0.6572306315
112	0.6571994358
113	0.6571063482
114	0.6570638021
115	0.656964504
116	0.6569231714
117	0.6568507144
118	0.6567811129
119	0.6567182217
120	0.6566633258
121	0.6566070021
122	0.6565948665
123	0.6565286915
124	0.6564900716
125	0.6564832899
126	0.6564001251
127	0.6563268829
128	0.6562709875
129	0.6562266567
130	0.6561704044
131	0.656090095
132	0.6560501902
133	0.6559803031
134	0.6559323316
135	0.6558986374
136	0.6558510942
137	0.6558155439
138	0.6557630037
139	0.6557021827
140	0.6556056686
141	0.6555739732
142	0.6555105109
143	0.6554722479
144	0.6554441218
145	0.655329547
146	0.6552827177
147	0.6552515933
148	0.6552208259
149	0.6551679288
150	0.6550961143
151	0.6550387198
152	0.6549782558
153	0.654928571
154	0.6548805995
155	0.6548359832
156	0.6548115691
157	0.6547445375
158	0.654743324
159	0.6547431098
160	0.654690641
161	0.6546518783
162	0.6545920567
163	0.6545714261
164	0.6544816937
165	0.6544527823
166	0.6544361494
167	0.6543860363
168	0.6543060124
169	0.6542888798
170	0.6542537578
171	0.6542173508
172	0.6541773746
173	0.6541593853
174	0.6541316875
175	0.654068011
176	0.6539813482
177	0.6539443702
178	0.6539178146
179	0.6538588496
180	0.6537932457
181	0.653765191
182	0.6537247864
183	0.6536496168
184	0.6536446198
185	0.6536251314
186	0.6535977905
187	0.6535734478
188	0.6535595989
189	0.6535148398
190	0.6534215381
191	0.6533596463
192	0.6532905445
193	0.6532203005
194	0.6531697591
195	0.6530988013
196	0.6530378375
197	0.6529855829
198	0.6529263324
199	0.6528885691
200	0.6528533757
201	0.6528412401
202	0.6527969093
203	0.6527703536
204	0.6527320906
205	0.6526535659
206	0.6525862487
207	0.6525240714
208	0.6525022272
209	0.6524913766
210	0.6524169922
211	0.6523805853
212	0.6523733753
213	0.6523648803
214	0.6522874263
215	0.6522450943
216	0.6521646422
217	0.6521348741
218	0.6520806207
219	0.6520173725
220	0.6519947431
221	0.6519726848
222	0.6519152903
223	0.6518824527
224	0.6518389785
225	0.6517855817
226	0.6517807988
227	0.6517239755
228	0.6517126251
229	0.6516574436
230	0.6515871282
231	0.6515660693
232	0.6514961823
233	0.6514550638
234	0.6513833208
235	0.6513312803
236	0.6513070804
237	0.6512677466
238	0.6512323391
239	0.6511852242
240	0.6511851528
241	0.6511540285
242	0.651087568
243	0.6510742901
244	0.6510369552
245	0.6510282461
246	0.6509750634
247	0.650940227
248	0.6508664851
249	0.6508547777
250	0.6508537783
251	0.6507892452
252	0.6507430584
253	0.6507168597
254	0.6506528977
255	0.6506394057
256	0.6505708036
257	0.6505571689
258	0.6505164074
259	0.6504999886
260	0.6504805715
261	0.6504455209
262	0.6503899111
263	0.6503896256
264	0.650327948
265	0.6503272341
266	0.6502679122
267	0.6502677694
268	0.6502036647
269	0.6501574065
270	0.6501115052
271	0.6500600358
272	0.6500215586
273	0.6499562403
274	0.6499067697
275	0.6499064128
276	0.6498662937
277	0.6497955501
278	0.6497467933
279	0.6496864007
280	0.6496263649
281	0.6495787503
282	0.6495185718
283	0.649515645
284	0.6494835212
285	0.6494039257
286	0.6493845086
287	0.6493841517
288	0.6493401065
289	0.6492594401
290	0.6492091843
291	0.6491515042
292	0.6491511473
293	0.6491131699
294	0.6491132413
295	0.6490490651
296	0.649043497
297	0.6490125154
298	0.6489629734
299	0.6489132173
300	0.6488618193
301	0.6488319085
302	0.6488031398
303	0.6488029257
304	0.6487347519
305	0.6486917061
306	0.6486489458
307	0.648593907
308	0.6485244483
309	0.6484899688
310	0.648428434
311	0.6483686124
312	0.6483680413
313	0.6482960127
314	0.6482944422
315	0.6482258401
316	0.6481573094
317	0.6481154771
318	0.6480737162
319	0.6480268155
320	0.6480258161
321	0.6480036864
322	0.647947791
323	0.6478896827
324	0.6478437814
325	0.6478188676
326	0.6477990223
327	0.6477423417
328	0.6476733827
329	0.6475882904
330	0.6475511696
331	0.6475074813
332	0.6474858513
333	0.6474481594
334	0.6474085401
335	0.6473744889
336	0.6473003187
337	0.6472765471
338	0.6472762615
339	0.6472300747
340	0.647186315
341	0.6471780342
342	0.6471395571
343	0.6470842328
344	0.6470666004
345	0.6470191286
346	0.6469661601
347	0.6468861362
348	0.6468061124
349	0.6467519303
350	0.6467110974
351	0.6466778315
352	0.6466162966
353	0.6466048748
354	0.646560901
355	0.6465402704
356	0.6465195684
357	0.6464424713
358	0.6463789377
359	0.6463396753
360	0.6463052672
361	0.646269931
362	0.6462198893
363	0.6462196752
364	0.6461655645
365	0.6460985329
366	0.6460756179
367	0.6459913109
368	0.6459026493
369	0.6458620306
370	0.6458261947
371	0.6457928574
372	0.6457324647
373	0.6457323219
374	0.6456878484
375	0.6456470155
376	0.6456450167
377	0.6456280982
378	0.645583339
379	0.6455418637
380	0.6454888952
381	0.6454399243
382	0.6454396387
383	0.645439496
384	0.6454393532
385	0.6454392818
386	0.645434142
387	0.6453481931
388	0.6453467654
389	0.6453466226
390	0.6452920836
391	0.6452365451
392	0.6451893589
393	0.6451891447
394	0.6451888592
395	0.6451887164
396	0.6451415302
397	0.6451174017
398	0.6451151173
399	0.6451142607
400	0.6450785676
401	0.6450391624
402	0.6449946889
403	0.644988621
404	0.6449432908
405	0.6448983176
406	0.6448664793
407	0.6448663366
408	0.6448661224
409	0.644866051
410	0.6448145102
411	0.6447697511
412	0.6447696083
413	0.6447696083
414	0.6447272764
415	0.6446522495
416	0.6446174131
417	0.6445027669
418	0.6444698579
419	0.6444275973
420	0.6443865503
421	0.6443278709
422	0.6443277281
423	0.6443275853
424	0.6443019577
425	0.6442407084
426	0.6442364252
427	0.644235283
428	0.644235283
429	0.6441660385
430	0.644117139
431	0.6440605297
432	0.643998281
433	0.6439361037
434	0.6439004106
435	0.6438499406
436	0.6438076086
437	0.6437354372
438	0.6437262284
439	0.6436831826
440	0.6436444913
441	0.6436108684
442	0.6435925222
443	0.6435924508
444	0.6435310587
445	0.6435036464
446	0.6434513204
447	0.6434077748
448	0.6433191846
449	0.6433171144
450	0.64331483
451	0.6432652167
452	0.6432629323
453	0.6432628609
454	0.6432628609
455	0.6432613618
456	0.6432613618
457	0.6432612904
458	0.6432612904
459	0.6431964004
460	0.6431306538
461	0.6430790416
462	0.6430789702
463	0.6430272153
464	0.6429677506
465	0.6429677506
466	0.6429125691
467	0.6428774471
468	0.6428688094
469	0.6428688094
470	0.6428688094
471	0.6428219801
472	0.6427801478
473	0.6427802192
474	0.6427184702
475	0.642718256
476	0.6426994815
477	0.6426951983
478	0.6426949841
479	0.6426240977
480	0.6426240977
481	0.6426239549
482	0.6425417895
483	0.6424760428
484	0.6424373515
485	0.642392521
486	0.6423923782
487	0.6423015751
488	0.6422301175
489	0.6422297606
490	0.6422227648
491	0.6421837165
492	0.6421227528
493	0.6421205398
494	0.6420549359
495	0.6419897604
496	0.6419629906
497	0.6419053819
498	0.6418489155
499	0.6417798137
500	0.6417516162
501	0.6416873686
502	0.6416032044
503	0.641522895
504	0.64152161
505	0.6414578622
506	0.6414396587
507	0.6413798371
508	0.6413703428
509	0.6413702
510	0.6413025259
511	0.6413023832
512	0.6412589804
513	0.6411586115
514	0.6411098547
515	0.6410586708
516	0.6410585995
517	0.6410585995
518	0.6410299022
519	0.6410299022
520	0.6409960652
521	0.6409960652
522	0.6409779331
523	0.6409252501
524	0.6409252501
525	0.6409252501
526	0.6408938402
527	0.6408938402
528	0.6408355891
529	0.6407474272
530	0.6407030964
531	0.6406622636
532	0.6406620494
533	0.6406620494
534	0.6406620494
535	0.640661978
536	0.6406230012
537	0.6406230012
538	0.6405701041
539	0.6405274865
540	0.6405275579
541	0.6405274865
542	0.6404686643
543	0.640393352
544	0.6403892116
545	0.6403837148
546	0.6403834293
547	0.6403834293
548	0.6403833579
549	0.6403523049
550	0.6402915553
551	0.6402914839
552	0.6402630008
553	0.6402630008
554	0.6402630008
555	0.6402628581
556	0.6402594315
557	0.6402593602
558	0.6402593602
559	0.6402592888
560	0.6402592888
561	0.6402295921
562	0.6402295921
563	0.6402294494
564	0.6401617753
565	0.6401617039
566	0.6401386462
567	0.6400877479
568	0.6400557669
569	0.63998795
570	0.639949116
571	0.6398958619
572	0.6398637381
573	0.6398301866
574	0.6397684376
575	0.6397301033
576	0.6396869146
577	0.6396857725
578	0.6396393001
579	0.6395876879
580	0.6395600614
581	0.6395239401
582	0.6394639043
583	0.6394636901
584	0.6394311381
585	0.6393410487
586	0.6392843681
587	0.6392815841
588	0.6392600969
589	0.6392600969
590	0.6392027738
591	0.6391621551
592	0.6391156827
593	0.6391001919
594	0.6390320181
595	0.6389365748
596	0.6388842488
597	0.6388789662
598	0.6387975146
599	0.638738978
600	0.6387388352
601	0.638738621
602	0.6387329815
603	0.6387330529
604	0.6387322677
605	0.6386501736
606	0.6385637964
607	0.6384576452
608	0.638457431
609	0.6384041056
610	0.6383400722
611	0.6383399294
612	0.6382753963
613	0.6382375617
614	0.6381980138
615	0.6381584658
616	0.6380917198
617	0.6380471034
618	0.6380134806
619	0.6379498755
620	0.6379498041
621	0.6379214638
622	0.6379158957
623	0.6378827725
624	0.6378234506
625	0.6378233079
626	0.6378233792
627	0.6378029628
628	0.6377666986
629	0.637732933
630	0.6376916004
631	0.6376856754
632	0.6376634743
633	0.6376148603
634	0.6376148603
635	0.6376147175
636	0.6376147175
637	0.6375530399
638	0.6375326235
639	0.6375326235
640	0.6375164902
641	0.6375164188
642	0.6374685187
643	0.6374683759
644	0.637372433
645	0.637372433
646	0.637372433
647	0.6373252467
648	0.6373251753
649	0.6373252467
650	0.6372781319
651	0.6372781319
652	0.6372781319
653	0.6372781319
654	0.6372779177
655	0.6372779891
656	0.6372757761
657	0.6372758475
658	0.6371523495
659	0.6370763946
660	0.6370763946
661	0.6370467693
662	0.6370293511
663	0.6370289942
664	0.6369985123
665	0.6369983695
666	0.6369456866
667	0.6369455438
668	0.6368778697
669	0.6367720041
670	0.6367338125
671	0.6367166798
672	0.6366656387
673	0.6365992496
674	0.6365662692
675	0.6365661264
676	0.6365555613
677	0.6365079467
678	0.6364694696
679	0.6364521227
680	0.6364521227
681	0.6364446986
682	0.6364025094
683	0.636363247
684	0.6363536812
685	0.6363534671
686	0.636297072
687	0.636257881
688	0.636200201
689	0.6361500879
690	0.6361083271
691	0.6360608553
692	0.6360389397
693	0.6359847576
694	0.6359532763
695	0.635914942
696	0.6358649003
697	0.635795156
698	0.6357462565
699	0.6357162029
700	0.6356857924
701	0.6356423183
702	0.635620831
703	0.6355421635
704	0.6354753461
705	0.6353764049
706	0.6353764049
707	0.6353746202
708	0.6353322882
709	0.6352870294
710	0.6352595458
711	0.635259403
712	0.6352032935
713	0.6351105629
714	0.6350688734
715	0.6350258989
716	0.6350251136
717	0.6349816395
718	0.634977856
719	0.634977856
720	0.6349579393
721	0.6349289565
722	0.6349288851
723	0.6349038286
724	0.6348382961
725	0.6347796881
726	0.6347424245
727	0.6347185101
728	0.634718296
729	0.6346544768
730	0.6346118592
731	0.6346065053
732	0.634543043
733	0.6345429716
734	0.6344784385
735	0.6344321803
736	0.6343823528
737	0.6343383075
738	0.6342825549
739	0.6342823408
740	0.634269063
741	0.6342270165
742	0.6341881111
743	0.6341286464
744	0.6341073019
745	0.634058331
746	0.6340324179
747	0.6339683845
748	0.6339595326
749	0.6339521085
750	0.6339024237
751	0.6338823642
752	0.6338387473
753	0.6338364629
754	0.6337396633
755	0.6336727745
756	0.6336726317
757	0.633638295
758	0.6336382236
759	0.6336067423
760	0.633531073
761	0.6334606862
762	0.6334606862
763	0.6334572597
764	0.6334571169
765	0.6334480509
766	0.6334000794
767	0.6333987944
768	0.6333182709
769	0.6333120603
770	0.6333074202
771	0.6332707991
772	0.633237319
773	0.6331762838
774	0.6331623635
775	0.6330959744
776	0.6330527858
777	0.6330250879
778	0.6329930356
779	0.6329555578
780	0.6329260754
781	0.632886813
782	0.6328202811
783	0.6328189248
784	0.6327584607
785	0.6327139871
786	0.6326482405
787	0.6325922737
788	0.6325730709
789	0.6325289542
790	0.6325135348
791	0.6325134634
792	0.6324653492
793	0.6324210184
794	0.6323358547
795	0.6323150099
796	0.6322702508
797	0.6322688231
798	0.6322404828
799	0.6322337011
800	0.6321636713
801	0.6320989955
802	0.632034391
803	0.6319411607
804	0.6318840518
805	0.6318571392
806	0.631801458
807	0.6317907501
808	0.6317404228
809	0.6317096554
810	0.6317005894
811	0.6317000897
812	0.6316570438
813	0.6316116422
814	0.6316054316
815	0.6315481086
816	0.6315403275
817	0.6315074184
818	0.6314783643
819	0.6314363892
820	0.6314076206
821	0.6314070495
822	0.6313702857
823	0.6313664308
824	0.6313114635
825	0.6312263712
826	0.6312235157
827	0.6311655502
828	0.6311655502
829	0.6311566269
830	0.631091023
831	0.6310507613
832	0.6310445507
833	0.6310445507
834	0.6310197083
835	0.6309961509
836	0.6309484649
837	0.6309207671
838	0.6309207671
839	0.6309199818
840	0.6309180544
841	0.6308570193
842	0.6308570193
843	0.6307924862
844	0.6307343779
845	0.6307078936
846	0.6307041815
847	0.6306916889
848	0.6306504277
849	0.6306130214
850	0.6306050975
851	0.630602956
852	0.6305405645
853	0.6304882384
854	0.6304441932
855	0.6303766619
856	0.6303447523
857	0.6303391841
858	0.6303362573
859	0.6302788628
860	0.6302285356
861	0.6302050496
862	0.6302039074
863	0.6301804213
864	0.6301152458
865	0.6300594218
866	0.6300022415
867	0.6299805401
868	0.6299796835
869	0.6299581249
870	0.6299156501
871	0.6299157215
872	0.6299155787
873	0.6298655371
874	0.6298331277
875	0.6298194216
876	0.6297578154
877	0.6297538891
878	0.6297155548
879	0.6297156261
880	0.6297155548
881	0.6296631573
882	0.62965866
883	0.6296565898
884	0.6295984815
885	0.6295672143
886	0.6295323779
887	0.6294650608
888	0.6294649894
889	0.6294366491
890	0.6293821814
891	0.6293437043
892	0.6293379934
893	0.6293334961
894	0.629295947
895	0.6292943765
896	0.6292491891
897	0.6292455484
898	0.6292411224
899	0.6292315567
900	0.6292315567
901	0.6292194924
902	0.6291789451
903	0.6291243347
904	0.6290749355
905	0.6290518777
906	0.6290518777
907	0.6290223953
908	0.6290223953
909	0.6289917706
910	0.628987416
911	0.6289851317
912	0.6289507236
913	0.6289505094
914	0.628950438
915	0.628950438
916	0.6289465832
917	0.6289465832
918	0.6289465118
919	0.6289173862
920	0.6289173149
921	0.6289172435
922	0.6289172435
923	0.6289171721
924	0.6289171721
925	0.6289171721
926	0.6289150305
927	0.6289150305
928	0.6289150305
929	0.6288605629
930	0.6288125914
931	0.6288125914
932	0.6287641916
933	0.6287142213
934	0.628669248
935	0.6286531861
936	0.628623775
937	0.6285754466
938	0.6285738761
939	0.6285738761
940	0.6285738047
941	0.6285738761
942	0.6285724484
943	0.6285724484
944	0.6285724484
945	0.628572377
946	0.628572377
947	0.6285683794
948	0.628566095
949	0.6285658808
950	0.6285660236
951	0.6285274037
952	0.6284719367
953	0.6284234655
954	0.6283809907
955	0.6283368741
956	0.6283253809
957	0.6283253095
958	0.6282539948
959	0.6282456426
960	0.6282020257
961	0.6281601934
962	0.6281130071
963	0.6281130071
964	0.6281130071
965	0.628108367
966	0.6280673914
967	0.6280485454
968	0.6280193485
969	0.6279648809
970	0.6279133401
971	0.6278564453
972	0.6278545179
973	0.6278544465
974	0.6278061895
975	0.6277493661
976	0.6277492947
977	0.6277453685
978	0.6276567069
979	0.6276454279
980	0.6276452851
981	0.6276452851
982	0.6275898894
983	0.6275166472
984	0.6274501867
985	0.6274501867
986	0.6274124949
987	0.6273342556
988	0.6273307577
989	0.6273307577
990	0.6272394548
991	0.6272388124
992	0.6272210372
993	0.6271828456
994	0.6271821318
995	0.6271390859
996	0.6271088182
997	0.6270928991
998	0.6270786218
999	0.627033363
