matchid,winner,hero_1_A,hero_2_A,hero_3_A,hero_4_A,hero_5_A,hero_6_A,hero_1_B,hero_2_B,hero_3_B,hero_4_B,hero_5_B,hero_6_B
5705738,The Sapphire Flame,Vindicta,Shiv,Haze,Wraith,Grey Talon,Abrams,Seven,Pocket,Warden,Lady Geist,Infernus,Bebop
5705740,The Amber Hand,Dynamo,Grey Talon,Yamato,Pocket,Vindicta,Infernus,Lady Geist,Shiv,Bebop,Haze,Paradox,Wraith
5705741,The Sapphire Flame,Dynamo,Seven,Ivy,Kelvin,Lady Geist,Haze,Wraith,Vindicta,Abrams,Viscous,Bebop,Warden
5705742,The Amber Hand,Pocket,Grey Talon,Seven,Haze,McGinnis,Ivy,Shiv,Wraith,Infernus,Warden,Paradox,Lady Geist
5705743,The Amber Hand,Bebop,Vindicta,Wraith,Seven,Paradox,Mo & Krill,Yamato,Lady Geist,Infernus,Lash,Haze,Dynamo
5705744,The Sapphire Flame,Shiv,Abrams,Ivy,Viscous,Haze,Dynamo,Seven,Bebop,Infernus,Pocket,Mo & Krill,Kelvin
5705745,The Amber Hand,Ivy,Wraith,Pocket,Lady Geist,Haze,Seven,Grey Talon,Bebop,Vindicta,Warden,Abrams,McGinnis
5705746,The Amber Hand,Seven,Haze,Wraith,Infernus,Warden,Ivy,Yamato,Kelvin,Bebop,McGinnis,Vindicta,Grey Talon
5705748,The Amber Hand,Seven,Abrams,Bebop,Haze,Kelvin,Mo & Krill,McGinnis,Infernus,Vindicta,Paradox,Ivy,Lady Geist
5705749,The Amber Hand,Wraith,Vindicta,Infernus,McGinnis,Seven,Shiv,Abrams,Ivy,Paradox,Bebop,Pocket,Haze
5705750,The Amber Hand,Infernus,Seven,Mo & Krill,Shiv,Vindicta,Yamato,Paradox,Wraith,Bebop,Viscous,Lady Geist,Pocket
5705754,The Sapphire Flame,Wraith,Grey Talon,Kelvin,Paradox,Viscous,Warden,Haze,Infernus,Bebop,Seven,Abrams,Pocket
5705755,The Amber Hand,Pocket,Bebop,Vindicta,Warden,Lady Geist,Haze,Yamato,Infernus,Seven,McGinnis,Grey Talon,Shiv
5705756,The Sapphire Flame,Viscous,Dynamo,Pocket,Paradox,Kelvin,Yamato,McGinnis,Haze,Grey Talon,Wraith,Seven,Vindicta
5705757,The Sapphire Flame,McGinnis,Lady Geist,Vindicta,Haze,Infernus,Warden,Wraith,Abrams,Paradox,Dynamo,Seven,Bebop
5705758,The Amber Hand,Lash,Seven,Ivy,Vindicta,Pocket,Warden,Kelvin,Grey Talon,Dynamo,Bebop,Wraith,Lady Geist
5705760,The Amber Hand,Bebop,Wraith,Yamato,Shiv,Mo & Krill,Infernus,Seven,Vindicta,Ivy,Viscous,McGinnis,Haze
5705761,The Amber Hand,Abrams,Wraith,Pocket,Lady Geist,Seven,McGinnis,Infernus,Ivy,Bebop,Haze,Vindicta,Dynamo
5705762,The Amber Hand,Wraith,Ivy,Viscous,Seven,Bebop,Warden,Infernus,Lady Geist,Kelvin,Grey Talon,Haze,Paradox
5705763,The Sapphire Flame,Grey Talon,Kelvin,Paradox,Shiv,Wraith,Warden,Dynamo,Seven,Infernus,Bebop,Mo & Krill,Haze
5705765,The Sapphire Flame,Shiv,Abrams,Haze,Vindicta,Paradox,Mo & Krill,Warden,Seven,Dynamo,Grey Talon,Lady Geist,Wraith
5705766,The Sapphire Flame,Yamato,Vindicta,Infernus,Lady Geist,Haze,Grey Talon,Pocket,Kelvin,Ivy,Seven,Abrams,Bebop
5705767,The Sapphire Flame,Vindicta,Mo & Krill,Haze,Pocket,Ivy,Wraith,Shiv,Abrams,Infernus,Warden,Seven,Lash
5705769,The Sapphire Flame,Infernus,Wraith,Abrams,Bebop,Grey Talon,Haze,Paradox,Vindicta,Seven,Ivy,Dynamo,McGinnis
5705770,The Sapphire Flame,Paradox,Infernus,Haze,Vindicta,Wraith,Grey Talon,Yamato,Viscous,Shiv,Seven,Lady Geist,Bebop
5705771,The Amber Hand,Pocket,Seven,Vindicta,Lady Geist,Bebop,Infernus,Haze,Warden,Yamato,Paradox,McGinnis,Kelvin
5705772,The Sapphire Flame,Vindicta,Wraith,McGinnis,Paradox,Infernus,Haze,Yamato,Grey Talon,Lady Geist,Pocket,Seven,Bebop
5705773,The Sapphire Flame,Paradox,Seven,Kelvin,Ivy,Abrams,Grey Talon,Haze,Infernus,Vindicta,Warden,Dynamo,Bebop
5705775,The Amber Hand,Pocket,Viscous,Infernus,McGinnis,Vindicta,Warden,Wraith,Mo & Krill,Paradox,Kelvin,Seven,Grey Talon
5705779,The Sapphire Flame,Vindicta,Yamato,Paradox,Seven,Wraith,Infernus,Dynamo,Pocket,Mo & Krill,Haze,Grey Talon,Kelvin
5705781,The Amber Hand,Shiv,Warden,Pocket,Wraith,Lash,Seven,Viscous,McGinnis,Paradox,Kelvin,Dynamo,Yamato
5705782,The Sapphire Flame,Lady Geist,Paradox,Seven,Kelvin,Mo & Krill,Haze,Vindicta,Lash,Pocket,Grey Talon,Dynamo,Infernus
5705783,The Amber Hand,Lash,Vindicta,Ivy,Grey Talon,Viscous,Seven,Bebop,Warden,Paradox,Infernus,Haze,McGinnis
5705786,The Amber Hand,Haze,Lady Geist,Mo & Krill,Vindicta,Yamato,Lash,Dynamo,Kelvin,Wraith,McGinnis,Seven,Bebop
5705789,The Sapphire Flame,McGinnis,Infernus,Seven,Wraith,Dynamo,Vindicta,Bebop,Abrams,Kelvin,Yamato,Shiv,Haze
5705792,The Amber Hand,Dynamo,McGinnis,Seven,Vindicta,Viscous,Infernus,Bebop,Grey Talon,Haze,Abrams,Mo & Krill,Wraith
5705793,The Amber Hand,Infernus,McGinnis,Viscous,Seven,Haze,Abrams,Kelvin,Vindicta,Shiv,Paradox,Yamato,Wraith
5705794,The Amber Hand,Bebop,Haze,Lash,Kelvin,Seven,Vindicta,Dynamo,Grey Talon,Warden,Infernus,Lady Geist,Mo & Krill
5705795,The Amber Hand,Infernus,Grey Talon,Lady Geist,Viscous,Abrams,Haze,Ivy,Lash,Seven,Mo & Krill,McGinnis,Kelvin
5705800,The Amber Hand,McGinnis,Grey Talon,Haze,Bebop,Seven,Shiv,Vindicta,Infernus,Pocket,Viscous,Wraith,Warden
5705802,The Sapphire Flame,Vindicta,Paradox,Abrams,Grey Talon,Seven,Haze,Wraith,Infernus,Dynamo,Pocket,Shiv,Kelvin
5705803,The Sapphire Flame,Vindicta,Wraith,Seven,Haze,Warden,Dynamo,Grey Talon,Pocket,Lash,Infernus,Bebop,Mo & Krill
5705806,The Sapphire Flame,Seven,Vindicta,Yamato,Warden,Wraith,Lash,Grey Talon,Viscous,McGinnis,Mo & Krill,Haze,Shiv
5705807,The Amber Hand,Bebop,Wraith,McGinnis,Seven,Yamato,Vindicta,Infernus,Haze,Abrams,Pocket,Paradox,Lady Geist
5705811,The Sapphire Flame,Bebop,Haze,Lady Geist,Abrams,Yamato,Grey Talon,Wraith,Warden,Vindicta,Kelvin,Seven,Pocket
5705812,The Sapphire Flame,Wraith,Haze,Seven,Vindicta,Mo & Krill,Kelvin,Shiv,Lady Geist,Abrams,Pocket,Ivy,Yamato
5705819,The Amber Hand,McGinnis,Dynamo,Vindicta,Seven,Paradox,Yamato,Lady Geist,Infernus,Warden,Kelvin,Haze,Lash
5705820,The Sapphire Flame,Lash,Yamato,McGinnis,Paradox,Ivy,Vindicta,Bebop,Haze,Seven,Abrams,Lady Geist,Grey Talon
5705821,The Sapphire Flame,Infernus,Shiv,Pocket,Bebop,Seven,Dynamo,Lash,Abrams,Lady Geist,Yamato,Vindicta,Viscous
5705823,The Sapphire Flame,Yamato,Dynamo,Lady Geist,Infernus,Vindicta,Warden,Bebop,Wraith,Abrams,Seven,Haze,Grey Talon
5705824,The Sapphire Flame,Ivy,Kelvin,Bebop,Warden,Wraith,Grey Talon,Seven,Yamato,Lash,Haze,Infernus,Vindicta
5705825,The Amber Hand,Wraith,Infernus,Lash,Haze,Abrams,Vindicta,Lady Geist,Paradox,Seven,McGinnis,Bebop,Kelvin
5705828,The Amber Hand,McGinnis,Kelvin,Ivy,Infernus,Seven,Bebop,Haze,Paradox,Lady Geist,Shiv,Grey Talon,Lash
5705834,The Sapphire Flame,Mo & Krill,Paradox,Bebop,Dynamo,Haze,Seven,Pocket,Infernus,Vindicta,Grey Talon,Wraith,Abrams
5705838,The Amber Hand,Wraith,Yamato,Seven,Bebop,Lady Geist,McGinnis,Kelvin,Shiv,Abrams,Infernus,Vindicta,Haze
5705839,The Amber Hand,Grey Talon,Vindicta,Lash,Mo & Krill,Bebop,McGinnis,Haze,Yamato,Paradox,Seven,Shiv,Dynamo
5705840,The Sapphire Flame,Viscous,Paradox,Shiv,Vindicta,Infernus,Abrams,Warden,Lady Geist,McGinnis,Wraith,Seven,Haze
5705842,The Amber Hand,Vindicta,Bebop,Haze,Wraith,Warden,McGinnis,Viscous,Infernus,Yamato,Seven,Paradox,Lash
5705844,The Amber Hand,Grey Talon,Seven,McGinnis,Haze,Lady Geist,Mo & Krill,Wraith,Vindicta,Warden,Infernus,Lash,Yamato
5705847,The Amber Hand,Bebop,Mo & Krill,Lady Geist,Seven,Haze,McGinnis,Infernus,Shiv,Warden,Grey Talon,Wraith,Vindicta
5705848,The Sapphire Flame,Haze,Abrams,Yamato,Dynamo,Viscous,Shiv,Wraith,Warden,Bebop,Grey Talon,Infernus,Lady Geist
5705849,The Amber Hand,Yamato,Seven,Paradox,Abrams,Wraith,Bebop,McGinnis,Lady Geist,Haze,Infernus,Vindicta,Mo & Krill
5705853,The Amber Hand,Grey Talon,Abrams,Mo & Krill,Haze,Dynamo,Seven,Paradox,Wraith,Infernus,Vindicta,Ivy,Warden
5705858,The Amber Hand,Warden,Bebop,Seven,McGinnis,Kelvin,Haze,Infernus,Dynamo,Grey Talon,Wraith,Pocket,Vindicta
5705859,The Sapphire Flame,Bebop,Haze,Warden,Abrams,Vindicta,McGinnis,Shiv,Dynamo,Infernus,Yamato,Wraith,Seven
5705868,The Amber Hand,Grey Talon,Haze,Wraith,Kelvin,Seven,Yamato,Shiv,McGinnis,Dynamo,Abrams,Vindicta,Infernus
5705869,The Sapphire Flame,Wraith,Vindicta,Mo & Krill,Ivy,Shiv,Seven,Haze,Infernus,Warden,Abrams,Lady Geist,Dynamo
5705870,The Amber Hand,Viscous,Shiv,Kelvin,Abrams,Vindicta,Haze,McGinnis,Lady Geist,Seven,Wraith,Bebop,Ivy
5705874,The Sapphire Flame,Seven,McGinnis,Grey Talon,Dynamo,Wraith,Vindicta,Yamato,Warden,Paradox,Haze,Viscous,Lash
5705877,The Amber Hand,Vindicta,Viscous,Warden,Haze,Seven,Dynamo,Grey Talon,Infernus,McGinnis,Pocket,Abrams,Wraith
5705878,The Amber Hand,Dynamo,Infernus,Pocket,Wraith,Haze,Yamato,Lady Geist,Vindicta,Lash,Bebop,Seven,McGinnis
5705879,The Amber Hand,Haze,Yamato,Mo & Krill,Vindicta,McGinnis,Seven,Wraith,Infernus,Lady Geist,Warden,Pocket,Grey Talon
5705882,The Amber Hand,Grey Talon,Abrams,Haze,Wraith,Dynamo,Seven,Vindicta,Yamato,Lady Geist,Kelvin,McGinnis,Viscous
5705886,The Sapphire Flame,Grey Talon,Infernus,Vindicta,McGinnis,Bebop,Haze,Shiv,Mo & Krill,Lady Geist,Warden,Abrams,Pocket
5705887,The Sapphire Flame,Yamato,Kelvin,Haze,Abrams,Shiv,Mo & Krill,Wraith,Pocket,Warden,Vindicta,Lash,Infernus
5705890,The Amber Hand,Lady Geist,Pocket,Haze,Yamato,Wraith,Grey Talon,Warden,Viscous,Kelvin,Vindicta,Infernus,Seven
5705893,The Sapphire Flame,Kelvin,Grey Talon,Infernus,Lash,Vindicta,Shiv,Seven,Haze,Dynamo,Pocket,Abrams,Wraith
5705895,The Sapphire Flame,McGinnis,Abrams,Paradox,Bebop,Grey Talon,Lady Geist,Dynamo,Seven,Haze,Wraith,Vindicta,Kelvin
5705897,The Sapphire Flame,Kelvin,Lash,Vindicta,Grey Talon,McGinnis,Infernus,Warden,Seven,Pocket,Shiv,Wraith,Paradox
5705898,The Sapphire Flame,Grey Talon,Wraith,Bebop,McGinnis,Pocket,Haze,Seven,Kelvin,Infernus,Shiv,Lash,Warden
5705899,The Sapphire Flame,Wraith,Paradox,Ivy,Warden,Viscous,Seven,Grey Talon,Abrams,Infernus,Vindicta,Haze,Kelvin
5705900,The Sapphire Flame,McGinnis,Abrams,Warden,Ivy,Viscous,Grey Talon,Infernus,Dynamo,Yamato,Seven,Haze,Vindicta
5705901,The Amber Hand,Bebop,Seven,Haze,Yamato,Ivy,Grey Talon,Infernus,Warden,Paradox,Vindicta,Dynamo,Mo & Krill
5705905,The Amber Hand,Wraith,Grey Talon,Haze,Warden,Dynamo,Pocket,Paradox,Yamato,Vindicta,Shiv,Seven,Mo & Krill
5705906,The Sapphire Flame,Wraith,Ivy,Grey Talon,Seven,Vindicta,Warden,Pocket,Kelvin,Infernus,Shiv,Haze,Bebop
5705910,The Amber Hand,Bebop,Lash,Vindicta,McGinnis,Warden,Seven,Wraith,Pocket,Haze,Abrams,Shiv,Grey Talon
5705920,The Sapphire Flame,Haze,Grey Talon,Vindicta,Kelvin,Abrams,Seven,Bebop,Wraith,Pocket,Dynamo,Infernus,Ivy
5705921,The Amber Hand,Vindicta,Haze,Lady Geist,Ivy,Warden,Pocket,Wraith,Seven,Dynamo,Bebop,Grey Talon,Infernus
5705922,The Sapphire Flame,Haze,Pocket,Wraith,McGinnis,Kelvin,Infernus,Bebop,Seven,Abrams,Lash,Paradox,Vindicta
5705923,The Amber Hand,Infernus,Abrams,Lash,Shiv,Ivy,Vindicta,Lady Geist,Kelvin,Haze,Dynamo,Seven,Yamato
5705924,The Sapphire Flame,McGinnis,Lady Geist,Mo & Krill,Wraith,Vindicta,Abrams,Haze,Dynamo,Infernus,Ivy,Shiv,Warden
5705925,The Sapphire Flame,Infernus,Seven,McGinnis,Dynamo,Yamato,Mo & Krill,Bebop,Haze,Viscous,Grey Talon,Shiv,Vindicta
5705926,The Amber Hand,Vindicta,Lash,Seven,Ivy,Warden,Haze,Abrams,Wraith,Grey Talon,Infernus,Dynamo,Yamato
5705927,The Amber Hand,McGinnis,Viscous,Paradox,Haze,Wraith,Vindicta,Dynamo,Lash,Ivy,Mo & Krill,Yamato,Abrams
5705940,The Amber Hand,Wraith,Dynamo,McGinnis,Grey Talon,Vindicta,Seven,Warden,Abrams,Haze,Infernus,Paradox,Kelvin
5705941,The Amber Hand,Seven,Infernus,Vindicta,Grey Talon,Viscous,Pocket,Bebop,Yamato,Haze,McGinnis,Shiv,Warden
5705944,The Amber Hand,Shiv,Ivy,Kelvin,Infernus,Dynamo,Seven,Warden,Bebop,Vindicta,Haze,Pocket,McGinnis
5705945,The Amber Hand,Bebop,Abrams,McGinnis,Shiv,Haze,Dynamo,Seven,Pocket,Wraith,Vindicta,Paradox,Viscous
5705949,The Sapphire Flame,Yamato,Grey Talon,Kelvin,Vindicta,Paradox,Seven,Wraith,Abrams,Infernus,Haze,Ivy,Bebop
5705950,The Sapphire Flame,Vindicta,Abrams,Shiv,Warden,Wraith,Infernus,Seven,Yamato,Haze,Bebop,Grey Talon,Lady Geist
5705951,The Amber Hand,Wraith,Abrams,Yamato,Grey Talon,Vindicta,Seven,Bebop,Viscous,Warden,Dynamo,Infernus,Haze
5705952,The Amber Hand,Shiv,Dynamo,Seven,Haze,Lady Geist,Infernus,Yamato,Vindicta,Bebop,Warden,Lash,Wraith
5705955,The Amber Hand,Bebop,Seven,Shiv,Vindicta,Grey Talon,Yamato,Warden,Pocket,Wraith,Mo & Krill,McGinnis,Haze
5705956,The Amber Hand,McGinnis,Haze,Grey Talon,Abrams,Seven,Ivy,Infernus,Yamato,Bebop,Lady Geist,Vindicta,Wraith
5705957,The Sapphire Flame,Pocket,Paradox,Shiv,Infernus,Dynamo,Warden,Wraith,Seven,Haze,Vindicta,Grey Talon,Bebop
5705960,The Sapphire Flame,Warden,Lash,Abrams,Wraith,Vindicta,Grey Talon,Haze,Infernus,Shiv,Mo & Krill,Yamato,Seven
5705961,The Sapphire Flame,Grey Talon,Yamato,Bebop,Seven,Warden,Infernus,Kelvin,Lady Geist,Abrams,Haze,Vindicta,Mo & Krill
5705965,The Amber Hand,Mo & Krill,Pocket,Bebop,Ivy,Vindicta,Seven,Abrams,Wraith,Dynamo,Infernus,Yamato,Paradox
5705966,The Amber Hand,Haze,Lady Geist,Vindicta,Kelvin,Warden,Viscous,Dynamo,Grey Talon,Wraith,Seven,Infernus,Bebop
5705967,The Amber Hand,Yamato,Wraith,Grey Talon,Ivy,Warden,McGinnis,Bebop,Mo & Krill,Seven,Haze,Dynamo,Vindicta
5705968,The Amber Hand,Grey Talon,Kelvin,Dynamo,Viscous,McGinnis,Wraith,Haze,Bebop,Lady Geist,Vindicta,Warden,Abrams
5705969,The Amber Hand,Infernus,Pocket,Lady Geist,Seven,Bebop,Warden,Grey Talon,Dynamo,McGinnis,Vindicta,Wraith,Ivy
5705970,The Sapphire Flame,Vindicta,Haze,Mo & Krill,Grey Talon,McGinnis,Yamato,Infernus,Wraith,Viscous,Abrams,Ivy,Seven
5705971,The Amber Hand,Ivy,Vindicta,Shiv,Seven,Infernus,Pocket,Dynamo,Haze,Wraith,Lash,Lady Geist,Kelvin
5705973,The Amber Hand,Bebop,Abrams,Yamato,Grey Talon,Shiv,Wraith,Seven,Haze,Kelvin,Pocket,Vindicta,Dynamo
5705974,The Sapphire Flame,Yamato,Pocket,Kelvin,Seven,Viscous,Vindicta,Wraith,Haze,Bebop,Ivy,Dynamo,McGinnis
5705975,The Amber Hand,Yamato,Grey Talon,Shiv,Vindicta,Haze,Infernus,Viscous,Mo & Krill,Seven,Lash,Abrams,Paradox
5705976,The Sapphire Flame,Infernus,Vindicta,Seven,Wraith,Grey Talon,Haze,Bebop,Yamato,Abrams,Mo & Krill,Warden,Viscous
5705977,The Amber Hand,Haze,Seven,Abrams,Vindicta,Paradox,Kelvin,Infernus,Wraith,Dynamo,Shiv,Mo & Krill,Viscous
5705979,The Sapphire Flame,Pocket,Yamato,Vindicta,Wraith,Infernus,Haze,Lash,Mo & Krill,Shiv,Seven,Lady Geist,Abrams
5705980,The Sapphire Flame,Seven,Lady Geist,Wraith,Viscous,Lash,Infernus,Dynamo,Shiv,Vindicta,Bebop,Haze,Warden
5705983,The Amber Hand,Vindicta,Paradox,Warden,McGinnis,Seven,Yamato,Haze,Pocket,Infernus,Abrams,Lady Geist,Wraith
5705984,The Amber Hand,Lady Geist,Ivy,Warden,Mo & Krill,Bebop,Wraith,Paradox,Viscous,Seven,Vindicta,Haze,Infernus
5705985,The Amber Hand,Pocket,Bebop,Paradox,Seven,McGinnis,Viscous,Wraith,Warden,Haze,Dynamo,Yamato,Vindicta
5705986,The Amber Hand,Paradox,Grey Talon,Yamato,Bebop,Haze,Wraith,Abrams,McGinnis,Seven,Dynamo,Infernus,Ivy
5705987,The Amber Hand,Vindicta,Seven,Ivy,Yamato,Wraith,Paradox,Lady Geist,McGinnis,Haze,Abrams,Kelvin,Grey Talon
5705990,The Amber Hand,Viscous,Bebop,Shiv,Dynamo,Seven,Paradox,McGinnis,Infernus,Lady Geist,Haze,Wraith,Grey Talon
5705991,The Sapphire Flame,Warden,Bebop,Wraith,Grey Talon,Yamato,Seven,Haze,Vindicta,Infernus,Kelvin,Lash,Mo & Krill
5705992,The Amber Hand,Shiv,Ivy,Seven,Lady Geist,Bebop,Vindicta,Infernus,Abrams,Kelvin,Pocket,Wraith,Dynamo
5705993,The Sapphire Flame,Grey Talon,Vindicta,Haze,Kelvin,Bebop,Pocket,Infernus,Lash,Wraith,Shiv,Seven,Abrams
5705994,The Sapphire Flame,Seven,Viscous,Ivy,Shiv,Bebop,McGinnis,Abrams,Wraith,Infernus,Haze,Warden,Lady Geist
5705996,The Amber Hand,Wraith,Lash,Kelvin,Seven,Grey Talon,Paradox,Infernus,Haze,McGinnis,Vindicta,Pocket,Bebop
5705997,The Amber Hand,McGinnis,Lady Geist,Warden,Haze,Seven,Bebop,Wraith,Lash,Pocket,Vindicta,Mo & Krill,Infernus
5706003,The Amber Hand,Seven,Dynamo,Pocket,Bebop,Lash,Abrams,Warden,Haze,McGinnis,Lady Geist,Ivy,Yamato
5706004,The Sapphire Flame,Vindicta,Wraith,McGinnis,Abrams,Bebop,Yamato,Viscous,Lady Geist,Mo & Krill,Lash,Seven,Haze
5706005,The Amber Hand,Lady Geist,Pocket,Paradox,Bebop,Kelvin,Wraith,Vindicta,Seven,Infernus,Grey Talon,Yamato,Haze
5706006,The Amber Hand,McGinnis,Infernus,Seven,Vindicta,Wraith,Yamato,Lady Geist,Kelvin,Haze,Paradox,Bebop,Ivy
5706007,The Amber Hand,Paradox,Bebop,Shiv,Abrams,Vindicta,Viscous,Lash,Yamato,Seven,McGinnis,Lady Geist,Infernus
5706008,The Amber Hand,Grey Talon,Infernus,Kelvin,Seven,Haze,Wraith,Bebop,Vindicta,Pocket,Shiv,Abrams,Lady Geist
5706009,The Sapphire Flame,Vindicta,Lash,Yamato,Dynamo,Lady Geist,Haze,Seven,McGinnis,Bebop,Grey Talon,Shiv,Infernus
5706011,The Amber Hand,Lady Geist,Abrams,Dynamo,Kelvin,Bebop,Seven,Shiv,Grey Talon,Vindicta,Infernus,Warden,Wraith
5706012,The Sapphire Flame,Warden,Viscous,Wraith,Ivy,Haze,Infernus,Seven,McGinnis,Kelvin,Shiv,Bebop,Vindicta
5706013,The Amber Hand,Vindicta,Wraith,Kelvin,Bebop,Abrams,Seven,Haze,Grey Talon,Pocket,Infernus,Lash,Dynamo
5706014,The Sapphire Flame,Haze,Lady Geist,Bebop,Wraith,Grey Talon,Yamato,Ivy,Seven,Paradox,Abrams,McGinnis,Pocket
5706015,The Sapphire Flame,Bebop,Dynamo,Wraith,Haze,Vindicta,Ivy,Shiv,Abrams,Lady Geist,Seven,Yamato,Kelvin
5706018,The Sapphire Flame,Vindicta,Paradox,McGinnis,Kelvin,Lady Geist,Seven,Infernus,Warden,Viscous,Wraith,Haze,Grey Talon
5706019,The Amber Hand,Mo & Krill,McGinnis,Vindicta,Haze,Ivy,Wraith,Infernus,Seven,Yamato,Warden,Grey Talon,Bebop
5706020,The Amber Hand,Vindicta,Grey Talon,McGinnis,Haze,Infernus,Seven,Bebop,Wraith,Dynamo,Lady Geist,Ivy,Kelvin
5706024,The Amber Hand,Lash,Seven,Dynamo,Warden,Wraith,McGinnis,Shiv,Paradox,Mo & Krill,Viscous,Haze,Pocket
5706025,The Sapphire Flame,Abrams,Lash,Grey Talon,Seven,Shiv,Kelvin,McGinnis,Lady Geist,Haze,Viscous,Bebop,Vindicta
5706026,The Sapphire Flame,Abrams,Vindicta,Paradox,Grey Talon,Infernus,McGinnis,Seven,Lady Geist,Ivy,Yamato,Shiv,Haze
5706027,The Amber Hand,Lady Geist,Ivy,Haze,Wraith,Seven,Lash,Paradox,Grey Talon,Vindicta,Yamato,Infernus,Pocket
5706028,The Amber Hand,Haze,Infernus,Abrams,McGinnis,Lash,Wraith,Vindicta,Pocket,Grey Talon,Mo & Krill,Viscous,Seven
5706029,The Sapphire Flame,Mo & Krill,Vindicta,Grey Talon,Viscous,Shiv,Lash,Yamato,Wraith,Bebop,Haze,Abrams,Dynamo
5706030,The Sapphire Flame,Lash,Haze,Seven,Mo & Krill,Shiv,Wraith,Yamato,Bebop,Dynamo,Abrams,Lady Geist,Viscous
5706034,The Amber Hand,Abrams,Warden,Seven,Infernus,Grey Talon,Pocket,Yamato,Wraith,Ivy,Bebop,Dynamo,Vindicta
5706040,The Amber Hand,Wraith,Grey Talon,Dynamo,Vindicta,Abrams,Lady Geist,Yamato,Haze,Seven,Pocket,Infernus,McGinnis
5706041,The Sapphire Flame,Viscous,Kelvin,Warden,Bebop,Ivy,Grey Talon,Haze,Wraith,Yamato,Lash,Vindicta,Seven
5706042,The Amber Hand,Dynamo,Kelvin,Wraith,Haze,Abrams,Seven,Vindicta,Pocket,Ivy,Warden,Lash,Grey Talon
5706043,The Amber Hand,Wraith,Shiv,Pocket,Haze,Infernus,Warden,Vindicta,Lady Geist,Seven,Lash,Bebop,Grey Talon
5706046,The Sapphire Flame,Ivy,Paradox,Wraith,Seven,Infernus,Bebop,Haze,Grey Talon,Yamato,Vindicta,Abrams,Kelvin
5706047,The Sapphire Flame,Pocket,McGinnis,Bebop,Haze,Vindicta,Warden,Seven,Ivy,Lash,Wraith,Infernus,Paradox
5706049,The Amber Hand,Dynamo,Seven,Grey Talon,McGinnis,Wraith,Shiv,Yamato,Bebop,Paradox,Vindicta,Haze,Infernus
5706050,The Sapphire Flame,Lady Geist,Wraith,Grey Talon,Mo & Krill,Shiv,Abrams,Lash,Haze,Kelvin,Pocket,Bebop,Infernus
5706051,The Sapphire Flame,Vindicta,Grey Talon,Seven,Infernus,Abrams,Wraith,Bebop,Dynamo,Lash,Paradox,Haze,Pocket
5706052,The Amber Hand,Grey Talon,Viscous,Paradox,Bebop,Mo & Krill,Pocket,Kelvin,Seven,Wraith,Ivy,Infernus,Vindicta
5706053,The Sapphire Flame,Pocket,Wraith,Shiv,Kelvin,Haze,Yamato,Abrams,Bebop,Vindicta,Mo & Krill,Paradox,Seven
5706054,The Sapphire Flame,Vindicta,Warden,Bebop,Seven,Kelvin,McGinnis,Abrams,Lash,Wraith,Dynamo,Yamato,Grey Talon
5706055,The Sapphire Flame,Yamato,Grey Talon,Warden,Seven,Wraith,Vindicta,Ivy,Infernus,Mo & Krill,Abrams,Dynamo,Haze
5706058,The Sapphire Flame,Seven,Bebop,Mo & Krill,Yamato,McGinnis,Kelvin,Paradox,Grey Talon,Warden,Haze,Infernus,Vindicta
5706059,The Sapphire Flame,Ivy,Infernus,Wraith,Abrams,Warden,Haze,McGinnis,Bebop,Seven,Lash,Vindicta,Pocket
5706060,The Amber Hand,Seven,Warden,Haze,Yamato,Kelvin,Paradox,Bebop,Vindicta,Lady Geist,Lash,Wraith,Shiv
5706061,The Amber Hand,Seven,Warden,Pocket,Dynamo,Grey Talon,Bebop,Haze,Vindicta,Infernus,Abrams,Wraith,Paradox
5706062,The Amber Hand,Kelvin,Dynamo,Pocket,Wraith,Shiv,Yamato,Lady Geist,Haze,Mo & Krill,Infernus,Seven,Vindicta
5706072,The Sapphire Flame,Viscous,Abrams,Infernus,Paradox,Haze,Pocket,Ivy,Bebop,Mo & Krill,Vindicta,Grey Talon,Warden
5706073,The Amber Hand,Abrams,Grey Talon,Haze,Vindicta,Lash,Bebop,Pocket,Kelvin,McGinnis,Seven,Viscous,Infernus
5706076,The Amber Hand,Shiv,Infernus,Lash,Paradox,Lady Geist,Haze,Mo & Krill,McGinnis,Ivy,Wraith,Grey Talon,Seven
5706080,The Amber Hand,Haze,Kelvin,Ivy,Viscous,Pocket,Paradox,Lady Geist,Infernus,Seven,Wraith,Vindicta,Bebop
5706081,The Amber Hand,Lash,Seven,Haze,Yamato,McGinnis,Infernus,Warden,Viscous,Abrams,Vindicta,Paradox,Shiv
5706082,The Sapphire Flame,Haze,Wraith,McGinnis,Abrams,Dynamo,Kelvin,Shiv,Bebop,Grey Talon,Vindicta,Seven,Infernus
5706084,The Sapphire Flame,Infernus,Wraith,Pocket,Abrams,Bebop,Shiv,Lash,Seven,Haze,Yamato,Vindicta,Kelvin
5706085,The Amber Hand,Infernus,Seven,Haze,Viscous,McGinnis,Ivy,Grey Talon,Bebop,Lady Geist,Vindicta,Wraith,Paradox
5706086,The Amber Hand,Kelvin,Warden,Infernus,Grey Talon,Pocket,Wraith,Lash,McGinnis,Paradox,Seven,Lady Geist,Haze
