matchid,winner,hero_1_A,hero_2_A,hero_3_A,hero_4_A,hero_5_A,hero_6_A,hero_1_B,hero_2_B,hero_3_B,hero_4_B,hero_5_B,hero_6_B
5719047,The Sapphire Flame,Abrams,Haze,McGinnis,Grey Talon,Bebop,Infernus,Lash,Wraith,Pocket,Mo & Krill,Seven,Vindicta
5719048,The Amber Hand,Vindicta,Infernus,Pocket,Warden,Kelvin,Haze,McGinnis,Ivy,Abrams,Bebop,Grey Talon,Seven
5719049,The Amber Hand,Yamato,Mo & Krill,Viscous,Seven,Grey Talon,Dynamo,Paradox,Pocket,Haze,Wraith,Vindicta,Warden
5719053,The Sapphire Flame,Vindicta,Infernus,Pocket,Ivy,Yamato,Abrams,Lady Geist,Seven,Grey Talon,Haze,Bebop,Paradox
5719054,The Amber Hand,Grey Talon,Shiv,Vindicta,Pocket,Yamato,Wraith,Infernus,Haze,McGinnis,Bebop,Lash,Viscous
5719055,The Amber Hand,Grey Talon,Infernus,McGinnis,Paradox,Shiv,Haze,Seven,Ivy,Wraith,Vindicta,Mo & Krill,Bebop
5719056,The Sapphire Flame,Mo & Krill,Viscous,Dynamo,Ivy,Paradox,Seven,Haze,Vindicta,Wraith,Pocket,Lady Geist,Infernus
5719057,The Sapphire Flame,Vindicta,Kelvin,Paradox,Infernus,Haze,Viscous,Lady Geist,Grey Talon,McGinnis,Yamato,Bebop,Wraith
5719058,The Amber Hand,Wraith,Infernus,Pocket,Haze,Seven,Vindicta,Lash,Ivy,Shiv,Dynamo,Grey Talon,Bebop
5719060,The Sapphire Flame,Vindicta,Lash,Kelvin,Haze,Abrams,Dynamo,Mo & Krill,Wraith,Pocket,Seven,Shiv,Infernus
5719061,The Amber Hand,Abrams,Haze,Dynamo,Wraith,McGinnis,Pocket,Yamato,Kelvin,Viscous,Grey Talon,Bebop,Vindicta
5719062,The Sapphire Flame,McGinnis,Seven,Infernus,Grey Talon,Pocket,Lash,Haze,Vindicta,Bebop,Lady Geist,Wraith,Shiv
5719063,The Sapphire Flame,Grey Talon,Lash,Warden,Seven,Abrams,Yamato,Haze,Lady Geist,Infernus,Bebop,Vindicta,Dynamo
5719064,The Amber Hand,Infernus,Yamato,Paradox,Kelvin,Bebop,Vindicta,Haze,Lash,Seven,Dynamo,McGinnis,Warden
5719066,The Amber Hand,Dynamo,Grey Talon,Vindicta,Bebop,Wraith,Abrams,Ivy,Infernus,Seven,Pocket,Mo & Krill,Haze
5719067,The Amber Hand,Wraith,Seven,McGinnis,Yamato,Bebop,Warden,Paradox,Infernus,Vindicta,Pocket,Grey Talon,Dynamo
5719068,The Amber Hand,Mo & Krill,Lady Geist,Infernus,Paradox,Haze,Bebop,Abrams,Wraith,Vindicta,Lash,Yamato,Warden
5719069,The Sapphire Flame,Infernus,Paradox,Yamato,Grey Talon,Mo & Krill,Viscous,Haze,Wraith,Vindicta,Warden,Shiv,Seven
5719070,The Sapphire Flame,Bebop,Lady Geist,Wraith,Paradox,Seven,Grey Talon,Lash,Haze,Warden,Infernus,McGinnis,Shiv
5719073,The Amber Hand,Vindicta,Mo & Krill,Infernus,Dynamo,Lady Geist,Bebop,Viscous,Grey Talon,McGinnis,Seven,Paradox,Shiv
5719074,The Amber Hand,McGinnis,Vindicta,Ivy,Lash,Seven,Infernus,Bebop,Pocket,Haze,Abrams,Wraith,Grey Talon
5719075,The Sapphire Flame,Haze,Yamato,Wraith,Grey Talon,Mo & Krill,Lash,Infernus,Lady Geist,Seven,Ivy,Warden,Pocket
5719076,The Amber Hand,McGinnis,Dynamo,Abrams,Haze,Vindicta,Kelvin,Infernus,Grey Talon,Seven,Paradox,Wraith,Warden
5719077,The Sapphire Flame,Vindicta,Infernus,Pocket,Grey Talon,Bebop,Kelvin,Paradox,McGinnis,Yamato,Lady Geist,Haze,Seven
5719078,The Sapphire Flame,Bebop,McGinnis,Grey Talon,Haze,Wraith,Dynamo,Seven,Lady Geist,Shiv,Infernus,Yamato,Abrams
5719080,The Sapphire Flame,Abrams,Vindicta,Haze,Seven,Wraith,Infernus,Mo & Krill,Ivy,Grey Talon,Lady Geist,Pocket,Shiv
5719081,The Amber Hand,Infernus,Warden,Seven,Haze,Vindicta,Paradox,Shiv,Kelvin,Grey Talon,Pocket,Ivy,Wraith
5719082,The Sapphire Flame,Bebop,Lash,Wraith,Vindicta,Abrams,Dynamo,Ivy,Grey Talon,Seven,Haze,Infernus,Viscous
5719083,The Amber Hand,Abrams,Paradox,Lady Geist,Vindicta,Yamato,Warden,Seven,Haze,Infernus,Wraith,Bebop,Dynamo
5719085,The Sapphire Flame,Warden,Yamato,Shiv,Haze,Wraith,Seven,Lady Geist,Bebop,Vindicta,Grey Talon,Dynamo,Infernus
5719086,The Sapphire Flame,Paradox,Dynamo,Haze,Bebop,Wraith,Vindicta,Infernus,Ivy,Seven,Yamato,McGinnis,Kelvin
5719089,The Amber Hand,Paradox,Haze,Seven,Ivy,Lady Geist,Pocket,Dynamo,Warden,Viscous,Lash,Bebop,Kelvin
5719093,The Sapphire Flame,Seven,Vindicta,Lash,Dynamo,Lady Geist,Yamato,Wraith,Bebop,Haze,Infernus,Kelvin,Grey Talon
5719094,The Amber Hand,Grey Talon,Abrams,Pocket,Wraith,Haze,McGinnis,Kelvin,Warden,Seven,Lady Geist,Vindicta,Bebop
5719099,The Amber Hand,Warden,Infernus,Wraith,Seven,Ivy,McGinnis,Dynamo,Haze,Bebop,Shiv,Vindicta,Grey Talon
5719100,The Sapphire Flame,Wraith,McGinnis,Grey Talon,Seven,Bebop,Lady Geist,Mo & Krill,Haze,Warden,Infernus,Pocket,Lash
5719101,The Amber Hand,Seven,Haze,Wraith,Bebop,Ivy,Abrams,McGinnis,Infernus,Pocket,Vindicta,Yamato,Warden
5719102,The Amber Hand,McGinnis,Warden,Wraith,Lady Geist,Pocket,Shiv,Vindicta,Haze,Seven,Grey Talon,Infernus,Bebop
5719104,The Amber Hand,Paradox,Haze,Grey Talon,Vindicta,Wraith,McGinnis,Viscous,Pocket,Infernus,Bebop,Shiv,Seven
5719106,The Amber Hand,Wraith,McGinnis,Grey Talon,Haze,Seven,Infernus,Bebop,Shiv,Yamato,Lady Geist,Vindicta,Pocket
5719111,The Amber Hand,Kelvin,Seven,Ivy,Mo & Krill,Infernus,Haze,Bebop,Vindicta,Wraith,Lady Geist,McGinnis,Grey Talon
5719112,The Sapphire Flame,Infernus,Seven,Lady Geist,Pocket,Grey Talon,Vindicta,Haze,Wraith,Lash,McGinnis,Dynamo,Warden
5719113,The Sapphire Flame,Bebop,McGinnis,Dynamo,Viscous,Mo & Krill,Haze,Shiv,Abrams,Infernus,Grey Talon,Kelvin,Wraith
5719114,The Sapphire Flame,Haze,McGinnis,Ivy,Bebop,Paradox,Vindicta,Abrams,Wraith,Seven,Shiv,Yamato,Lash
5719115,The Sapphire Flame,Infernus,Shiv,Pocket,Mo & Krill,Wraith,Haze,Abrams,Vindicta,Dynamo,Seven,Lady Geist,Warden
5719116,The Sapphire Flame,Bebop,Seven,Vindicta,Ivy,Wraith,Haze,Abrams,Paradox,Infernus,Grey Talon,Pocket,Yamato
5719120,The Amber Hand,Lash,Pocket,Infernus,Warden,Shiv,Seven,Bebop,Yamato,Kelvin,Vindicta,Haze,Grey Talon
5719121,The Sapphire Flame,McGinnis,Mo & Krill,Yamato,Lash,Dynamo,Vindicta,Bebop,Wraith,Warden,Paradox,Haze,Seven
5719122,The Sapphire Flame,Abrams,Warden,Seven,Lady Geist,Infernus,Grey Talon,Haze,Ivy,Bebop,McGinnis,Viscous,Wraith
5719124,The Amber Hand,Seven,Warden,Infernus,Grey Talon,Haze,Bebop,Vindicta,McGinnis,Wraith,Mo & Krill,Abrams,Pocket
5719125,The Amber Hand,Grey Talon,Abrams,Bebop,Seven,Dynamo,Kelvin,Wraith,Yamato,Mo & Krill,Vindicta,Shiv,Paradox
5719126,The Sapphire Flame,Mo & Krill,Seven,Haze,McGinnis,Wraith,Paradox,Lady Geist,Kelvin,Pocket,Vindicta,Infernus,Shiv
5719131,The Sapphire Flame,Grey Talon,Paradox,Wraith,Pocket,McGinnis,Infernus,Warden,Vindicta,Lady Geist,Viscous,Haze,Seven
5719132,The Amber Hand,Warden,Seven,Kelvin,Bebop,Abrams,Haze,Viscous,Wraith,Vindicta,Infernus,Pocket,Dynamo
5719137,The Amber Hand,Wraith,Lady Geist,Pocket,Paradox,Yamato,Kelvin,McGinnis,Vindicta,Dynamo,Grey Talon,Shiv,Haze
5719139,The Sapphire Flame,Grey Talon,Vindicta,Ivy,Wraith,Paradox,Warden,Bebop,Infernus,Shiv,Seven,Haze,Yamato
5719142,The Amber Hand,Bebop,Wraith,Lash,Haze,Paradox,Lady Geist,Seven,Vindicta,Abrams,Warden,Grey Talon,Infernus
5719143,The Amber Hand,Dynamo,Vindicta,Mo & Krill,Kelvin,Warden,Wraith,Seven,Viscous,Haze,Grey Talon,Yamato,McGinnis
5719146,The Amber Hand,Lash,Abrams,Haze,Pocket,Seven,Infernus,McGinnis,Wraith,Vindicta,Grey Talon,Lady Geist,Paradox
5719148,The Amber Hand,Mo & Krill,Lash,Ivy,Haze,Dynamo,Grey Talon,Infernus,Wraith,Pocket,Kelvin,Vindicta,Seven
5719151,The Sapphire Flame,Vindicta,Paradox,Ivy,Bebop,Seven,Abrams,Yamato,Shiv,Haze,Wraith,Grey Talon,Mo & Krill
5719153,The Amber Hand,Shiv,Seven,Ivy,Grey Talon,Dynamo,Vindicta,Wraith,Infernus,Paradox,Yamato,Warden,Haze
5719154,The Sapphire Flame,Kelvin,Vindicta,Infernus,Shiv,Haze,Abrams,Wraith,Paradox,McGinnis,Yamato,Ivy,Seven
5719156,The Amber Hand,Vindicta,Dynamo,Haze,Wraith,Infernus,Bebop,Grey Talon,Pocket,McGinnis,Paradox,Seven,Ivy
5719157,The Amber Hand,Bebop,Seven,Yamato,Infernus,Wraith,Grey Talon,Pocket,Kelvin,Paradox,Lady Geist,Haze,Vindicta
5719159,The Sapphire Flame,Haze,Bebop,Kelvin,Grey Talon,Vindicta,Dynamo,Viscous,Seven,Wraith,Abrams,McGinnis,Paradox
5719161,The Amber Hand,McGinnis,Yamato,Infernus,Bebop,Kelvin,Grey Talon,Vindicta,Seven,Wraith,Haze,Paradox,Warden
5719162,The Sapphire Flame,Grey Talon,McGinnis,Lash,Vindicta,Bebop,Wraith,Seven,Warden,Haze,Mo & Krill,Ivy,Infernus
5719163,The Sapphire Flame,Wraith,Warden,Yamato,Mo & Krill,Seven,Viscous,Lash,Paradox,Bebop,Vindicta,Grey Talon,Haze
5719164,The Amber Hand,Grey Talon,Mo & Krill,Vindicta,Bebop,Haze,Seven,Shiv,Pocket,Infernus,Yamato,Dynamo,Wraith
5719165,The Amber Hand,Warden,Haze,Abrams,Pocket,Viscous,Seven,Lash,Vindicta,Grey Talon,Wraith,Infernus,Shiv
5719168,The Sapphire Flame,Abrams,Dynamo,Infernus,Kelvin,Haze,Pocket,Seven,Wraith,Bebop,Vindicta,McGinnis,Grey Talon
5719169,The Amber Hand,Lady Geist,Dynamo,Seven,Viscous,McGinnis,Abrams,Infernus,Vindicta,Yamato,Grey Talon,Haze,Shiv
5719170,The Sapphire Flame,Wraith,Warden,Yamato,Haze,Shiv,Ivy,Kelvin,McGinnis,Lady Geist,Dynamo,Infernus,Bebop
5719171,The Sapphire Flame,Abrams,Dynamo,Haze,Seven,Infernus,Ivy,Lash,Mo & Krill,Vindicta,Wraith,Grey Talon,Shiv
5719172,The Sapphire Flame,Seven,Grey Talon,Yamato,McGinnis,Wraith,Infernus,Vindicta,Paradox,Viscous,Haze,Bebop,Mo & Krill
5719174,The Sapphire Flame,Viscous,Paradox,Infernus,Bebop,Haze,Seven,Warden,Kelvin,Yamato,Wraith,McGinnis,Vindicta
5719179,The Sapphire Flame,Kelvin,McGinnis,Grey Talon,Abrams,Mo & Krill,Seven,Haze,Lady Geist,Dynamo,Ivy,Infernus,Vindicta
5719180,The Amber Hand,Yamato,Wraith,Kelvin,Bebop,McGinnis,Paradox,Seven,Grey Talon,Lady Geist,Shiv,Vindicta,Haze
5719188,The Sapphire Flame,Paradox,Viscous,Wraith,Grey Talon,McGinnis,Abrams,Yamato,Haze,Bebop,Warden,Vindicta,Seven
5719189,The Amber Hand,Warden,Pocket,Dynamo,Lady Geist,Bebop,Seven,Wraith,Ivy,Infernus,Grey Talon,Abrams,Vindicta
5719190,The Sapphire Flame,Lady Geist,Haze,Vindicta,Pocket,Yamato,Wraith,Shiv,Seven,Bebop,Viscous,Warden,Grey Talon
5719198,The Amber Hand,Kelvin,Vindicta,Wraith,Paradox,McGinnis,Bebop,Grey Talon,Shiv,Ivy,Warden,Dynamo,Haze
5719199,The Sapphire Flame,Viscous,Grey Talon,Bebop,Wraith,Seven,McGinnis,Paradox,Infernus,Lash,Haze,Mo & Krill,Yamato
5719200,The Sapphire Flame,Haze,Shiv,Infernus,Dynamo,Warden,Wraith,Yamato,Seven,Vindicta,Pocket,Abrams,Lady Geist
5719205,The Amber Hand,Haze,McGinnis,Vindicta,Ivy,Seven,Kelvin,Wraith,Grey Talon,Bebop,Infernus,Warden,Viscous
5719206,The Amber Hand,Wraith,Pocket,Vindicta,Infernus,Paradox,Grey Talon,Haze,Seven,Warden,Lady Geist,Kelvin,Shiv
5719207,The Sapphire Flame,Wraith,Viscous,Pocket,Bebop,Lash,Mo & Krill,Abrams,Dynamo,Lady Geist,Infernus,Grey Talon,Haze
5719210,The Sapphire Flame,Wraith,Yamato,Ivy,Bebop,Abrams,Paradox,Dynamo,McGinnis,Haze,Vindicta,Seven,Infernus
5719211,The Amber Hand,Shiv,Seven,Paradox,Yamato,McGinnis,Grey Talon,Mo & Krill,Wraith,Infernus,Abrams,Haze,Pocket
5719212,The Sapphire Flame,Paradox,Dynamo,Abrams,Warden,Seven,Wraith,Grey Talon,Haze,Bebop,Mo & Krill,Vindicta,Lash
5719214,The Sapphire Flame,Mo & Krill,Lash,Haze,Wraith,Dynamo,Grey Talon,Abrams,McGinnis,Seven,Vindicta,Yamato,Pocket
5719215,The Sapphire Flame,Wraith,Dynamo,Infernus,Grey Talon,Warden,Seven,Ivy,Bebop,McGinnis,Vindicta,Kelvin,Haze
5719216,The Sapphire Flame,Bebop,Lash,Yamato,Abrams,Ivy,Seven,Paradox,Infernus,Kelvin,Haze,Pocket,McGinnis
5719217,The Amber Hand,Lash,Infernus,Seven,Pocket,Haze,Dynamo,Vindicta,Bebop,McGinnis,Warden,Wraith,Paradox
5719218,The Amber Hand,Mo & Krill,Dynamo,Lady Geist,Grey Talon,Haze,Pocket,Bebop,Ivy,Seven,Wraith,Yamato,Vindicta
5719219,The Amber Hand,Bebop,McGinnis,Wraith,Vindicta,Yamato,Seven,Infernus,Grey Talon,Shiv,Pocket,Ivy,Haze
5719220,The Sapphire Flame,Warden,Haze,Wraith,Kelvin,Dynamo,Vindicta,McGinnis,Seven,Lash,Paradox,Pocket,Grey Talon
5719221,The Sapphire Flame,Ivy,Haze,Grey Talon,Wraith,Dynamo,Infernus,Abrams,Mo & Krill,Kelvin,Viscous,Vindicta,Seven
5719224,The Amber Hand,Warden,Ivy,Paradox,McGinnis,Haze,Infernus,Vindicta,Grey Talon,Yamato,Lady Geist,Wraith,Seven
5719225,The Amber Hand,Kelvin,Infernus,Haze,Wraith,Lady Geist,Bebop,Viscous,Vindicta,McGinnis,Grey Talon,Seven,Paradox
5719226,The Sapphire Flame,Wraith,Seven,Vindicta,Bebop,Grey Talon,Infernus,Haze,McGinnis,Abrams,Pocket,Lady Geist,Dynamo
5719227,The Amber Hand,Infernus,Wraith,Grey Talon,Pocket,Abrams,Yamato,Vindicta,Viscous,Seven,Lash,Haze,Warden
5719228,The Sapphire Flame,Kelvin,Shiv,Infernus,Yamato,Pocket,Seven,Abrams,Grey Talon,Wraith,Haze,Lady Geist,Vindicta
5719231,The Amber Hand,Warden,Bebop,Grey Talon,Abrams,Mo & Krill,Pocket,Lady Geist,Haze,Ivy,Infernus,Seven,McGinnis
5719232,The Sapphire Flame,Seven,Kelvin,Vindicta,Bebop,Wraith,Infernus,Shiv,Haze,Pocket,Warden,Yamato,Abrams
5719235,The Sapphire Flame,Warden,Vindicta,Infernus,Bebop,Lady Geist,Haze,Wraith,Grey Talon,Lash,Viscous,Dynamo,Seven
5719236,The Sapphire Flame,Paradox,Lady Geist,Grey Talon,Wraith,Haze,Seven,Bebop,Infernus,Ivy,Vindicta,Abrams,Shiv
5719238,The Sapphire Flame,Infernus,Vindicta,Warden,Abrams,McGinnis,Wraith,Paradox,Shiv,Bebop,Seven,Dynamo,Kelvin
5719239,The Amber Hand,Mo & Krill,McGinnis,Bebop,Kelvin,Infernus,Vindicta,Paradox,Dynamo,Wraith,Abrams,Haze,Seven
5719240,The Sapphire Flame,Haze,Infernus,Warden,Dynamo,Kelvin,Wraith,Mo & Krill,Ivy,Pocket,McGinnis,Seven,Shiv
5719241,The Sapphire Flame,Ivy,Shiv,Infernus,Dynamo,Lady Geist,Lash,Yamato,Abrams,Bebop,Pocket,Seven,Haze
5719242,The Amber Hand,Infernus,Dynamo,Grey Talon,Seven,Pocket,Lady Geist,Vindicta,Yamato,Viscous,Wraith,Paradox,Haze
5719243,The Amber Hand,Yamato,Ivy,Wraith,Vindicta,Bebop,Seven,Haze,McGinnis,Warden,Infernus,Lady Geist,Shiv
5719245,The Amber Hand,Viscous,Lash,Haze,Warden,Paradox,Bebop,Wraith,Vindicta,Kelvin,Seven,Infernus,Grey Talon
5719248,The Sapphire Flame,Grey Talon,Haze,Infernus,Lady Geist,Yamato,Bebop,Vindicta,Abrams,Ivy,Wraith,McGinnis,Seven
5719250,The Sapphire Flame,Yamato,Lash,Haze,Vindicta,Warden,McGinnis,Lady Geist,Abrams,Seven,Kelvin,Viscous,Pocket
5719251,The Amber Hand,Kelvin,Mo & Krill,Lash,Yamato,Grey Talon,Bebop,Shiv,Vindicta,Dynamo,Haze,Pocket,McGinnis
5719252,The Sapphire Flame,Wraith,Seven,Lady Geist,Warden,Haze,Vindicta,Infernus,Bebop,Yamato,Lash,Grey Talon,Ivy
5719253,The Amber Hand,Pocket,Seven,Grey Talon,Haze,Bebop,McGinnis,Wraith,Vindicta,Mo & Krill,Dynamo,Kelvin,Paradox
5719254,The Sapphire Flame,Paradox,Wraith,Dynamo,Ivy,Abrams,Viscous,Seven,Haze,Mo & Krill,Lash,Bebop,Grey Talon
5719255,The Sapphire Flame,Grey Talon,Vindicta,Pocket,Viscous,Seven,Bebop,Lash,Shiv,Paradox,Lady Geist,McGinnis,Haze
5719256,The Amber Hand,Paradox,Vindicta,Infernus,Viscous,Seven,Wraith,Bebop,McGinnis,Mo & Krill,Lady Geist,Haze,Kelvin
5719258,The Amber Hand,Bebop,McGinnis,Wraith,Kelvin,Abrams,Paradox,Infernus,Lady Geist,Pocket,Vindicta,Seven,Haze
5719260,The Sapphire Flame,Pocket,Vindicta,Lash,Lady Geist,Haze,Wraith,Dynamo,Bebop,Seven,Abrams,Yamato,Grey Talon
5719261,The Sapphire Flame,Shiv,Infernus,Grey Talon,Wraith,Seven,Pocket,Yamato,Viscous,Lady Geist,Bebop,Abrams,Kelvin
5719262,The Amber Hand,Warden,Seven,Infernus,Haze,Vindicta,Pocket,Mo & Krill,Bebop,Wraith,Viscous,Grey Talon,Abrams
5719263,The Amber Hand,Lash,McGinnis,Haze,Lady Geist,Abrams,Paradox,Vindicta,Shiv,Ivy,Grey Talon,Infernus,Pocket
5719265,The Sapphire Flame,Kelvin,Shiv,Warden,Vindicta,McGinnis,Seven,Haze,Bebop,Wraith,Lady Geist,Grey Talon,Infernus
5719266,The Amber Hand,Pocket,Vindicta,Warden,Kelvin,Lash,Dynamo,Wraith,Lady Geist,Grey Talon,Seven,Bebop,Haze
5719268,The Amber Hand,Infernus,Warden,Bebop,Lash,Shiv,Mo & Krill,Dynamo,Vindicta,Seven,Abrams,Paradox,Ivy
5719269,The Amber Hand,Seven,Yamato,Shiv,Viscous,Ivy,McGinnis,Infernus,Lady Geist,Paradox,Abrams,Wraith,Vindicta
5719270,The Sapphire Flame,Viscous,Seven,McGinnis,Grey Talon,Vindicta,Abrams,Bebop,Yamato,Wraith,Shiv,Haze,Dynamo
5719271,The Amber Hand,Pocket,Abrams,Grey Talon,Haze,Viscous,Warden,Lash,Vindicta,Infernus,Kelvin,Yamato,Seven
5719272,The Sapphire Flame,Viscous,Warden,Bebop,Wraith,Vindicta,Lady Geist,Mo & Krill,Lash,Haze,Yamato,Seven,Infernus
5719278,The Amber Hand,Infernus,Warden,Lady Geist,Paradox,Shiv,Wraith,Lash,Haze,Dynamo,Bebop,Seven,Kelvin
5719279,The Amber Hand,Warden,Haze,McGinnis,Seven,Wraith,Infernus,Paradox,Vindicta,Bebop,Abrams,Mo & Krill,Grey Talon
5719280,The Sapphire Flame,Lady Geist,Vindicta,Yamato,Infernus,Dynamo,Bebop,Ivy,Paradox,Haze,Warden,Grey Talon,Pocket
5719282,The Amber Hand,Kelvin,Pocket,Yamato,Shiv,McGinnis,Lash,Abrams,Infernus,Bebop,Wraith,Seven,Vindicta
5719283,The Sapphire Flame,Haze,Infernus,Mo & Krill,Pocket,Vindicta,Warden,Ivy,Shiv,Grey Talon,Bebop,Wraith,Kelvin
5719287,The Sapphire Flame,Grey Talon,Warden,Bebop,McGinnis,Seven,Abrams,Haze,Dynamo,Lady Geist,Vindicta,Wraith,Infernus
5719288,The Amber Hand,Kelvin,Pocket,McGinnis,Seven,Wraith,Infernus,Haze,Lash,Bebop,Vindicta,Ivy,Paradox
5719289,The Sapphire Flame,McGinnis,Vindicta,Paradox,Lady Geist,Wraith,Abrams,Haze,Ivy,Seven,Bebop,Shiv,Infernus
5719291,The Sapphire Flame,Ivy,Abrams,Vindicta,Shiv,Grey Talon,Infernus,Seven,Wraith,Bebop,Haze,Warden,Yamato
5719295,The Amber Hand,Kelvin,Yamato,Warden,Pocket,Wraith,Shiv,Lash,Lady Geist,Vindicta,Seven,Ivy,Haze
5719296,The Amber Hand,Haze,Grey Talon,Viscous,Wraith,Shiv,Seven,McGinnis,Lash,Abrams,Mo & Krill,Bebop,Yamato
5719297,The Amber Hand,Grey Talon,Yamato,Warden,Infernus,Lady Geist,Seven,Vindicta,Paradox,Mo & Krill,Haze,Viscous,Wraith
5719303,The Amber Hand,Dynamo,Wraith,Ivy,Seven,Infernus,Abrams,Haze,Grey Talon,Yamato,McGinnis,Vindicta,Bebop
5719304,The Amber Hand,Pocket,Viscous,Warden,Seven,Wraith,Dynamo,Shiv,Paradox,Abrams,Infernus,Grey Talon,Haze
5719305,The Sapphire Flame,Haze,Vindicta,Dynamo,Lady Geist,Kelvin,Abrams,Warden,Grey Talon,Bebop,Infernus,Wraith,McGinnis
5719309,The Amber Hand,Abrams,Vindicta,Paradox,Bebop,Infernus,Wraith,Grey Talon,McGinnis,Lady Geist,Ivy,Warden,Haze
5719312,The Amber Hand,Bebop,Ivy,Haze,Wraith,Grey Talon,Paradox,Vindicta,Pocket,Infernus,Shiv,Viscous,McGinnis
5719313,The Sapphire Flame,Grey Talon,Lash,Infernus,Kelvin,Paradox,Wraith,Vindicta,Seven,Haze,Pocket,McGinnis,Dynamo
5719315,The Sapphire Flame,Haze,Wraith,Bebop,Mo & Krill,Lady Geist,Dynamo,Grey Talon,McGinnis,Seven,Infernus,Lash,Vindicta
5719319,The Sapphire Flame,Haze,Grey Talon,Lady Geist,Kelvin,Warden,Vindicta,Seven,Mo & Krill,Infernus,Dynamo,Pocket,Shiv
5719320,The Amber Hand,Haze,Vindicta,Seven,Lash,McGinnis,Wraith,Grey Talon,Bebop,Mo & Krill,Infernus,Shiv,Paradox
5719321,The Sapphire Flame,Haze,Vindicta,Lash,Lady Geist,Seven,Dynamo,McGinnis,Ivy,Wraith,Abrams,Infernus,Pocket
5719322,The Amber Hand,Seven,Lash,Pocket,Yamato,Paradox,Kelvin,McGinnis,Grey Talon,Wraith,Haze,Infernus,Abrams
5719323,The Sapphire Flame,Haze,Kelvin,Wraith,Grey Talon,McGinnis,Bebop,Seven,Vindicta,Infernus,Abrams,Warden,Lash
5719325,The Sapphire Flame,Shiv,Viscous,Seven,Yamato,Paradox,Grey Talon,Haze,Warden,McGinnis,Abrams,Lady Geist,Vindicta
5719326,The Amber Hand,Warden,Grey Talon,Wraith,Dynamo,Mo & Krill,Bebop,Infernus,Haze,Ivy,Lash,Vindicta,Kelvin
5719332,The Amber Hand,Wraith,Haze,Viscous,Vindicta,Seven,Shiv,Lash,Yamato,Abrams,Mo & Krill,McGinnis,Bebop
5719333,The Amber Hand,Seven,Pocket,Haze,Dynamo,Vindicta,Yamato,McGinnis,Abrams,Infernus,Lash,Warden,Wraith
5719334,The Amber Hand,McGinnis,Infernus,Grey Talon,Warden,Yamato,Wraith,Vindicta,Kelvin,Haze,Pocket,Seven,Ivy
5719335,The Amber Hand,Paradox,Shiv,Lady Geist,Haze,McGinnis,Pocket,Bebop,Grey Talon,Mo & Krill,Vindicta,Abrams,Wraith
5719337,The Amber Hand,Wraith,Pocket,Haze,Ivy,Seven,Bebop,Viscous,Lady Geist,Kelvin,Vindicta,Infernus,Yamato
5719338,The Amber Hand,Seven,Kelvin,Haze,Vindicta,Lash,Dynamo,Yamato,Wraith,McGinnis,Infernus,Grey Talon,Lady Geist
5719342,The Amber Hand,Bebop,Haze,Shiv,Infernus,Seven,Dynamo,Kelvin,Grey Talon,McGinnis,Vindicta,Paradox,Wraith
5719344,The Sapphire Flame,Wraith,Infernus,Paradox,Viscous,Kelvin,Lady Geist,Haze,Bebop,Abrams,McGinnis,Ivy,Seven
5719345,The Sapphire Flame,Pocket,Paradox,Mo & Krill,Vindicta,Ivy,Lash,Grey Talon,Wraith,Infernus,Dynamo,Lady Geist,Kelvin
5719347,The Sapphire Flame,Infernus,Warden,Pocket,Abrams,Vindicta,Wraith,Haze,Seven,Viscous,Grey Talon,Paradox,Dynamo
5719350,The Amber Hand,Paradox,McGinnis,Seven,Wraith,Abrams,Vindicta,Bebop,Grey Talon,Infernus,Haze,Viscous,Mo & Krill
5719351,The Amber Hand,Viscous,Wraith,Abrams,Pocket,Grey Talon,Kelvin,Haze,Vindicta,Seven,Infernus,Ivy,Warden
5719352,The Amber Hand,McGinnis,Haze,Infernus,Warden,Viscous,Pocket,Yamato,Vindicta,Seven,Paradox,Grey Talon,Kelvin
5719353,The Sapphire Flame,Abrams,Haze,Pocket,Shiv,Paradox,Lash,Yamato,McGinnis,Bebop,Dynamo,Wraith,Seven
5719355,The Amber Hand,Grey Talon,Seven,Vindicta,Dynamo,Haze,Warden,Lady Geist,Bebop,Shiv,Infernus,Viscous,Wraith
5719363,The Sapphire Flame,Pocket,Grey Talon,Vindicta,Haze,Lash,Ivy,Yamato,Wraith,Infernus,Paradox,Warden,Seven
5719367,The Amber Hand,Warden,Bebop,Shiv,Seven,Abrams,Wraith,Vindicta,Haze,Infernus,Kelvin,Paradox,Lash
5719368,The Amber Hand,Infernus,Bebop,Haze,Vindicta,Paradox,Kelvin,Pocket,Seven,Yamato,Grey Talon,McGinnis,Wraith
5719371,The Sapphire Flame,Infernus,Haze,Viscous,Vindicta,Lash,Abrams,Warden,Grey Talon,Shiv,McGinnis,Seven,Pocket
5719372,The Sapphire Flame,Infernus,Bebop,Paradox,Dynamo,Yamato,Warden,Haze,Lash,Vindicta,Wraith,Abrams,Seven
5719373,The Amber Hand,Vindicta,Haze,Wraith,Mo & Krill,Pocket,Seven,Paradox,Bebop,Ivy,Lash,Grey Talon,Infernus
5719374,The Amber Hand,Mo & Krill,McGinnis,Paradox,Infernus,Seven,Wraith,Dynamo,Bebop,Abrams,Haze,Pocket,Lady Geist
