matchid,winner,hero_1_A,hero_2_A,hero_3_A,hero_4_A,hero_5_A,hero_6_A,hero_1_B,hero_2_B,hero_3_B,hero_4_B,hero_5_B,hero_6_B
6303494,The Sapphire Flame,Viscous,Bebop,Haze,Pocket,Shiv,Lady Geist,Abrams,Grey Talon,Yamato,Seven,Infernus,Dynamo
6303498,The Sapphire Flame,Viscous,McGinnis,Seven,Wraith,Pocket,Haze,Paradox,Grey Talon,Infernus,Bebop,Vindicta,Lady Geist
6303499,The Sapphire Flame,Pocket,Lash,Infernus,Viscous,Bebop,Dynamo,Yamato,Ivy,Abrams,Seven,Grey Talon,Haze
6303500,The Sapphire Flame,Grey Talon,Bebop,Infernus,Vindicta,Haze,Paradox,Pocket,Warden,Yamato,Wraith,Seven,Abrams
6303502,The Sapphire Flame,Mo & Krill,Haze,Pocket,Lady Geist,Vindicta,Grey Talon,Shiv,Infernus,Yamato,Dynamo,Wraith,Seven
6303503,The Sapphire Flame,Lady Geist,Pocket,Infernus,Seven,Shiv,Dynamo,Bebop,Wraith,Mo & Krill,Haze,Paradox,Warden
6303504,The Sapphire Flame,Lash,Grey Talon,Haze,Infernus,Yamato,Ivy,Lady Geist,Abrams,Pocket,Wraith,Seven,Bebop
6303505,The Sapphire Flame,Bebop,Wraith,Dynamo,Vindicta,Warden,Kelvin,Pocket,McGinnis,Viscous,Haze,Abrams,Seven
6303511,The Amber Hand,Wraith,Kelvin,Abrams,Shiv,Seven,Paradox,Haze,Yamato,McGinnis,Vindicta,Pocket,Dynamo
6303520,The Sapphire Flame,Yamato,Shiv,Seven,Wraith,Haze,Bebop,Grey Talon,Lady Geist,Infernus,Vindicta,Abrams,Paradox
6303524,The Sapphire Flame,Seven,Haze,McGinnis,Vindicta,Paradox,Dynamo,Warden,Lash,Grey Talon,Shiv,Bebop,Infernus
6303531,The Amber Hand,Seven,Infernus,Warden,Shiv,Abrams,Lash,Wraith,McGinnis,Dynamo,Grey Talon,Vindicta,Bebop
6303532,The Amber Hand,Infernus,Shiv,Pocket,Yamato,Grey Talon,Dynamo,Mo & Krill,Seven,Warden,Wraith,Haze,Abrams
6303533,The Sapphire Flame,Paradox,Infernus,Kelvin,McGinnis,Lash,Abrams,Vindicta,Grey Talon,Dynamo,Bebop,Seven,Ivy
6303534,The Sapphire Flame,Haze,Warden,Viscous,Shiv,Pocket,Seven,Vindicta,Infernus,Wraith,Yamato,Ivy,Bebop
6303535,The Sapphire Flame,Pocket,Dynamo,Infernus,Bebop,Vindicta,Wraith,Seven,Lady Geist,Haze,Shiv,McGinnis,Paradox
6303540,The Sapphire Flame,Seven,Infernus,McGinnis,Grey Talon,Abrams,Wraith,Lady Geist,Kelvin,Vindicta,Paradox,Haze,Shiv
6303541,The Amber Hand,Viscous,Grey Talon,Haze,Warden,Lady Geist,Infernus,Dynamo,Paradox,Bebop,Seven,Vindicta,Wraith
6303542,The Sapphire Flame,Vindicta,Lash,Seven,Kelvin,Dynamo,Haze,Wraith,Lady Geist,Shiv,McGinnis,Ivy,Infernus
6303543,The Amber Hand,Bebop,Abrams,Warden,Infernus,Yamato,Haze,McGinnis,Vindicta,Grey Talon,Wraith,Kelvin,Lash
6303544,The Sapphire Flame,Vindicta,Warden,McGinnis,Yamato,Wraith,Ivy,Mo & Krill,Seven,Haze,Kelvin,Lash,Infernus
6303548,The Sapphire Flame,Pocket,Grey Talon,Vindicta,Haze,Wraith,Abrams,Seven,Ivy,Lash,Infernus,Kelvin,McGinnis
6303549,The Sapphire Flame,Seven,Bebop,Haze,Wraith,Mo & Krill,Vindicta,Pocket,Abrams,Grey Talon,Yamato,Ivy,Infernus
6303550,The Amber Hand,Abrams,McGinnis,Lash,Pocket,Paradox,Seven,Wraith,Haze,Infernus,Vindicta,Shiv,Ivy
6303551,The Sapphire Flame,Grey Talon,McGinnis,Kelvin,Haze,Paradox,Seven,Wraith,Warden,Abrams,Vindicta,Infernus,Lash
6303555,The Sapphire Flame,McGinnis,Wraith,Seven,Yamato,Kelvin,Pocket,Ivy,Vindicta,Bebop,Warden,Haze,Mo & Krill
6303556,The Sapphire Flame,Wraith,Seven,Haze,Grey Talon,Infernus,Vindicta,Viscous,Kelvin,McGinnis,Paradox,Lash,Pocket
6303558,The Sapphire Flame,Paradox,Vindicta,Wraith,McGinnis,Haze,Bebop,Lady Geist,Shiv,Grey Talon,Infernus,Mo & Krill,Seven
6303559,The Amber Hand,McGinnis,Grey Talon,Warden,Dynamo,Haze,Seven,Pocket,Wraith,Infernus,Shiv,Vindicta,Abrams
6303560,The Sapphire Flame,Warden,Vindicta,Infernus,Paradox,Wraith,Seven,Abrams,McGinnis,Haze,Shiv,Grey Talon,Yamato
6303561,The Amber Hand,Dynamo,Paradox,Viscous,Lady Geist,Haze,McGinnis,Seven,Infernus,Wraith,Warden,Vindicta,Bebop
6303562,The Sapphire Flame,Seven,Abrams,Yamato,Grey Talon,Haze,McGinnis,Lady Geist,Vindicta,Infernus,Lash,Bebop,Wraith
6303570,The Sapphire Flame,Lady Geist,Grey Talon,Infernus,Haze,Wraith,Bebop,Viscous,Kelvin,Yamato,Abrams,Dynamo,Vindicta
6303573,The Sapphire Flame,Viscous,Wraith,Abrams,Vindicta,Kelvin,Ivy,Grey Talon,Infernus,Yamato,Pocket,Lady Geist,Paradox
6303574,The Amber Hand,Wraith,Grey Talon,Shiv,Lady Geist,Dynamo,Pocket,McGinnis,Infernus,Lash,Paradox,Seven,Kelvin
6303575,The Sapphire Flame,Vindicta,Ivy,Wraith,McGinnis,Abrams,Warden,Grey Talon,Bebop,Viscous,Dynamo,Seven,Infernus
6303576,The Amber Hand,Grey Talon,Seven,Bebop,Vindicta,Haze,Lash,McGinnis,Infernus,Dynamo,Yamato,Wraith,Ivy
6303577,The Amber Hand,Shiv,Vindicta,Lady Geist,McGinnis,Wraith,Lash,Kelvin,Bebop,Paradox,Seven,Infernus,Ivy
6303580,The Sapphire Flame,McGinnis,Haze,Dynamo,Lash,Pocket,Vindicta,Bebop,Lady Geist,Paradox,Infernus,Grey Talon,Seven
6303584,The Sapphire Flame,Lash,Infernus,Grey Talon,Haze,Wraith,Abrams,Dynamo,Seven,Warden,Bebop,Yamato,McGinnis
6303585,The Sapphire Flame,Seven,Paradox,Viscous,Bebop,Kelvin,Ivy,Vindicta,Wraith,Pocket,Shiv,Haze,Lash
6303593,The Sapphire Flame,Grey Talon,Vindicta,Wraith,Dynamo,Warden,Shiv,Infernus,Haze,Yamato,Seven,Ivy,Pocket
6303599,The Sapphire Flame,Paradox,Grey Talon,Bebop,Ivy,Abrams,Lady Geist,Haze,Seven,Infernus,Mo & Krill,Wraith,Vindicta
6303600,The Sapphire Flame,Lady Geist,Vindicta,Paradox,Seven,Yamato,Infernus,McGinnis,Kelvin,Grey Talon,Wraith,Abrams,Haze
6303601,The Amber Hand,Bebop,McGinnis,Grey Talon,Seven,Abrams,Paradox,Haze,Pocket,Infernus,Wraith,Vindicta,Mo & Krill
6303604,The Sapphire Flame,Lady Geist,McGinnis,Haze,Wraith,Lash,Mo & Krill,Pocket,Bebop,Yamato,Seven,Viscous,Shiv
6303606,The Amber Hand,Seven,Pocket,Warden,Lady Geist,Wraith,Haze,Vindicta,Grey Talon,Paradox,Bebop,Infernus,Shiv
6303607,The Amber Hand,Infernus,Bebop,Vindicta,Yamato,Warden,Grey Talon,Mo & Krill,Shiv,Seven,Wraith,Pocket,Haze
6303608,The Amber Hand,Infernus,Seven,Yamato,Wraith,Lash,Vindicta,Shiv,Bebop,Grey Talon,Haze,Mo & Krill,Abrams
6303609,The Sapphire Flame,Lash,McGinnis,Pocket,Seven,Vindicta,Bebop,Shiv,Haze,Warden,Infernus,Wraith,Grey Talon
6303610,The Sapphire Flame,Mo & Krill,Grey Talon,Shiv,Haze,Pocket,Wraith,Vindicta,Lady Geist,Dynamo,Seven,Infernus,McGinnis
6303611,The Sapphire Flame,Warden,Infernus,Mo & Krill,Kelvin,Haze,Shiv,Seven,Grey Talon,Lash,Wraith,Vindicta,Yamato
6303613,The Amber Hand,Haze,Grey Talon,Wraith,Ivy,Abrams,Pocket,Infernus,Seven,Lash,Vindicta,Bebop,Warden
6303616,The Amber Hand,Dynamo,Lady Geist,Mo & Krill,Pocket,Seven,Wraith,Infernus,McGinnis,Paradox,Haze,Grey Talon,Vindicta
6303624,The Amber Hand,Paradox,Seven,Infernus,Pocket,Bebop,Wraith,Vindicta,Haze,McGinnis,Abrams,Ivy,Grey Talon
6303627,The Sapphire Flame,Bebop,Seven,Wraith,Infernus,Grey Talon,Pocket,Mo & Krill,Lash,Haze,Vindicta,Shiv,Warden
6303633,The Amber Hand,Shiv,Haze,Kelvin,Lady Geist,Bebop,Seven,Infernus,Pocket,Wraith,Abrams,Paradox,Dynamo
6303636,The Sapphire Flame,Yamato,Grey Talon,Abrams,Haze,Paradox,Bebop,Wraith,Viscous,Infernus,Lash,Seven,Kelvin
6303637,The Amber Hand,Kelvin,Seven,Grey Talon,Lady Geist,McGinnis,Dynamo,Shiv,Infernus,Haze,Wraith,Viscous,Paradox
6303638,The Amber Hand,Haze,Viscous,Warden,Ivy,Lash,Mo & Krill,Yamato,Paradox,Pocket,Vindicta,McGinnis,Infernus
6303639,The Sapphire Flame,Lady Geist,Shiv,Seven,Paradox,Mo & Krill,Grey Talon,Viscous,Kelvin,Pocket,Yamato,Vindicta,Infernus
6303640,The Sapphire Flame,Grey Talon,Pocket,Dynamo,Infernus,Abrams,Bebop,Haze,Seven,Lady Geist,Lash,Shiv,Wraith
6303646,The Sapphire Flame,Vindicta,Abrams,Seven,Lady Geist,Shiv,Infernus,Bebop,Paradox,Dynamo,Yamato,Haze,Wraith
6303648,The Sapphire Flame,Wraith,Infernus,Lady Geist,Grey Talon,Haze,Vindicta,McGinnis,Viscous,Shiv,Pocket,Seven,Bebop
6303649,The Amber Hand,Bebop,Wraith,Seven,Haze,Lash,Grey Talon,McGinnis,Mo & Krill,Infernus,Vindicta,Shiv,Abrams
6303650,The Sapphire Flame,Viscous,Grey Talon,Haze,Yamato,Wraith,Pocket,Lady Geist,Abrams,Paradox,Kelvin,Seven,Vindicta
6303651,The Sapphire Flame,Infernus,Lady Geist,Haze,Bebop,Mo & Krill,Grey Talon,Warden,Dynamo,Seven,Yamato,Wraith,Vindicta
6303652,The Amber Hand,Wraith,Ivy,Yamato,Grey Talon,Lady Geist,Infernus,Seven,Bebop,Haze,Paradox,Abrams,Vindicta
6303660,The Sapphire Flame,Ivy,Grey Talon,Wraith,Haze,Viscous,Shiv,Kelvin,Warden,Infernus,Seven,Vindicta,Mo & Krill
6303661,The Amber Hand,Bebop,Lady Geist,McGinnis,Kelvin,Haze,Seven,Vindicta,Viscous,Warden,Infernus,Ivy,Wraith
6303667,The Sapphire Flame,Grey Talon,Infernus,McGinnis,Ivy,Vindicta,Mo & Krill,Pocket,Kelvin,Wraith,Haze,Seven,Lady Geist
6303670,The Amber Hand,Abrams,Ivy,Haze,Yamato,Viscous,Seven,Infernus,Lady Geist,Warden,Vindicta,Wraith,Bebop
6303671,The Sapphire Flame,Bebop,Vindicta,Grey Talon,Warden,McGinnis,Infernus,Wraith,Yamato,Kelvin,Mo & Krill,Seven,Haze
6303674,The Amber Hand,Shiv,Warden,Abrams,Viscous,Pocket,McGinnis,Vindicta,Bebop,Mo & Krill,Ivy,Infernus,Seven
6303677,The Sapphire Flame,Abrams,Warden,McGinnis,Mo & Krill,Viscous,Vindicta,Haze,Seven,Bebop,Infernus,Wraith,Grey Talon
6303678,The Amber Hand,Vindicta,Bebop,Haze,Infernus,McGinnis,Warden,Yamato,Lady Geist,Wraith,Seven,Grey Talon,Dynamo
6303679,The Amber Hand,Ivy,Seven,Yamato,Warden,Vindicta,Infernus,Wraith,Grey Talon,Abrams,Haze,Bebop,Pocket
6303680,The Sapphire Flame,Seven,Bebop,Vindicta,Haze,Wraith,Infernus,Viscous,Lash,Lady Geist,Grey Talon,Yamato,Warden
6303681,The Sapphire Flame,Abrams,Mo & Krill,Wraith,Pocket,Bebop,Haze,Grey Talon,Lash,Viscous,Infernus,Vindicta,Seven
6303682,The Amber Hand,Wraith,Kelvin,Seven,Infernus,Bebop,Haze,Warden,Lash,Paradox,Abrams,Mo & Krill,Viscous
6303683,The Amber Hand,Lash,Lady Geist,Haze,Yamato,Wraith,Viscous,Infernus,Dynamo,McGinnis,Seven,Bebop,Warden
6303684,The Amber Hand,Infernus,Kelvin,Viscous,Lady Geist,Bebop,Mo & Krill,Wraith,McGinnis,Seven,Warden,Haze,Lash
6303685,The Amber Hand,Wraith,Grey Talon,Mo & Krill,Pocket,Warden,Vindicta,Seven,Infernus,Haze,McGinnis,Bebop,Shiv
6303686,The Amber Hand,Wraith,McGinnis,Viscous,Kelvin,Infernus,Grey Talon,Vindicta,Haze,Pocket,Dynamo,Bebop,Seven
6303687,The Sapphire Flame,Abrams,Grey Talon,Warden,Paradox,Vindicta,Haze,Bebop,Viscous,Seven,Pocket,Yamato,Wraith
6303692,The Amber Hand,Shiv,McGinnis,Infernus,Haze,Seven,Lash,Bebop,Viscous,Vindicta,Mo & Krill,Kelvin,Wraith
6303696,The Sapphire Flame,Pocket,Lady Geist,Shiv,Infernus,Wraith,Lash,McGinnis,Warden,Haze,Abrams,Vindicta,Seven
6303697,The Sapphire Flame,Abrams,Wraith,Ivy,Grey Talon,Haze,Vindicta,Seven,Dynamo,Kelvin,Bebop,Mo & Krill,Warden
6303707,The Amber Hand,Abrams,Mo & Krill,Haze,Grey Talon,Lash,Dynamo,Yamato,Vindicta,Pocket,Bebop,Seven,McGinnis
6303709,The Amber Hand,Ivy,Mo & Krill,Lady Geist,Haze,Grey Talon,Abrams,Wraith,Vindicta,McGinnis,Yamato,Seven,Bebop
6303710,The Amber Hand,Shiv,Vindicta,Seven,Wraith,Lady Geist,Infernus,Grey Talon,Dynamo,Haze,Lash,McGinnis,Bebop
6303711,The Sapphire Flame,Paradox,Warden,Lady Geist,Grey Talon,Haze,Mo & Krill,Kelvin,Seven,McGinnis,Bebop,Wraith,Infernus
6303712,The Sapphire Flame,Vindicta,Wraith,Bebop,Lady Geist,Seven,Warden,Ivy,Haze,Infernus,Pocket,Paradox,Dynamo
6303713,The Amber Hand,Vindicta,Seven,Paradox,Lady Geist,Pocket,Grey Talon,Dynamo,Viscous,Haze,Bebop,Abrams,Wraith
6303716,The Amber Hand,Haze,Wraith,Yamato,Infernus,Seven,Lash,Lady Geist,McGinnis,Mo & Krill,Grey Talon,Ivy,Vindicta
6303717,The Amber Hand,Viscous,Haze,Seven,Vindicta,Shiv,Pocket,Grey Talon,McGinnis,Wraith,Bebop,Paradox,Infernus
6303718,The Sapphire Flame,Vindicta,Paradox,Abrams,Viscous,McGinnis,Infernus,Lash,Bebop,Ivy,Warden,Kelvin,Seven
6303719,The Amber Hand,Infernus,Pocket,Haze,Shiv,Paradox,Wraith,Vindicta,Yamato,Seven,Kelvin,Grey Talon,Abrams
6303721,The Amber Hand,Vindicta,Haze,Lady Geist,Pocket,Viscous,Lash,Abrams,Infernus,Kelvin,Bebop,Wraith,Grey Talon
6303725,The Amber Hand,Wraith,Lady Geist,Viscous,Abrams,Seven,Bebop,Grey Talon,Vindicta,Paradox,Shiv,Kelvin,Haze
6303726,The Sapphire Flame,Seven,Bebop,Viscous,Ivy,Infernus,Wraith,Yamato,Vindicta,Haze,Dynamo,Mo & Krill,Warden
6303727,The Sapphire Flame,McGinnis,Ivy,Pocket,Haze,Seven,Vindicta,Lady Geist,Wraith,Yamato,Bebop,Dynamo,Infernus
6303728,The Amber Hand,McGinnis,Shiv,Haze,Grey Talon,Mo & Krill,Infernus,Wraith,Bebop,Paradox,Vindicta,Lash,Seven
6303730,The Amber Hand,McGinnis,Warden,Bebop,Pocket,Ivy,Lady Geist,Infernus,Dynamo,Grey Talon,Haze,Vindicta,Seven
6303731,The Sapphire Flame,Paradox,Seven,Haze,Grey Talon,Lady Geist,Infernus,Ivy,McGinnis,Bebop,Wraith,Pocket,Vindicta
6303732,The Sapphire Flame,Grey Talon,Haze,Warden,Wraith,Lady Geist,Yamato,Seven,McGinnis,Infernus,Vindicta,Bebop,Paradox
6303733,The Sapphire Flame,Bebop,Abrams,Infernus,Wraith,Vindicta,Seven,Haze,Mo & Krill,Lady Geist,Viscous,Pocket,Grey Talon
6303734,The Amber Hand,Seven,Pocket,Vindicta,Warden,Paradox,Haze,Kelvin,Bebop,Grey Talon,Yamato,Wraith,Infernus
6303735,The Sapphire Flame,Seven,Vindicta,Abrams,Kelvin,Viscous,McGinnis,Haze,Wraith,Yamato,Lash,Dynamo,Grey Talon
6303736,The Amber Hand,Grey Talon,Seven,McGinnis,Dynamo,Kelvin,Haze,Wraith,Infernus,Shiv,Abrams,Ivy,Mo & Krill
6303737,The Sapphire Flame,Yamato,Wraith,Bebop,Dynamo,Abrams,Infernus,McGinnis,Kelvin,Viscous,Vindicta,Haze,Seven
6303738,The Sapphire Flame,Haze,Lady Geist,Kelvin,Seven,Infernus,Abrams,Wraith,Bebop,Vindicta,Paradox,Grey Talon,McGinnis
6303739,The Amber Hand,Lash,Seven,Kelvin,Ivy,Haze,Bebop,Vindicta,Lady Geist,Wraith,Pocket,Grey Talon,McGinnis
6303742,The Amber Hand,Infernus,McGinnis,Abrams,Mo & Krill,Seven,Bebop,Viscous,Vindicta,Warden,Haze,Pocket,Wraith
6303744,The Amber Hand,Pocket,Seven,Vindicta,Infernus,Haze,Warden,Abrams,McGinnis,Viscous,Kelvin,Wraith,Dynamo
6303745,The Sapphire Flame,Infernus,McGinnis,Grey Talon,Ivy,Kelvin,Wraith,Bebop,Warden,Mo & Krill,Seven,Haze,Lash
6303746,The Amber Hand,Bebop,Wraith,Haze,Vindicta,Shiv,Seven,Infernus,Abrams,Ivy,Yamato,Grey Talon,Paradox
6303747,The Sapphire Flame,Kelvin,Bebop,Yamato,Warden,Shiv,Ivy,Haze,Viscous,Paradox,Abrams,McGinnis,Vindicta
6303748,The Sapphire Flame,Seven,Pocket,Paradox,McGinnis,Vindicta,Shiv,Ivy,Mo & Krill,Wraith,Abrams,Bebop,Infernus
6303750,The Amber Hand,Bebop,Pocket,Paradox,Wraith,Kelvin,Seven,Abrams,Infernus,Haze,Shiv,Lady Geist,Lash
6303754,The Sapphire Flame,Abrams,Infernus,Paradox,Wraith,Dynamo,Viscous,Kelvin,Pocket,Grey Talon,Haze,Shiv,Seven
6303755,The Sapphire Flame,Vindicta,Ivy,Wraith,Warden,Haze,Bebop,Viscous,Grey Talon,Seven,Abrams,McGinnis,Kelvin
6303765,The Sapphire Flame,Lash,Pocket,Bebop,Haze,Infernus,Ivy,Dynamo,Seven,Warden,Wraith,Paradox,Lady Geist
6303766,The Sapphire Flame,Ivy,Lash,Haze,Bebop,Infernus,Warden,Vindicta,Kelvin,Seven,Viscous,McGinnis,Paradox
6303768,The Sapphire Flame,Haze,Pocket,McGinnis,Infernus,Seven,Dynamo,Bebop,Grey Talon,Vindicta,Ivy,Lady Geist,Mo & Krill
6303769,The Amber Hand,McGinnis,Wraith,Seven,Shiv,Vindicta,Infernus,Haze,Lady Geist,Bebop,Dynamo,Pocket,Grey Talon
6303773,The Sapphire Flame,Wraith,Dynamo,Haze,Warden,Viscous,McGinnis,Shiv,Infernus,Seven,Paradox,Vindicta,Grey Talon
6303774,The Sapphire Flame,Paradox,Vindicta,Infernus,Grey Talon,Viscous,Bebop,Seven,McGinnis,Lady Geist,Wraith,Abrams,Mo & Krill
6303775,The Amber Hand,Dynamo,Viscous,Lady Geist,Vindicta,Kelvin,Infernus,Wraith,McGinnis,Haze,Lash,Pocket,Mo & Krill
6303776,The Amber Hand,Wraith,Paradox,Warden,Abrams,Haze,Lady Geist,Vindicta,Infernus,Bebop,Mo & Krill,Dynamo,Seven
6303780,The Amber Hand,Warden,Vindicta,Seven,Lash,Haze,Yamato,Infernus,Bebop,Shiv,Ivy,Abrams,Wraith
6303782,The Amber Hand,Grey Talon,Abrams,Seven,Pocket,Lash,McGinnis,Infernus,Wraith,Warden,Vindicta,Haze,Yamato
6303783,The Amber Hand,Bebop,Haze,Vindicta,Abrams,Yamato,Wraith,Lash,Grey Talon,Shiv,Warden,Seven,Lady Geist
6303784,The Sapphire Flame,Wraith,Infernus,Seven,Haze,Yamato,Paradox,Shiv,Lash,Vindicta,Grey Talon,Pocket,Warden
6303785,The Sapphire Flame,Ivy,Yamato,Vindicta,Infernus,Paradox,Wraith,Haze,Shiv,Warden,Seven,Abrams,Bebop
6303786,The Amber Hand,Wraith,Haze,Infernus,Vindicta,Seven,McGinnis,Viscous,Dynamo,Grey Talon,Bebop,Abrams,Lash
6303788,The Sapphire Flame,Ivy,Haze,McGinnis,Wraith,Kelvin,Yamato,Seven,Pocket,Dynamo,Infernus,Lash,Grey Talon
6303790,The Sapphire Flame,Seven,Mo & Krill,Ivy,Viscous,Abrams,Dynamo,Paradox,Pocket,McGinnis,Infernus,Haze,Vindicta
6303792,The Amber Hand,Mo & Krill,Seven,Dynamo,Lash,Yamato,Vindicta,Warden,Grey Talon,Ivy,Haze,Pocket,McGinnis
6303793,The Sapphire Flame,Pocket,Lash,McGinnis,Viscous,Haze,Ivy,Lady Geist,Seven,Vindicta,Infernus,Wraith,Dynamo
6303794,The Sapphire Flame,Haze,Viscous,Bebop,Kelvin,Grey Talon,Warden,Seven,Paradox,Abrams,Vindicta,Lady Geist,Yamato
6303796,The Sapphire Flame,Vindicta,Ivy,Lash,Kelvin,Seven,Pocket,Paradox,Shiv,Grey Talon,Bebop,Haze,Yamato
6303799,The Sapphire Flame,Yamato,Seven,Lady Geist,Haze,Infernus,Shiv,Vindicta,Grey Talon,Wraith,Dynamo,Viscous,McGinnis
6303800,The Amber Hand,Vindicta,Warden,McGinnis,Pocket,Viscous,Ivy,Haze,Seven,Bebop,Dynamo,Grey Talon,Yamato
6303801,The Amber Hand,Bebop,Wraith,Seven,Vindicta,Dynamo,Shiv,Paradox,Infernus,Viscous,Haze,Grey Talon,Yamato
6303804,The Sapphire Flame,Seven,Haze,Vindicta,Paradox,Grey Talon,Abrams,Wraith,Bebop,Warden,Viscous,Lady Geist,Infernus
6303806,The Amber Hand,Haze,Paradox,Wraith,Infernus,Ivy,Vindicta,Viscous,McGinnis,Dynamo,Seven,Yamato,Grey Talon
6303809,The Amber Hand,Mo & Krill,Lady Geist,Vindicta,Haze,Bebop,Paradox,Wraith,Abrams,McGinnis,Dynamo,Infernus,Seven
6303810,The Amber Hand,Grey Talon,McGinnis,Lady Geist,Bebop,Seven,Kelvin,Haze,Vindicta,Dynamo,Infernus,Wraith,Abrams
6303811,The Amber Hand,Dynamo,Bebop,Shiv,Viscous,Yamato,Seven,Grey Talon,Abrams,McGinnis,Wraith,Vindicta,Haze
6303812,The Sapphire Flame,McGinnis,Haze,Wraith,Kelvin,Abrams,Seven,Grey Talon,Vindicta,Lady Geist,Infernus,Bebop,Yamato
6303813,The Sapphire Flame,Dynamo,Lady Geist,Grey Talon,Haze,Lash,Bebop,Vindicta,McGinnis,Infernus,Seven,Shiv,Wraith
6303814,The Sapphire Flame,Seven,Haze,Vindicta,Wraith,Pocket,McGinnis,Lady Geist,Shiv,Grey Talon,Yamato,Warden,Bebop
6303816,The Sapphire Flame,Haze,Wraith,Abrams,Warden,Pocket,Seven,Yamato,Bebop,Lash,Mo & Krill,Vindicta,Infernus
6303820,The Sapphire Flame,Infernus,McGinnis,Dynamo,Bebop,Seven,Vindicta,Wraith,Ivy,Abrams,Yamato,Shiv,Haze
6303821,The Amber Hand,Seven,Kelvin,Bebop,McGinnis,Infernus,Wraith,Haze,Dynamo,Vindicta,Abrams,Grey Talon,Ivy
6303822,The Sapphire Flame,Lash,Haze,Infernus,Bebop,Mo & Krill,Pocket,Shiv,Seven,Ivy,Wraith,Grey Talon,Vindicta
6303823,The Sapphire Flame,Warden,Vindicta,Lady Geist,Yamato,Paradox,Wraith,Mo & Krill,Pocket,Haze,Seven,Infernus,Bebop
6303824,The Amber Hand,Ivy,Lash,Infernus,Warden,Paradox,Pocket,Wraith,Seven,Yamato,Lady Geist,Grey Talon,Haze
6303828,The Sapphire Flame,Infernus,Bebop,Kelvin,McGinnis,Viscous,Mo & Krill,Dynamo,Lady Geist,Ivy,Seven,Haze,Vindicta
6303829,The Sapphire Flame,Shiv,Lady Geist,Infernus,Grey Talon,Yamato,Vindicta,Abrams,Wraith,Haze,Kelvin,Dynamo,Viscous
6303830,The Amber Hand,Dynamo,Lady Geist,Haze,Yamato,Grey Talon,Abrams,Paradox,Vindicta,Ivy,Seven,Mo & Krill,Wraith
6303835,The Sapphire Flame,Shiv,Grey Talon,Warden,McGinnis,Haze,Paradox,Seven,Abrams,Infernus,Dynamo,Pocket,Bebop
6303836,The Amber Hand,Seven,Abrams,Wraith,Lash,McGinnis,Haze,Grey Talon,Pocket,Warden,Bebop,Viscous,Lady Geist
6303837,The Amber Hand,Lady Geist,Seven,Abrams,Wraith,Pocket,Haze,Yamato,Infernus,Vindicta,Kelvin,Grey Talon,Viscous
6303841,The Sapphire Flame,Lady Geist,Pocket,Yamato,Paradox,Vindicta,Wraith,Shiv,Infernus,Seven,Abrams,Dynamo,Haze
6303842,The Amber Hand,Kelvin,Abrams,Vindicta,Lady Geist,Haze,Infernus,Seven,Bebop,Yamato,Lash,Wraith,Mo & Krill
6303843,The Sapphire Flame,Haze,Paradox,Bebop,Dynamo,Lash,Pocket,Viscous,Shiv,Lady Geist,Grey Talon,Kelvin,Seven
6303848,The Amber Hand,Seven,Kelvin,Yamato,Wraith,Dynamo,Abrams,Paradox,McGinnis,Bebop,Vindicta,Infernus,Ivy
6303850,The Amber Hand,Dynamo,Grey Talon,Seven,Bebop,Haze,Lady Geist,McGinnis,Shiv,Infernus,Yamato,Wraith,Vindicta
6303851,The Sapphire Flame,Bebop,Viscous,Shiv,Ivy,Haze,Infernus,Dynamo,Mo & Krill,Seven,Vindicta,Wraith,Paradox
6303852,The Sapphire Flame,Yamato,Abrams,Paradox,McGinnis,Warden,Wraith,Seven,Grey Talon,Vindicta,Bebop,Lady Geist,Dynamo
6303853,The Amber Hand,Bebop,McGinnis,Seven,Grey Talon,Infernus,Dynamo,Shiv,Wraith,Haze,Vindicta,Warden,Kelvin
6303854,The Sapphire Flame,Ivy,Yamato,Haze,Wraith,McGinnis,Abrams,Seven,Infernus,Grey Talon,Vindicta,Shiv,Dynamo
6303858,The Sapphire Flame,Wraith,Paradox,Kelvin,Vindicta,Infernus,Seven,Lash,Haze,McGinnis,Abrams,Warden,Bebop
6303859,The Amber Hand,McGinnis,Haze,Shiv,Pocket,Ivy,Seven,Lash,Wraith,Paradox,Bebop,Vindicta,Grey Talon
6303861,The Sapphire Flame,McGinnis,Yamato,Haze,Kelvin,Lash,Abrams,Grey Talon,Pocket,Paradox,Viscous,Vindicta,Seven
6303862,The Amber Hand,Shiv,Dynamo,Pocket,McGinnis,Vindicta,Lash,Haze,Lady Geist,Wraith,Kelvin,Seven,Bebop
6303863,The Sapphire Flame,Shiv,Vindicta,Dynamo,Mo & Krill,Yamato,Wraith,Ivy,Pocket,Grey Talon,Bebop,Kelvin,Infernus
6303864,The Amber Hand,Kelvin,Seven,Abrams,Infernus,Paradox,McGinnis,Haze,Yamato,Bebop,Grey Talon,Ivy,Shiv
6303866,The Amber Hand,Vindicta,Infernus,Grey Talon,Wraith,Abrams,Shiv,Bebop,Kelvin,Lady Geist,McGinnis,Haze,Seven
6303867,The Sapphire Flame,Bebop,Ivy,Wraith,Dynamo,Abrams,Paradox,Pocket,Vindicta,Infernus,Grey Talon,Seven,McGinnis
