matchid,winner,hero_1_A,hero_2_A,hero_3_A,hero_4_A,hero_5_A,hero_6_A,hero_1_B,hero_2_B,hero_3_B,hero_4_B,hero_5_B,hero_6_B
5811803,The Amber Hand,Infernus,Wraith,Seven,Ivy,Dynamo,Haze,Kelvin,McGinnis,Bebop,Warden,Vindicta,Lash
5811804,The Amber Hand,Haze,Grey Talon,Warden,Pocket,Viscous,Lady Geist,Seven,Shiv,Vindicta,Bebop,Paradox,Infernus
5811807,The Amber Hand,Lady Geist,Seven,Haze,Viscous,Yamato,Grey Talon,Vindicta,Shiv,Lash,Pocket,Paradox,Infernus
5811808,The Sapphire Flame,Seven,Haze,Paradox,Dynamo,Lady Geist,Bebop,Yamato,Mo & Krill,Pocket,Grey Talon,Ivy,Abrams
5811809,The Sapphire Flame,Ivy,Kelvin,Bebop,Lady Geist,Vindicta,Mo & Krill,Viscous,Grey Talon,Lash,Haze,Pocket,Wraith
5811810,The Sapphire Flame,Seven,McGinnis,Dynamo,Bebop,Pocket,Abrams,Mo & Krill,Warden,Infernus,Wraith,Lady Geist,Haze
5811811,The Amber Hand,Grey Talon,McGinnis,Kelvin,Infernus,Yamato,Dynamo,Lash,Warden,Seven,Bebop,Abrams,Haze
5811812,The Sapphire Flame,Shiv,Pocket,Lady Geist,Grey Talon,Wraith,Haze,Seven,Ivy,Vindicta,Warden,McGinnis,Paradox
5811815,The Sapphire Flame,Yamato,Vindicta,Lash,Dynamo,McGinnis,Haze,Shiv,Mo & Krill,Seven,Ivy,Wraith,Infernus
5811819,The Amber Hand,Seven,Abrams,Bebop,Haze,Lash,Wraith,Dynamo,Lady Geist,Yamato,McGinnis,Infernus,Shiv
5811828,The Amber Hand,McGinnis,Paradox,Seven,Haze,Vindicta,Kelvin,Grey Talon,Viscous,Dynamo,Wraith,Shiv,Pocket
5811829,The Amber Hand,Wraith,Haze,Bebop,Warden,Seven,Kelvin,Shiv,Mo & Krill,Paradox,Viscous,Grey Talon,McGinnis
5811830,The Sapphire Flame,Kelvin,Haze,Wraith,Lash,Paradox,Seven,Bebop,McGinnis,Yamato,Dynamo,Abrams,Grey Talon
5811831,The Sapphire Flame,Bebop,Kelvin,Haze,Infernus,Wraith,Yamato,McGinnis,Seven,Warden,Ivy,Lady Geist,Grey Talon
5811832,The Amber Hand,Viscous,Grey Talon,Abrams,Warden,Haze,Infernus,Ivy,Lady Geist,Dynamo,Lash,Bebop,Seven
5811833,The Amber Hand,Ivy,Yamato,Haze,Grey Talon,Pocket,Bebop,Vindicta,Infernus,Mo & Krill,Seven,Kelvin,Wraith
5811834,The Amber Hand,Haze,Seven,Lady Geist,Viscous,Abrams,Lash,Dynamo,Kelvin,Grey Talon,Pocket,Warden,Vindicta
5811835,The Amber Hand,Paradox,Warden,Seven,Ivy,Haze,Vindicta,Shiv,Infernus,Lady Geist,Kelvin,McGinnis,Grey Talon
5811836,The Sapphire Flame,Infernus,Warden,Seven,Shiv,McGinnis,Pocket,Paradox,Kelvin,Haze,Abrams,Vindicta,Ivy
5811837,The Sapphire Flame,Warden,Seven,Grey Talon,Abrams,Bebop,Viscous,Vindicta,Yamato,Paradox,Infernus,Wraith,Haze
5811838,The Sapphire Flame,Abrams,Paradox,Grey Talon,Kelvin,Bebop,Dynamo,Vindicta,Ivy,McGinnis,Haze,Infernus,Seven
5811841,The Sapphire Flame,Infernus,Bebop,Seven,Lash,Wraith,Yamato,Ivy,Viscous,Haze,Vindicta,Lady Geist,Grey Talon
5811842,The Amber Hand,Bebop,Lady Geist,Lash,Mo & Krill,Haze,Seven,Grey Talon,Wraith,Infernus,Shiv,Ivy,McGinnis
5811844,The Sapphire Flame,Viscous,Wraith,Kelvin,Haze,Bebop,Seven,Abrams,Warden,Paradox,Pocket,Infernus,Vindicta
5811846,The Amber Hand,Dynamo,Abrams,Lady Geist,Bebop,Warden,Seven,Haze,Viscous,McGinnis,Lash,Paradox,Grey Talon
5811848,The Amber Hand,Paradox,Haze,Grey Talon,Seven,Shiv,Pocket,Yamato,Kelvin,Lady Geist,Abrams,Wraith,Infernus
5811860,The Sapphire Flame,Ivy,Shiv,Infernus,Wraith,Lash,Grey Talon,Vindicta,McGinnis,Dynamo,Lady Geist,Seven,Viscous
5811861,The Amber Hand,Mo & Krill,McGinnis,Dynamo,Yamato,Vindicta,Haze,Warden,Abrams,Infernus,Bebop,Grey Talon,Ivy
5811862,The Amber Hand,Yamato,Seven,Bebop,Infernus,Lady Geist,Grey Talon,Haze,Wraith,Lash,Kelvin,Vindicta,Pocket
5811864,The Amber Hand,Abrams,Vindicta,Grey Talon,Mo & Krill,Haze,Seven,Infernus,Yamato,McGinnis,Ivy,Wraith,Bebop
5811869,The Sapphire Flame,Haze,Abrams,Vindicta,Paradox,Grey Talon,Kelvin,Lady Geist,Seven,Wraith,Infernus,Mo & Krill,McGinnis
5811870,The Sapphire Flame,Vindicta,Ivy,Wraith,Kelvin,Bebop,Infernus,Haze,Abrams,Yamato,Seven,Lash,McGinnis
5811874,The Amber Hand,Mo & Krill,Abrams,Haze,Pocket,Vindicta,McGinnis,Seven,Paradox,Wraith,Warden,Dynamo,Ivy
5811875,The Sapphire Flame,Wraith,Bebop,Pocket,McGinnis,Lash,Warden,Seven,Mo & Krill,Kelvin,Ivy,Infernus,Haze
5811878,The Amber Hand,Ivy,McGinnis,Wraith,Seven,Warden,Paradox,Bebop,Vindicta,Viscous,Shiv,Infernus,Haze
5811881,The Sapphire Flame,Yamato,Bebop,Wraith,Pocket,Haze,Shiv,Abrams,Warden,Lash,Seven,Lady Geist,Infernus
5811882,The Amber Hand,Vindicta,Grey Talon,Wraith,Shiv,Seven,Warden,Ivy,Yamato,Lady Geist,Haze,Lash,Paradox
5811883,The Sapphire Flame,McGinnis,Viscous,Bebop,Grey Talon,Haze,Infernus,Ivy,Vindicta,Mo & Krill,Warden,Kelvin,Seven
5811884,The Sapphire Flame,Pocket,Kelvin,Grey Talon,Mo & Krill,Infernus,Viscous,Abrams,Wraith,Bebop,Seven,Dynamo,McGinnis
5811885,The Amber Hand,Viscous,Pocket,Vindicta,Shiv,Yamato,Kelvin,Haze,Seven,Wraith,Dynamo,Infernus,Bebop
5811891,The Amber Hand,Haze,Seven,Bebop,Dynamo,Wraith,Kelvin,Ivy,Grey Talon,Mo & Krill,Infernus,Vindicta,Pocket
5811892,The Amber Hand,Pocket,Wraith,Dynamo,Haze,Infernus,Seven,Yamato,Paradox,McGinnis,Warden,Lady Geist,Vindicta
5811893,The Amber Hand,Seven,Infernus,McGinnis,Lady Geist,Lash,Wraith,Haze,Pocket,Yamato,Shiv,Warden,Bebop
5811898,The Amber Hand,Lady Geist,Viscous,McGinnis,Grey Talon,Seven,Warden,Abrams,Vindicta,Wraith,Infernus,Yamato,Haze
5811899,The Sapphire Flame,Lady Geist,Bebop,Haze,Vindicta,Viscous,Seven,Wraith,Infernus,Paradox,Dynamo,Grey Talon,Warden
5811901,The Sapphire Flame,Haze,Infernus,Bebop,Kelvin,Pocket,Yamato,Warden,Abrams,Grey Talon,Viscous,Seven,Wraith
5811902,The Sapphire Flame,Bebop,Lash,Abrams,Dynamo,Seven,Haze,Vindicta,Wraith,Yamato,Grey Talon,Infernus,Lady Geist
5811903,The Amber Hand,Vindicta,Kelvin,Bebop,Haze,McGinnis,Wraith,Lady Geist,Abrams,Lash,Infernus,Warden,Seven
5811904,The Amber Hand,Abrams,Warden,Infernus,Wraith,Lash,Ivy,Shiv,Grey Talon,Vindicta,Haze,Yamato,Bebop
5811905,The Sapphire Flame,Lash,Lady Geist,Seven,Vindicta,Wraith,Warden,Paradox,Kelvin,Pocket,Shiv,Ivy,Yamato
5811906,The Amber Hand,Pocket,Haze,Grey Talon,Warden,Dynamo,Vindicta,McGinnis,Bebop,Kelvin,Paradox,Wraith,Ivy
5811908,The Amber Hand,Seven,Mo & Krill,Yamato,Dynamo,Grey Talon,Abrams,Warden,McGinnis,Infernus,Haze,Kelvin,Wraith
5811916,The Amber Hand,Warden,Seven,Ivy,Infernus,Bebop,Vindicta,Abrams,Kelvin,Shiv,Wraith,Dynamo,Grey Talon
5811923,The Amber Hand,Kelvin,Viscous,McGinnis,Haze,Lash,Infernus,Vindicta,Grey Talon,Paradox,Wraith,Bebop,Seven
5811925,The Sapphire Flame,Infernus,Haze,McGinnis,Kelvin,Paradox,Vindicta,Grey Talon,Wraith,Seven,Bebop,Shiv,Abrams
5811926,The Sapphire Flame,Dynamo,Seven,Lady Geist,Viscous,Ivy,Grey Talon,Paradox,Abrams,Haze,Infernus,Vindicta,Kelvin
5811927,The Amber Hand,Paradox,Ivy,McGinnis,Vindicta,Mo & Krill,Yamato,Infernus,Abrams,Shiv,Warden,Seven,Pocket
5811928,The Sapphire Flame,Ivy,Viscous,Mo & Krill,Abrams,Infernus,Vindicta,Lash,Lady Geist,Warden,Bebop,Seven,Shiv
5811931,The Amber Hand,Grey Talon,Yamato,Abrams,Lady Geist,Seven,Mo & Krill,Bebop,McGinnis,Warden,Haze,Infernus,Viscous
5811932,The Sapphire Flame,Lady Geist,Grey Talon,Infernus,Haze,Dynamo,Vindicta,Ivy,Yamato,Kelvin,Wraith,McGinnis,Seven
5811933,The Sapphire Flame,Grey Talon,Bebop,Vindicta,Dynamo,Mo & Krill,Seven,Haze,Shiv,Yamato,Wraith,Infernus,Pocket
5811938,The Sapphire Flame,Dynamo,Wraith,Vindicta,Bebop,Seven,Paradox,Ivy,Kelvin,Grey Talon,Haze,Viscous,McGinnis
5811943,The Sapphire Flame,Haze,Infernus,Wraith,Bebop,Grey Talon,Vindicta,McGinnis,Pocket,Shiv,Yamato,Warden,Lash
5811947,The Amber Hand,Grey Talon,Lady Geist,Viscous,Abrams,Seven,Dynamo,Infernus,Lash,Haze,Kelvin,Pocket,Wraith
5811948,The Sapphire Flame,Seven,Ivy,Mo & Krill,Bebop,Abrams,Shiv,Lash,Yamato,Infernus,Pocket,Wraith,Haze
5811949,The Amber Hand,Yamato,Lady Geist,Wraith,Bebop,Seven,Grey Talon,Viscous,Shiv,Lash,Vindicta,Infernus,Haze
5811953,The Sapphire Flame,Grey Talon,Lady Geist,Warden,Vindicta,Viscous,Lash,Infernus,Mo & Krill,Haze,Kelvin,Seven,Pocket
5811957,The Sapphire Flame,Vindicta,McGinnis,Wraith,Shiv,Warden,Bebop,Infernus,Abrams,Seven,Yamato,Lady Geist,Paradox
5811958,The Sapphire Flame,Kelvin,Seven,Grey Talon,McGinnis,Yamato,Infernus,Warden,Lady Geist,Wraith,Mo & Krill,Vindicta,Haze
5811961,The Sapphire Flame,Lash,Haze,Vindicta,Seven,Ivy,Warden,Grey Talon,Kelvin,Wraith,Abrams,McGinnis,Bebop
5811962,The Amber Hand,Mo & Krill,Seven,Viscous,Wraith,Haze,Yamato,Bebop,Pocket,Paradox,McGinnis,Lash,Infernus
5811963,The Sapphire Flame,Wraith,Lash,Viscous,Vindicta,Infernus,Haze,Shiv,Mo & Krill,Kelvin,Seven,Bebop,McGinnis
5811968,The Sapphire Flame,Kelvin,Yamato,Dynamo,McGinnis,Grey Talon,Seven,Viscous,Mo & Krill,Paradox,Shiv,Warden,Abrams
5811969,The Sapphire Flame,Haze,Shiv,Infernus,Warden,Vindicta,Abrams,Seven,McGinnis,Grey Talon,Wraith,Lady Geist,Bebop
5811971,The Amber Hand,Infernus,Ivy,Viscous,Haze,Paradox,Dynamo,Pocket,Seven,Grey Talon,Vindicta,Wraith,McGinnis
5811972,The Sapphire Flame,Mo & Krill,McGinnis,Viscous,Vindicta,Bebop,Infernus,Pocket,Paradox,Seven,Wraith,Lady Geist,Haze
5811974,The Sapphire Flame,Warden,Vindicta,Lady Geist,Paradox,Seven,Mo & Krill,Grey Talon,Abrams,Shiv,Infernus,Haze,McGinnis
5811976,The Amber Hand,Mo & Krill,Seven,Lash,Viscous,Infernus,Kelvin,Haze,Shiv,Wraith,McGinnis,Warden,Dynamo
5811977,The Amber Hand,Grey Talon,Seven,Infernus,Wraith,Ivy,Lash,Vindicta,Yamato,Mo & Krill,Haze,Dynamo,Pocket
5811980,The Sapphire Flame,Vindicta,Bebop,Grey Talon,Haze,Kelvin,Paradox,Infernus,Wraith,Seven,Pocket,McGinnis,Lady Geist
5811981,The Amber Hand,Lady Geist,Shiv,Wraith,Warden,Paradox,McGinnis,Grey Talon,Kelvin,Yamato,Infernus,Vindicta,Seven
5811987,The Sapphire Flame,Seven,Grey Talon,Shiv,Lash,Paradox,McGinnis,Yamato,Haze,Pocket,Dynamo,Infernus,Warden
5811988,The Sapphire Flame,Abrams,Infernus,Pocket,Vindicta,Grey Talon,Bebop,Viscous,Shiv,Seven,Wraith,Haze,Lash
5811989,The Amber Hand,Lady Geist,Haze,Wraith,Vindicta,Seven,Kelvin,Abrams,Shiv,Yamato,Viscous,Lash,Grey Talon
5811990,The Amber Hand,Lady Geist,Wraith,Seven,Pocket,Shiv,McGinnis,Lash,Bebop,Yamato,Infernus,Haze,Warden
5811991,The Sapphire Flame,Vindicta,Ivy,McGinnis,Abrams,Lady Geist,Wraith,Infernus,Dynamo,Kelvin,Haze,Seven,Yamato
5811994,The Amber Hand,Yamato,Bebop,Abrams,Infernus,Pocket,Wraith,Haze,Shiv,McGinnis,Mo & Krill,Vindicta,Lady Geist
5811995,The Amber Hand,Bebop,Lady Geist,Wraith,Infernus,Lash,Ivy,Grey Talon,Pocket,Vindicta,Seven,Viscous,Haze
5811999,The Sapphire Flame,Haze,Kelvin,Seven,Vindicta,Bebop,Warden,Shiv,Yamato,Lady Geist,McGinnis,Infernus,Paradox
5812002,The Sapphire Flame,Seven,Infernus,Kelvin,Bebop,Warden,Wraith,Abrams,Lady Geist,Yamato,Dynamo,McGinnis,Vindicta
5812003,The Amber Hand,Seven,Haze,Lady Geist,Mo & Krill,Vindicta,Ivy,Kelvin,Infernus,Paradox,Viscous,Wraith,Dynamo
5812006,The Sapphire Flame,Kelvin,Infernus,Lash,Paradox,Grey Talon,Abrams,Seven,Wraith,Bebop,Dynamo,Haze,McGinnis
5812007,The Sapphire Flame,Seven,Shiv,Dynamo,Haze,Grey Talon,Abrams,Paradox,Infernus,Wraith,Mo & Krill,Vindicta,Lash
5812008,The Sapphire Flame,Paradox,Seven,Grey Talon,Abrams,Viscous,Vindicta,Bebop,Infernus,Lady Geist,Yamato,Shiv,Ivy
5812013,The Sapphire Flame,Pocket,Infernus,Dynamo,McGinnis,Wraith,Abrams,Paradox,Mo & Krill,Kelvin,Vindicta,Seven,Shiv
5812014,The Sapphire Flame,Paradox,Ivy,Yamato,McGinnis,Infernus,Vindicta,Haze,Seven,Wraith,Abrams,Bebop,Kelvin
5812015,The Amber Hand,Bebop,Yamato,Grey Talon,Viscous,Abrams,Shiv,Mo & Krill,Ivy,Wraith,Haze,Pocket,Kelvin
5812017,The Sapphire Flame,Abrams,Viscous,Haze,Lash,Shiv,Mo & Krill,Vindicta,Infernus,Wraith,Pocket,Kelvin,Dynamo
5812018,The Sapphire Flame,Mo & Krill,Wraith,Infernus,Pocket,Dynamo,Paradox,Lady Geist,Haze,Seven,Vindicta,Abrams,Warden
5812019,The Sapphire Flame,Wraith,Viscous,Pocket,Mo & Krill,Warden,Ivy,Haze,Abrams,Lady Geist,Seven,Shiv,Infernus
5812020,The Sapphire Flame,McGinnis,Dynamo,Ivy,Haze,Shiv,Viscous,Paradox,Mo & Krill,Wraith,Bebop,Grey Talon,Kelvin
5812021,The Amber Hand,Lady Geist,Vindicta,Paradox,McGinnis,Seven,Warden,Haze,Lash,Pocket,Shiv,Viscous,Yamato
5812022,The Amber Hand,Wraith,Grey Talon,Lash,Seven,Warden,Infernus,Viscous,Dynamo,Bebop,Lady Geist,Haze,McGinnis
5812023,The Amber Hand,Yamato,McGinnis,Bebop,Seven,Infernus,Dynamo,Ivy,Haze,Pocket,Mo & Krill,Warden,Lash
5812024,The Amber Hand,Bebop,Dynamo,McGinnis,Haze,Paradox,Vindicta,Kelvin,Lash,Wraith,Seven,Grey Talon,Warden
5812025,The Sapphire Flame,Dynamo,Lady Geist,Vindicta,Mo & Krill,Haze,Paradox,Warden,Seven,Kelvin,Ivy,Pocket,McGinnis
5812026,The Sapphire Flame,Kelvin,Infernus,Bebop,Vindicta,Grey Talon,Dynamo,Ivy,Haze,Lady Geist,McGinnis,Wraith,Abrams
5812029,The Amber Hand,Haze,Seven,Paradox,Bebop,Grey Talon,Infernus,Shiv,Viscous,Pocket,Kelvin,Abrams,Vindicta
5812030,The Amber Hand,Seven,Infernus,Viscous,Abrams,Grey Talon,Ivy,Pocket,Lash,Vindicta,Haze,Wraith,Warden
5812031,The Amber Hand,Shiv,McGinnis,Vindicta,Lash,Dynamo,Wraith,Kelvin,Bebop,Seven,Pocket,Infernus,Haze
5812032,The Amber Hand,Lady Geist,Kelvin,Viscous,Dynamo,Bebop,Seven,Abrams,Pocket,McGinnis,Shiv,Vindicta,Ivy
5812033,The Sapphire Flame,Kelvin,Grey Talon,Warden,Wraith,Viscous,Paradox,Seven,Shiv,Pocket,McGinnis,Haze,Bebop
5812034,The Amber Hand,Infernus,Kelvin,Warden,Abrams,McGinnis,Grey Talon,Yamato,Bebop,Vindicta,Seven,Pocket,Ivy
5812035,The Sapphire Flame,Bebop,Mo & Krill,Viscous,Lash,Dynamo,Seven,Pocket,Shiv,McGinnis,Vindicta,Haze,Paradox
5812039,The Amber Hand,Haze,Seven,Paradox,Kelvin,Infernus,Shiv,Lash,Wraith,Lady Geist,Warden,Dynamo,McGinnis
5812040,The Amber Hand,Bebop,Pocket,Abrams,Lash,Ivy,Haze,Vindicta,Seven,Dynamo,Lady Geist,Infernus,Wraith
5812041,The Amber Hand,Abrams,Grey Talon,Paradox,Haze,McGinnis,Infernus,Yamato,Vindicta,Wraith,Bebop,Dynamo,Seven
5812042,The Amber Hand,Vindicta,Lash,Viscous,Abrams,Grey Talon,Seven,McGinnis,Dynamo,Haze,Infernus,Shiv,Lady Geist
5812043,The Sapphire Flame,Wraith,Lash,Yamato,Bebop,Grey Talon,Lady Geist,Seven,Infernus,Pocket,Abrams,Vindicta,Haze
5812050,The Amber Hand,Wraith,Vindicta,Yamato,Seven,Abrams,Grey Talon,Warden,McGinnis,Kelvin,Mo & Krill,Infernus,Bebop
5812052,The Sapphire Flame,Seven,Infernus,Wraith,Paradox,Vindicta,Bebop,Yamato,Lady Geist,Haze,Ivy,Lash,Kelvin
5812056,The Sapphire Flame,Abrams,Pocket,Vindicta,Haze,Bebop,Wraith,Seven,Paradox,McGinnis,Shiv,Viscous,Yamato
5812058,The Sapphire Flame,Viscous,Grey Talon,McGinnis,Bebop,Ivy,Wraith,Haze,Paradox,Lash,Seven,Lady Geist,Vindicta
5812059,The Amber Hand,Seven,Infernus,McGinnis,Abrams,Haze,Kelvin,Pocket,Grey Talon,Vindicta,Warden,Dynamo,Mo & Krill
5812065,The Amber Hand,Infernus,Wraith,Paradox,Haze,Seven,Abrams,Pocket,McGinnis,Yamato,Bebop,Shiv,Vindicta
5812067,The Sapphire Flame,Seven,Bebop,Infernus,Vindicta,Grey Talon,Abrams,Mo & Krill,Warden,Viscous,Lady Geist,Kelvin,Wraith
5812078,The Amber Hand,Seven,Abrams,Wraith,Kelvin,Shiv,Mo & Krill,Bebop,Pocket,Ivy,Haze,Viscous,Infernus
5812079,The Sapphire Flame,Pocket,Warden,Viscous,Paradox,Seven,Bebop,Mo & Krill,Haze,Lady Geist,McGinnis,Infernus,Dynamo
5812081,The Amber Hand,Seven,Wraith,Lash,Haze,Ivy,Kelvin,Bebop,Pocket,Vindicta,Yamato,Shiv,Warden
5812082,The Sapphire Flame,Warden,Lash,Wraith,Dynamo,Bebop,Lady Geist,Seven,Kelvin,Grey Talon,Abrams,Vindicta,Infernus
5812083,The Sapphire Flame,Lash,Haze,Viscous,Vindicta,Grey Talon,McGinnis,Kelvin,Infernus,Seven,Shiv,Warden,Abrams
5812084,The Amber Hand,Seven,Vindicta,Lady Geist,Abrams,Bebop,Grey Talon,Infernus,Haze,Yamato,McGinnis,Lash,Warden
5812087,The Amber Hand,Bebop,Kelvin,Pocket,Haze,Ivy,Grey Talon,Infernus,Vindicta,Wraith,Seven,Abrams,Yamato
5812096,The Amber Hand,Kelvin,Shiv,Paradox,Vindicta,Grey Talon,Bebop,Wraith,Warden,Mo & Krill,Seven,Abrams,Infernus
5812098,The Amber Hand,Pocket,Kelvin,Yamato,Grey Talon,Seven,Infernus,Viscous,Warden,Lady Geist,Shiv,McGinnis,Wraith
5812100,The Amber Hand,Grey Talon,Infernus,Paradox,Shiv,Pocket,McGinnis,Haze,Abrams,Wraith,Seven,Warden,Vindicta
5812108,The Amber Hand,Viscous,Ivy,Vindicta,Haze,Warden,Wraith,Bebop,Kelvin,Shiv,Pocket,Grey Talon,Seven
5812114,The Sapphire Flame,Ivy,Seven,Infernus,Wraith,Haze,Lady Geist,Pocket,Lash,Abrams,Warden,Vindicta,Paradox
5812117,The Sapphire Flame,Lash,McGinnis,Infernus,Wraith,Kelvin,Vindicta,Seven,Bebop,Warden,Abrams,Paradox,Viscous
5812122,The Amber Hand,Kelvin,Paradox,Viscous,Infernus,Wraith,McGinnis,Lady Geist,Shiv,Dynamo,Warden,Mo & Krill,Pocket
5812123,The Amber Hand,Haze,Abrams,Seven,Vindicta,Kelvin,Lady Geist,Mo & Krill,McGinnis,Viscous,Warden,Bebop,Dynamo
5812124,The Sapphire Flame,Ivy,Wraith,Bebop,Warden,Kelvin,Mo & Krill,Seven,Haze,Paradox,Lash,Viscous,Shiv
5812125,The Amber Hand,Haze,McGinnis,Paradox,Mo & Krill,Abrams,Wraith,Lady Geist,Seven,Grey Talon,Infernus,Yamato,Vindicta
5812126,The Sapphire Flame,Abrams,Wraith,Lash,Yamato,Ivy,Infernus,Bebop,Mo & Krill,Kelvin,Haze,Vindicta,Seven
5812127,The Sapphire Flame,Ivy,Viscous,Lash,Vindicta,Wraith,Lady Geist,Infernus,Haze,Shiv,Bebop,Pocket,Seven
5812129,The Amber Hand,Viscous,Seven,Paradox,Infernus,McGinnis,Abrams,Lady Geist,Haze,Grey Talon,Kelvin,Bebop,Vindicta
5812130,The Amber Hand,Grey Talon,Haze,Infernus,Seven,Wraith,Abrams,Mo & Krill,Shiv,Pocket,Dynamo,Warden,Vindicta
5812131,The Amber Hand,Abrams,Bebop,Seven,Wraith,Warden,Infernus,Grey Talon,Paradox,Haze,Yamato,Vindicta,Lady Geist
5812132,The Amber Hand,Shiv,McGinnis,Seven,Infernus,Pocket,Viscous,Paradox,Abrams,Haze,Wraith,Vindicta,Bebop
5812133,The Sapphire Flame,Vindicta,Abrams,Bebop,Wraith,Infernus,Shiv,Haze,Dynamo,Yamato,McGinnis,Grey Talon,Seven
5812142,The Sapphire Flame,Infernus,Kelvin,Mo & Krill,Grey Talon,Viscous,Lash,Shiv,Seven,Haze,Yamato,Warden,Vindicta
5812144,The Sapphire Flame,Infernus,Wraith,Warden,Dynamo,Abrams,Ivy,Lash,McGinnis,Seven,Haze,Vindicta,Bebop
5812153,The Amber Hand,Seven,Grey Talon,Bebop,Shiv,Vindicta,Abrams,Wraith,Paradox,Haze,Viscous,Warden,Lady Geist
5812154,The Sapphire Flame,Haze,Seven,Lady Geist,Vindicta,Infernus,Yamato,Viscous,Dynamo,Warden,Abrams,McGinnis,Grey Talon
5812155,The Sapphire Flame,Kelvin,Dynamo,Pocket,Wraith,Seven,Vindicta,Haze,Warden,Shiv,Bebop,Infernus,Yamato
5812156,The Sapphire Flame,Infernus,Warden,Ivy,Viscous,Vindicta,Yamato,McGinnis,Kelvin,Shiv,Seven,Lady Geist,Dynamo
5812157,The Amber Hand,Kelvin,Pocket,Grey Talon,Paradox,Viscous,Abrams,Mo & Krill,Wraith,McGinnis,Vindicta,Infernus,Seven
5812161,The Amber Hand,Dynamo,Warden,Bebop,Haze,Yamato,Seven,Pocket,Infernus,Ivy,Wraith,Vindicta,Grey Talon
5812162,The Amber Hand,Grey Talon,Kelvin,McGinnis,Abrams,Seven,Lady Geist,Bebop,Dynamo,Warden,Vindicta,Haze,Infernus
5812163,The Sapphire Flame,Wraith,Mo & Krill,Vindicta,Pocket,Shiv,Viscous,Bebop,Seven,Dynamo,Abrams,Warden,Infernus
5812164,The Amber Hand,Wraith,Ivy,Lash,Vindicta,Grey Talon,Infernus,Seven,McGinnis,Warden,Bebop,Haze,Shiv
5812165,The Amber Hand,Paradox,Haze,Lash,Yamato,Grey Talon,Pocket,Lady Geist,Vindicta,Infernus,McGinnis,Kelvin,Seven
5812168,The Amber Hand,Warden,Shiv,Vindicta,Lash,Bebop,Seven,Kelvin,Paradox,Lady Geist,Infernus,McGinnis,Wraith
5812169,The Amber Hand,Yamato,Warden,Lash,Seven,Viscous,Haze,Vindicta,Wraith,Lady Geist,McGinnis,Bebop,Infernus
5812170,The Amber Hand,Warden,Mo & Krill,Vindicta,Lady Geist,Yamato,Infernus,Viscous,Lash,Grey Talon,Ivy,Wraith,Haze
5812171,The Sapphire Flame,Vindicta,Infernus,Dynamo,McGinnis,Bebop,Lash,Shiv,Lady Geist,Seven,Haze,Ivy,Grey Talon
5812172,The Sapphire Flame,Pocket,Wraith,Lash,Haze,Warden,Infernus,Bebop,Seven,Shiv,Viscous,Dynamo,Abrams
5812177,The Amber Hand,Infernus,Yamato,Wraith,Vindicta,Pocket,Paradox,Lady Geist,Kelvin,Seven,Abrams,Shiv,McGinnis
5812178,The Amber Hand,Haze,Mo & Krill,Grey Talon,Vindicta,Infernus,Warden,Abrams,Bebop,Seven,Kelvin,Lash,Shiv
5812185,The Amber Hand,Warden,Seven,Ivy,Pocket,Vindicta,Wraith,Bebop,Yamato,Haze,Viscous,Grey Talon,Mo & Krill
5812187,The Amber Hand,McGinnis,Grey Talon,Infernus,Warden,Abrams,Bebop,Lash,Paradox,Dynamo,Seven,Haze,Vindicta
5812188,The Sapphire Flame,Haze,Vindicta,Infernus,McGinnis,Bebop,Viscous,Wraith,Mo & Krill,Shiv,Abrams,Paradox,Seven
5812189,The Amber Hand,Dynamo,Pocket,Infernus,Warden,Wraith,Vindicta,Viscous,Grey Talon,Seven,Haze,Shiv,McGinnis
5812190,The Sapphire Flame,Dynamo,Vindicta,Lady Geist,Mo & Krill,Haze,Infernus,Wraith,Seven,Ivy,Kelvin,McGinnis,Viscous
5812191,The Amber Hand,Infernus,Shiv,Dynamo,Wraith,Yamato,Paradox,Haze,Grey Talon,McGinnis,Seven,Ivy,Warden
5812193,The Sapphire Flame,Wraith,Infernus,Haze,McGinnis,Shiv,Abrams,Bebop,Dynamo,Seven,Vindicta,Lash,Warden
5812194,The Sapphire Flame,Yamato,McGinnis,Haze,Paradox,Wraith,Bebop,Lash,Shiv,Vindicta,Lady Geist,Seven,Warden
5812195,The Sapphire Flame,Grey Talon,Kelvin,Haze,Abrams,Warden,Ivy,Mo & Krill,Viscous,Seven,Bebop,Wraith,Yamato
5812199,The Amber Hand,Haze,Pocket,Seven,Abrams,Wraith,Bebop,Ivy,Vindicta,Lady Geist,Yamato,Shiv,McGinnis
5812201,The Amber Hand,Paradox,McGinnis,Seven,Grey Talon,Viscous,Infernus,Warden,Kelvin,Lady Geist,Pocket,Vindicta,Mo & Krill
5812202,The Sapphire Flame,Dynamo,Abrams,Warden,Grey Talon,Lady Geist,Ivy,Haze,Kelvin,Seven,McGinnis,Vindicta,Wraith
5812203,The Sapphire Flame,Lady Geist,Vindicta,Kelvin,Warden,Paradox,Seven,Bebop,Infernus,Abrams,Viscous,McGinnis,Haze
5812204,The Sapphire Flame,Lash,Bebop,Warden,Mo & Krill,Grey Talon,Wraith,McGinnis,Ivy,Pocket,Seven,Shiv,Kelvin
