matchid,winner,hero_1_A,hero_2_A,hero_3_A,hero_4_A,hero_5_A,hero_6_A,hero_1_B,hero_2_B,hero_3_B,hero_4_B,hero_5_B,hero_6_B
6309349,The Sapphire Flame,Vindicta,Kelvin,Infernus,Bebop,Dynamo,Abrams,Shiv,Haze,Lady Geist,Seven,Grey Talon,Wraith
6309350,The Amber Hand,Paradox,Haze,Infernus,Vindicta,Yamato,Abrams,Shiv,Seven,Wraith,Dynamo,Warden,Grey Talon
6309351,The Amber Hand,Seven,Mo & Krill,Haze,Yamato,Bebop,Shiv,Vindicta,McGinnis,Grey Talon,Wraith,Ivy,Infernus
6309352,The Amber Hand,Haze,McGinnis,Infernus,Wraith,Viscous,Bebop,Abrams,Paradox,Pocket,Shiv,Vindicta,Seven
6309353,The Sapphire Flame,Infernus,Paradox,Wraith,Vindicta,Lady Geist,Viscous,Grey Talon,McGinnis,Pocket,Haze,Warden,Seven
6309354,The Sapphire Flame,Seven,Wraith,Grey Talon,Pocket,Abrams,Vindicta,McGinnis,Lash,Paradox,Infernus,Haze,Shiv
6309362,The Sapphire Flame,Infernus,Bebop,Paradox,Vindicta,Lash,Wraith,Seven,Kelvin,Ivy,Dynamo,Haze,Abrams
6309363,The Sapphire Flame,Haze,Wraith,Yamato,Mo & Krill,Shiv,Kelvin,Infernus,Warden,Abrams,Dynamo,Vindicta,Seven
6309368,The Sapphire Flame,Warden,Dynamo,Haze,McGinnis,Pocket,Paradox,Grey Talon,Abrams,Seven,Lady Geist,Wraith,Bebop
6309377,The Sapphire Flame,Vindicta,Dynamo,Kelvin,Lady Geist,Lash,Bebop,Wraith,Paradox,McGinnis,Infernus,Haze,Pocket
6309381,The Amber Hand,Yamato,McGinnis,Abrams,Mo & Krill,Seven,Wraith,Bebop,Kelvin,Ivy,Paradox,Lash,Vindicta
6309385,The Amber Hand,Lash,Infernus,Seven,Haze,Pocket,Warden,Wraith,McGinnis,Paradox,Grey Talon,Yamato,Vindicta
6309388,The Amber Hand,Wraith,Vindicta,Warden,Lady Geist,Dynamo,McGinnis,Seven,Pocket,Grey Talon,Ivy,Haze,Abrams
6309390,The Sapphire Flame,Bebop,Wraith,Shiv,Vindicta,Dynamo,Lady Geist,Lash,Pocket,Abrams,Infernus,Grey Talon,Seven
6309391,The Amber Hand,Warden,Pocket,Haze,Seven,Grey Talon,Kelvin,Vindicta,Yamato,Lady Geist,Wraith,Abrams,Bebop
6309393,The Amber Hand,Mo & Krill,Wraith,Viscous,Yamato,McGinnis,Shiv,Vindicta,Bebop,Seven,Warden,Grey Talon,Kelvin
6309394,The Amber Hand,Infernus,Vindicta,Seven,Bebop,Haze,McGinnis,Grey Talon,Ivy,Paradox,Abrams,Pocket,Wraith
6309395,The Sapphire Flame,Shiv,Yamato,Grey Talon,Lady Geist,Seven,Infernus,McGinnis,Vindicta,Mo & Krill,Paradox,Wraith,Haze
6309396,The Amber Hand,Yamato,Grey Talon,Shiv,Seven,Viscous,Infernus,Dynamo,Abrams,McGinnis,Lash,Paradox,Lady Geist
6309397,The Sapphire Flame,Lady Geist,Haze,Vindicta,McGinnis,Seven,Yamato,Dynamo,Kelvin,Paradox,Warden,Infernus,Abrams
6309401,The Amber Hand,Mo & Krill,Haze,Seven,Abrams,Paradox,Vindicta,Dynamo,Warden,Wraith,Ivy,Pocket,Bebop
6309404,The Sapphire Flame,Infernus,Grey Talon,Pocket,Paradox,Vindicta,Haze,Yamato,Wraith,Lady Geist,Bebop,Shiv,Seven
6309405,The Sapphire Flame,Bebop,Paradox,Viscous,Pocket,Vindicta,McGinnis,Wraith,Infernus,Haze,Warden,Lady Geist,Yamato
6309406,The Sapphire Flame,Vindicta,McGinnis,Yamato,Infernus,Bebop,Abrams,Viscous,Haze,Seven,Grey Talon,Warden,Wraith
6309407,The Amber Hand,Dynamo,Pocket,Infernus,Viscous,Grey Talon,Wraith,Lady Geist,Vindicta,Seven,Haze,Yamato,Mo & Krill
6309408,The Amber Hand,Pocket,Ivy,Viscous,Infernus,Haze,McGinnis,Paradox,Lady Geist,Dynamo,Vindicta,Seven,Abrams
6309411,The Sapphire Flame,Dynamo,Warden,Abrams,Infernus,Lady Geist,Yamato,Grey Talon,Haze,Ivy,Kelvin,Pocket,Mo & Krill
6309412,The Sapphire Flame,Grey Talon,Pocket,Vindicta,Haze,Warden,Shiv,Abrams,Wraith,Seven,Ivy,Infernus,Lady Geist
6309413,The Amber Hand,Vindicta,Lash,Wraith,Seven,Mo & Krill,Haze,Lady Geist,Infernus,Yamato,Warden,McGinnis,Bebop
6309414,The Amber Hand,Seven,Abrams,Grey Talon,Infernus,Wraith,Viscous,Dynamo,Vindicta,Pocket,Haze,Shiv,Lash
6309415,The Amber Hand,McGinnis,Vindicta,Pocket,Mo & Krill,Seven,Warden,Haze,Bebop,Wraith,Infernus,Shiv,Lash
6309421,The Sapphire Flame,Wraith,Seven,Pocket,Yamato,Lady Geist,Warden,Haze,Vindicta,Ivy,McGinnis,Viscous,Mo & Krill
6309423,The Amber Hand,Pocket,Wraith,Infernus,Haze,Vindicta,Mo & Krill,Paradox,Grey Talon,Bebop,Dynamo,Seven,Viscous
6309424,The Amber Hand,Haze,Wraith,Infernus,Bebop,Seven,Abrams,Yamato,Ivy,McGinnis,Mo & Krill,Lady Geist,Vindicta
6309425,The Amber Hand,Seven,Bebop,Haze,Kelvin,Paradox,Yamato,Warden,Pocket,Wraith,Grey Talon,McGinnis,Infernus
6309426,The Sapphire Flame,Viscous,Infernus,Haze,Lady Geist,Dynamo,Warden,Vindicta,Seven,Pocket,Yamato,Lash,Kelvin
6309427,The Amber Hand,Lash,Shiv,Viscous,Yamato,Ivy,Kelvin,Wraith,Pocket,Vindicta,Seven,Infernus,Warden
6309428,The Sapphire Flame,Wraith,Bebop,Warden,Grey Talon,Paradox,Infernus,Lady Geist,Haze,Seven,Dynamo,Abrams,Mo & Krill
6309429,The Sapphire Flame,Abrams,Grey Talon,Haze,Infernus,Lady Geist,Wraith,McGinnis,Seven,Mo & Krill,Viscous,Vindicta,Shiv
6309430,The Sapphire Flame,Seven,Haze,Lady Geist,Kelvin,Abrams,Warden,McGinnis,Grey Talon,Infernus,Wraith,Mo & Krill,Yamato
6309431,The Sapphire Flame,Abrams,McGinnis,Vindicta,Lash,Paradox,Warden,Ivy,Yamato,Haze,Seven,Wraith,Pocket
6309432,The Amber Hand,Yamato,Ivy,Kelvin,Mo & Krill,Seven,Pocket,Viscous,Vindicta,Infernus,Bebop,Haze,Wraith
6309434,The Sapphire Flame,Vindicta,Haze,Dynamo,Lash,Paradox,Infernus,Seven,Grey Talon,Pocket,Wraith,Shiv,Yamato
6309435,The Sapphire Flame,Yamato,Kelvin,Shiv,Seven,Ivy,Vindicta,Haze,Infernus,Wraith,Dynamo,Lash,Grey Talon
6309437,The Sapphire Flame,Haze,Shiv,Infernus,Pocket,Grey Talon,Seven,Yamato,Bebop,Vindicta,Lash,Lady Geist,Wraith
6309438,The Amber Hand,Warden,Seven,Vindicta,Abrams,Infernus,Haze,Bebop,Pocket,Shiv,Paradox,Ivy,Yamato
6309439,The Amber Hand,Lash,Haze,Mo & Krill,Paradox,Bebop,Seven,Wraith,Pocket,Infernus,Grey Talon,Vindicta,McGinnis
6309440,The Sapphire Flame,Bebop,Infernus,Seven,Wraith,Lash,Grey Talon,Lady Geist,Haze,Yamato,Vindicta,Viscous,Shiv
6309442,The Amber Hand,Infernus,Abrams,Grey Talon,Dynamo,Seven,Warden,Haze,McGinnis,Bebop,Kelvin,Vindicta,Wraith
6309444,The Amber Hand,Lady Geist,Wraith,Lash,Yamato,Viscous,Abrams,Shiv,Ivy,Warden,Haze,Infernus,Dynamo
6309447,The Sapphire Flame,Warden,Vindicta,Wraith,Lash,Paradox,Infernus,Haze,Seven,Bebop,Kelvin,McGinnis,Lady Geist
6309451,The Sapphire Flame,Abrams,Seven,Pocket,Vindicta,Lash,Shiv,Bebop,Infernus,Grey Talon,Kelvin,Haze,Ivy
6309453,The Sapphire Flame,Bebop,Haze,Viscous,Vindicta,Abrams,Mo & Krill,Infernus,Seven,Shiv,Wraith,Pocket,McGinnis
6309454,The Amber Hand,Vindicta,Kelvin,Haze,Pocket,Abrams,Bebop,Shiv,McGinnis,Paradox,Wraith,Seven,Yamato
6309457,The Amber Hand,Mo & Krill,Viscous,Infernus,Ivy,Shiv,Seven,Dynamo,Paradox,Wraith,Vindicta,Haze,Bebop
6309459,The Amber Hand,Kelvin,Lady Geist,Infernus,Seven,Paradox,Vindicta,Pocket,Lash,Wraith,Haze,Abrams,Warden
6309460,The Amber Hand,Infernus,Bebop,Paradox,Vindicta,Wraith,Seven,Mo & Krill,McGinnis,Dynamo,Abrams,Grey Talon,Shiv
6309461,The Sapphire Flame,Wraith,Kelvin,Infernus,Haze,Shiv,Seven,McGinnis,Lash,Viscous,Bebop,Vindicta,Dynamo
6309462,The Sapphire Flame,Vindicta,Viscous,Haze,Lady Geist,McGinnis,Dynamo,Kelvin,Shiv,Seven,Infernus,Wraith,Bebop
6309463,The Sapphire Flame,Grey Talon,Bebop,Viscous,Dynamo,Wraith,Haze,Ivy,Warden,Lady Geist,Seven,Pocket,Infernus
6309466,The Amber Hand,Mo & Krill,Viscous,Grey Talon,Infernus,Haze,Abrams,Seven,Warden,Wraith,Shiv,Vindicta,Bebop
6309467,The Amber Hand,Infernus,McGinnis,Shiv,Haze,Mo & Krill,Bebop,Seven,Grey Talon,Wraith,Kelvin,Vindicta,Paradox
6309468,The Sapphire Flame,Wraith,Vindicta,Pocket,Infernus,Seven,Dynamo,Bebop,Abrams,McGinnis,Grey Talon,Viscous,Kelvin
6309469,The Sapphire Flame,Kelvin,Vindicta,Wraith,Seven,Warden,Yamato,Abrams,Pocket,McGinnis,Bebop,Infernus,Haze
6309470,The Sapphire Flame,Paradox,Yamato,Vindicta,Infernus,Bebop,Seven,Viscous,Grey Talon,Lash,Ivy,Wraith,Abrams
6309471,The Sapphire Flame,Dynamo,Bebop,McGinnis,Paradox,Abrams,Vindicta,Ivy,Infernus,Seven,Lady Geist,Warden,Haze
6309479,The Sapphire Flame,Vindicta,Lady Geist,Grey Talon,Pocket,Seven,Abrams,Paradox,Wraith,Lash,Yamato,Haze,Mo & Krill
6309482,The Sapphire Flame,Mo & Krill,Infernus,Lady Geist,Vindicta,Kelvin,Lash,Grey Talon,Wraith,Bebop,Seven,Haze,Warden
6309483,The Sapphire Flame,Infernus,McGinnis,Wraith,Lady Geist,Haze,Shiv,Viscous,Vindicta,Grey Talon,Ivy,Seven,Bebop
6309484,The Sapphire Flame,Abrams,Infernus,Seven,Vindicta,Paradox,Warden,Haze,Ivy,Mo & Krill,Bebop,Kelvin,Wraith
6309485,The Amber Hand,Paradox,Dynamo,Infernus,Lady Geist,Kelvin,Vindicta,Haze,Seven,Warden,Yamato,Bebop,Wraith
6309493,The Sapphire Flame,Pocket,Lash,Bebop,Abrams,Vindicta,Seven,Infernus,Kelvin,Grey Talon,McGinnis,Haze,Wraith
6309494,The Sapphire Flame,Pocket,Kelvin,Vindicta,Seven,Lady Geist,Wraith,Infernus,Mo & Krill,McGinnis,Bebop,Haze,Grey Talon
6309495,The Sapphire Flame,Viscous,Bebop,Infernus,Mo & Krill,Kelvin,Lash,Vindicta,Yamato,McGinnis,Lady Geist,Seven,Paradox
6309496,The Amber Hand,Infernus,Kelvin,Seven,Mo & Krill,Dynamo,McGinnis,Paradox,Bebop,Abrams,Vindicta,Pocket,Wraith
6309497,The Amber Hand,Wraith,Kelvin,Vindicta,Haze,Bebop,Seven,Mo & Krill,Yamato,Grey Talon,Abrams,Infernus,McGinnis
6309498,The Amber Hand,Seven,Haze,Abrams,Yamato,Mo & Krill,Infernus,Paradox,Dynamo,McGinnis,Kelvin,Wraith,Vindicta
6309499,The Amber Hand,Dynamo,Seven,Paradox,Haze,Infernus,Yamato,McGinnis,Lady Geist,Vindicta,Wraith,Abrams,Pocket
6309500,The Amber Hand,Lady Geist,Warden,Bebop,Mo & Krill,Shiv,Dynamo,Seven,Vindicta,Kelvin,Infernus,Viscous,Haze
6309501,The Amber Hand,Paradox,Wraith,Warden,Bebop,Abrams,Infernus,Seven,Vindicta,Yamato,Ivy,Grey Talon,Haze
6309503,The Amber Hand,Grey Talon,Haze,Lady Geist,Infernus,Lash,Seven,Yamato,Abrams,Bebop,Pocket,Wraith,Vindicta
6309509,The Amber Hand,Haze,McGinnis,Pocket,Warden,Lash,Bebop,Seven,Abrams,Wraith,Vindicta,Lady Geist,Paradox
6309510,The Sapphire Flame,Haze,Wraith,Infernus,Dynamo,Bebop,Mo & Krill,McGinnis,Lady Geist,Vindicta,Warden,Seven,Paradox
6309511,The Amber Hand,Seven,Mo & Krill,Haze,Grey Talon,Paradox,Dynamo,Wraith,Vindicta,Ivy,Shiv,Pocket,Bebop
6309512,The Amber Hand,McGinnis,Dynamo,Lady Geist,Pocket,Mo & Krill,Haze,Paradox,Vindicta,Grey Talon,Lash,Wraith,Infernus
6309513,The Amber Hand,Yamato,Vindicta,Haze,Seven,Lash,Bebop,McGinnis,Lady Geist,Wraith,Warden,Ivy,Grey Talon
6309521,The Amber Hand,Infernus,Abrams,Haze,Wraith,Paradox,Warden,Grey Talon,Lady Geist,McGinnis,Seven,Dynamo,Shiv
6309522,The Amber Hand,Bebop,Wraith,Lash,Yamato,Infernus,Mo & Krill,Lady Geist,Haze,Seven,Viscous,Abrams,Ivy
6309523,The Amber Hand,Vindicta,Ivy,McGinnis,Dynamo,Warden,Infernus,Kelvin,Pocket,Seven,Shiv,Haze,Grey Talon
6309525,The Amber Hand,Yamato,Ivy,Wraith,Shiv,Warden,Dynamo,Lash,Bebop,Infernus,Seven,Haze,Vindicta
6309534,The Sapphire Flame,Seven,Wraith,Haze,Bebop,Dynamo,Warden,Vindicta,Viscous,Shiv,Ivy,Mo & Krill,Infernus
6309539,The Sapphire Flame,Shiv,Infernus,Haze,Mo & Krill,Pocket,Yamato,Grey Talon,Ivy,Wraith,Seven,Kelvin,Lash
6309547,The Sapphire Flame,Bebop,Shiv,Lady Geist,Vindicta,Haze,Seven,Paradox,Wraith,Infernus,Warden,Dynamo,Grey Talon
6309548,The Amber Hand,Bebop,McGinnis,Shiv,Infernus,Kelvin,Vindicta,Grey Talon,Warden,Lady Geist,Paradox,Seven,Wraith
6309550,The Sapphire Flame,Vindicta,Pocket,Infernus,Mo & Krill,Grey Talon,Yamato,Haze,Seven,Ivy,Shiv,Wraith,Abrams
6309551,The Amber Hand,Infernus,Seven,Wraith,Yamato,Warden,Abrams,Kelvin,Grey Talon,Shiv,Haze,McGinnis,Vindicta
6309556,The Amber Hand,Infernus,Haze,Abrams,Bebop,Kelvin,Pocket,McGinnis,Seven,Vindicta,Lady Geist,Wraith,Yamato
6309557,The Sapphire Flame,Viscous,Haze,Seven,Wraith,Paradox,Dynamo,Pocket,Bebop,Lady Geist,McGinnis,Infernus,Kelvin
6309558,The Sapphire Flame,Wraith,Yamato,Grey Talon,Viscous,Kelvin,Seven,Vindicta,Abrams,Ivy,Mo & Krill,Infernus,Haze
6309559,The Amber Hand,Lady Geist,Paradox,McGinnis,Infernus,Shiv,Bebop,Haze,Grey Talon,Vindicta,Dynamo,Seven,Ivy
6309560,The Amber Hand,McGinnis,Shiv,Grey Talon,Abrams,Wraith,Viscous,Dynamo,Seven,Infernus,Vindicta,Lady Geist,Warden
6309561,The Amber Hand,McGinnis,Haze,Grey Talon,Abrams,Seven,Wraith,Shiv,Paradox,Lash,Infernus,Bebop,Vindicta
6309562,The Amber Hand,Infernus,McGinnis,Bebop,Haze,Seven,Vindicta,Dynamo,Ivy,Lash,Abrams,Kelvin,Paradox
6309571,The Amber Hand,Mo & Krill,Seven,Haze,Grey Talon,Viscous,Ivy,Abrams,Lash,Vindicta,Wraith,Lady Geist,Warden
6309572,The Sapphire Flame,Dynamo,Vindicta,Kelvin,Bebop,Seven,Haze,Infernus,Shiv,Warden,McGinnis,Grey Talon,Abrams
6309574,The Amber Hand,Bebop,Ivy,Paradox,Grey Talon,Dynamo,Infernus,Lash,Haze,Vindicta,Viscous,Pocket,Seven
6309575,The Amber Hand,Shiv,Bebop,Seven,Infernus,Dynamo,Lady Geist,Wraith,Haze,McGinnis,Grey Talon,Lash,Warden
6309576,The Sapphire Flame,Lash,Viscous,Infernus,Haze,Wraith,Warden,Grey Talon,Kelvin,Bebop,Vindicta,Seven,McGinnis
6309577,The Sapphire Flame,Viscous,Grey Talon,Bebop,Haze,McGinnis,Abrams,Kelvin,Seven,Infernus,Vindicta,Shiv,Pocket
6309578,The Sapphire Flame,McGinnis,Wraith,Bebop,Vindicta,Pocket,Abrams,Seven,Kelvin,Paradox,Haze,Mo & Krill,Grey Talon
6309579,The Sapphire Flame,Viscous,Infernus,Shiv,Haze,Bebop,McGinnis,Wraith,Vindicta,Lash,Paradox,Warden,Kelvin
6309580,The Amber Hand,Yamato,Warden,Haze,Vindicta,Mo & Krill,Kelvin,Lady Geist,Bebop,Grey Talon,Wraith,Infernus,Seven
6309582,The Amber Hand,Seven,Wraith,Viscous,Haze,Yamato,Grey Talon,Kelvin,Bebop,Infernus,Vindicta,McGinnis,Abrams
6309583,The Amber Hand,Grey Talon,Infernus,Bebop,Wraith,Pocket,Lash,Vindicta,Abrams,Lady Geist,Seven,Warden,Haze
6309584,The Amber Hand,Bebop,Seven,Abrams,Grey Talon,Yamato,McGinnis,Shiv,Vindicta,Infernus,Warden,Wraith,Haze
6309585,The Sapphire Flame,Lady Geist,Infernus,Wraith,Mo & Krill,Shiv,Vindicta,Grey Talon,Dynamo,McGinnis,Seven,Yamato,Bebop
6309587,The Sapphire Flame,Pocket,Grey Talon,Ivy,Lady Geist,McGinnis,Bebop,Vindicta,Seven,Haze,Wraith,Warden,Infernus
6309588,The Sapphire Flame,Shiv,McGinnis,Seven,Grey Talon,Lady Geist,Wraith,Lash,Haze,Pocket,Paradox,Warden,Infernus
6309591,The Sapphire Flame,Yamato,Infernus,Bebop,Warden,Dynamo,McGinnis,Vindicta,Ivy,Kelvin,Seven,Mo & Krill,Lash
6309592,The Sapphire Flame,Dynamo,Yamato,McGinnis,Abrams,Vindicta,Haze,Infernus,Seven,Lady Geist,Kelvin,Wraith,Bebop
6309593,The Amber Hand,Paradox,Bebop,Viscous,Haze,Lady Geist,Grey Talon,Infernus,Mo & Krill,McGinnis,Shiv,Dynamo,Seven
6309594,The Sapphire Flame,Pocket,Bebop,Seven,Wraith,Yamato,Grey Talon,Haze,Infernus,Paradox,Lady Geist,Abrams,McGinnis
6309595,The Amber Hand,Seven,Yamato,Abrams,Bebop,Warden,Dynamo,Lash,Lady Geist,Ivy,McGinnis,Kelvin,Haze
6309597,The Amber Hand,Infernus,Ivy,Yamato,Abrams,Viscous,Mo & Krill,Bebop,Grey Talon,Lady Geist,Haze,McGinnis,Wraith
6309598,The Amber Hand,Dynamo,Seven,McGinnis,Ivy,Warden,Pocket,Vindicta,Paradox,Grey Talon,Lash,Lady Geist,Infernus
6309599,The Sapphire Flame,Infernus,Haze,Warden,Mo & Krill,Paradox,Bebop,Pocket,Vindicta,Yamato,Abrams,McGinnis,Seven
6309600,The Amber Hand,Seven,Haze,Infernus,Ivy,McGinnis,Kelvin,Abrams,Vindicta,Pocket,Bebop,Yamato,Viscous
6309601,The Sapphire Flame,Lady Geist,Vindicta,Pocket,Shiv,Yamato,Infernus,Bebop,Wraith,Haze,Dynamo,McGinnis,Seven
6309602,The Sapphire Flame,Yamato,Grey Talon,McGinnis,Ivy,Paradox,Vindicta,Abrams,Haze,Lady Geist,Wraith,Seven,Warden
6309604,The Amber Hand,Seven,Vindicta,Grey Talon,Ivy,Paradox,Bebop,Haze,Yamato,Viscous,Wraith,Warden,Infernus
6309606,The Amber Hand,Vindicta,Seven,Haze,Grey Talon,Ivy,Yamato,Lady Geist,Paradox,Pocket,Wraith,Infernus,Warden
6309607,The Amber Hand,Wraith,Bebop,Ivy,Yamato,Haze,Vindicta,Dynamo,Lady Geist,Pocket,Paradox,Seven,Infernus
6309608,The Amber Hand,Infernus,Mo & Krill,McGinnis,Lash,Shiv,Seven,Pocket,Wraith,Lady Geist,Haze,Warden,Yamato
6309609,The Sapphire Flame,Warden,Bebop,Lady Geist,Grey Talon,Lash,Vindicta,Dynamo,McGinnis,Infernus,Haze,Abrams,Wraith
6309610,The Sapphire Flame,Abrams,Haze,Lady Geist,Paradox,Warden,Ivy,Bebop,Seven,Wraith,Infernus,Vindicta,Lash
6309612,The Sapphire Flame,McGinnis,Viscous,Mo & Krill,Abrams,Seven,Warden,Grey Talon,Kelvin,Ivy,Bebop,Haze,Wraith
6309613,The Sapphire Flame,Wraith,Bebop,Pocket,Infernus,Ivy,Lady Geist,Mo & Krill,Seven,Yamato,Abrams,Haze,Viscous
6309616,The Sapphire Flame,Grey Talon,Abrams,Dynamo,Haze,Vindicta,Seven,Shiv,Yamato,Wraith,Lash,Bebop,Pocket
6309617,The Amber Hand,Shiv,Paradox,Infernus,Haze,Kelvin,Abrams,Wraith,Grey Talon,Vindicta,Bebop,Seven,Yamato
6309619,The Sapphire Flame,Wraith,Haze,Dynamo,Bebop,Infernus,Viscous,Shiv,Yamato,Warden,Ivy,Seven,Kelvin
6309620,The Amber Hand,Vindicta,Dynamo,Infernus,Pocket,Seven,Shiv,Grey Talon,Wraith,Yamato,Paradox,Haze,Abrams
6309623,The Amber Hand,Haze,Paradox,Warden,Infernus,Shiv,Seven,Lady Geist,McGinnis,Vindicta,Kelvin,Viscous,Ivy
6309627,The Amber Hand,Haze,Infernus,Dynamo,Wraith,Pocket,Vindicta,Seven,Viscous,Yamato,Mo & Krill,Lady Geist,Lash
6309631,The Sapphire Flame,Warden,Mo & Krill,Bebop,Haze,Wraith,Vindicta,Paradox,Pocket,McGinnis,Seven,Ivy,Abrams
6309634,The Amber Hand,Wraith,Haze,Dynamo,Pocket,Kelvin,Seven,Ivy,Lady Geist,Mo & Krill,McGinnis,Paradox,Vindicta
6309635,The Amber Hand,Yamato,Abrams,Bebop,McGinnis,Lady Geist,Vindicta,Kelvin,Ivy,Haze,Paradox,Wraith,Seven
6309636,The Sapphire Flame,Shiv,Seven,Bebop,Vindicta,Kelvin,Grey Talon,Lady Geist,Infernus,McGinnis,Wraith,Haze,Pocket
6309637,The Sapphire Flame,Seven,Paradox,Bebop,Haze,Pocket,Shiv,Dynamo,Kelvin,Vindicta,Lady Geist,McGinnis,Warden
6309638,The Sapphire Flame,Infernus,Pocket,Paradox,Yamato,Shiv,Mo & Krill,Warden,Grey Talon,Abrams,Lash,Wraith,Haze
6309642,The Sapphire Flame,Warden,Grey Talon,Kelvin,Vindicta,Yamato,Shiv,Bebop,Viscous,Haze,Infernus,Paradox,Pocket
6309646,The Sapphire Flame,Infernus,Shiv,Pocket,Grey Talon,Wraith,Dynamo,Lash,Kelvin,Haze,McGinnis,Mo & Krill,Seven
6309647,The Sapphire Flame,Wraith,Vindicta,McGinnis,Haze,Pocket,Bebop,Dynamo,Seven,Yamato,Grey Talon,Infernus,Kelvin
6309648,The Sapphire Flame,Pocket,McGinnis,Ivy,Warden,Infernus,Shiv,Wraith,Seven,Abrams,Grey Talon,Paradox,Haze
6309649,The Sapphire Flame,Seven,Haze,Bebop,Infernus,Grey Talon,Abrams,Ivy,Warden,Vindicta,Yamato,Lash,Pocket
6309650,The Amber Hand,Abrams,Yamato,Shiv,Warden,Grey Talon,Haze,Lady Geist,Wraith,Bebop,Vindicta,Seven,Infernus
6309651,The Sapphire Flame,Shiv,Wraith,Dynamo,Yamato,Lady Geist,Lash,Bebop,Mo & Krill,McGinnis,Vindicta,Abrams,Seven
6309653,The Amber Hand,Bebop,McGinnis,Kelvin,Shiv,Lash,Vindicta,Seven,Infernus,Abrams,Yamato,Wraith,Grey Talon
6309654,The Sapphire Flame,Seven,Vindicta,Viscous,Warden,Mo & Krill,Shiv,Infernus,Haze,Pocket,Abrams,Lady Geist,Bebop
6309657,The Amber Hand,Mo & Krill,Infernus,Yamato,Haze,Grey Talon,Shiv,Vindicta,Seven,Ivy,Lash,Lady Geist,Kelvin
6309659,The Sapphire Flame,Bebop,Pocket,Haze,Seven,Wraith,McGinnis,Yamato,Lady Geist,Vindicta,Grey Talon,Kelvin,Shiv
6309660,The Sapphire Flame,Infernus,Grey Talon,Lash,Vindicta,Viscous,Wraith,Bebop,Haze,Ivy,Mo & Krill,Seven,Yamato
6309661,The Sapphire Flame,Vindicta,Haze,McGinnis,Pocket,Viscous,Yamato,Seven,Wraith,Lady Geist,Paradox,Infernus,Dynamo
6309663,The Sapphire Flame,Warden,Ivy,Yamato,Kelvin,Haze,Shiv,Bebop,Dynamo,Infernus,Seven,Wraith,McGinnis
6309664,The Amber Hand,Seven,Kelvin,Mo & Krill,Vindicta,Shiv,Warden,McGinnis,Haze,Lady Geist,Paradox,Lash,Grey Talon
6309665,The Amber Hand,Lady Geist,Bebop,Grey Talon,Lash,Vindicta,Abrams,Kelvin,Seven,Wraith,Paradox,Ivy,Infernus
6309666,The Amber Hand,Viscous,Dynamo,Vindicta,Pocket,Lash,McGinnis,Seven,Wraith,Bebop,Haze,Ivy,Mo & Krill
6309667,The Amber Hand,Seven,Warden,Vindicta,Lady Geist,McGinnis,Infernus,Haze,Abrams,Yamato,Ivy,Bebop,Wraith
6309669,The Sapphire Flame,Lady Geist,Dynamo,Bebop,Haze,Kelvin,Vindicta,Pocket,Seven,Wraith,Warden,Lash,Yamato
6309675,The Amber Hand,Kelvin,Bebop,Haze,Shiv,Wraith,Grey Talon,Seven,Warden,Lash,Lady Geist,Abrams,Ivy
6309676,The Sapphire Flame,Paradox,Yamato,Kelvin,Vindicta,Seven,Mo & Krill,Dynamo,Lash,Bebop,McGinnis,Haze,Grey Talon
6309677,The Amber Hand,Infernus,Wraith,Dynamo,Haze,Seven,Grey Talon,Kelvin,Vindicta,McGinnis,Abrams,Warden,Lash
6309678,The Amber Hand,Infernus,Viscous,Haze,Seven,Abrams,McGinnis,Wraith,Kelvin,Bebop,Dynamo,Shiv,Vindicta
6309679,The Amber Hand,Pocket,Yamato,Infernus,Grey Talon,Seven,Haze,Paradox,Ivy,Vindicta,Warden,Lady Geist,Abrams
6309680,The Amber Hand,Yamato,Abrams,Lady Geist,Ivy,McGinnis,Haze,Paradox,Infernus,Seven,Vindicta,Grey Talon,Bebop
6309684,The Amber Hand,Haze,Vindicta,Yamato,Dynamo,Warden,Mo & Krill,Grey Talon,Ivy,Wraith,Pocket,Seven,Lady Geist
6309685,The Amber Hand,Warden,McGinnis,Abrams,Infernus,Kelvin,Seven,Yamato,Wraith,Haze,Bebop,Vindicta,Viscous
6309689,The Amber Hand,Pocket,Viscous,Mo & Krill,Seven,McGinnis,Shiv,Lady Geist,Vindicta,Infernus,Wraith,Grey Talon,Kelvin
6309694,The Sapphire Flame,Ivy,Viscous,Paradox,Shiv,Dynamo,Seven,Infernus,Lash,Haze,Yamato,Pocket,McGinnis
6309695,The Sapphire Flame,Lash,Abrams,Wraith,Shiv,Grey Talon,Bebop,Seven,McGinnis,Pocket,Vindicta,Viscous,Haze
6309697,The Sapphire Flame,Pocket,Bebop,Haze,Infernus,Seven,Paradox,Abrams,Dynamo,McGinnis,Vindicta,Grey Talon,Wraith
6309698,The Amber Hand,Bebop,Wraith,McGinnis,Paradox,Lady Geist,Grey Talon,Infernus,Abrams,Seven,Kelvin,Viscous,Vindicta
6309699,The Amber Hand,Mo & Krill,Seven,Haze,Vindicta,Bebop,Grey Talon,Warden,Paradox,Infernus,Ivy,McGinnis,Abrams
6309700,The Sapphire Flame,Vindicta,Shiv,McGinnis,Ivy,Kelvin,Seven,Yamato,Wraith,Lash,Infernus,Warden,Haze
