matchid,duration,winner,hero_1_A,hero_2_A,hero_3_A,hero_4_A,hero_5_A,hero_6_A,hero_1_B,hero_2_B,hero_3_B,hero_4_B,hero_5_B,hero_6_B
6427388,37:53,1,shiv,haze,warden,mcginnis,grey talon,ivy,lady geist,wraith,infernus,seven,vindicta,lash
6427391,18:40,0,vindicta,shiv,abrams,bebop,pocket,wraith,grey talon,infernus,kelvin,dynamo,haze,paradox
6427393,43:07,1,kelvin,yamato,lash,vindicta,mcginnis,abrams,bebop,wraith,haze,paradox,seven,pocket
6427397,31:11,0,abrams,mcginnis,dynamo,lady geist,infernus,haze,seven,bebop,pocket,shiv,vindicta,wraith
6427398,18:34,1,pocket,seven,wraith,bebop,ivy,infernus,haze,abrams,vindicta,lash,yamato,lady geist
6427399,42:00,0,warden,grey talon,dynamo,bebop,haze,lady geist,lash,paradox,vindicta,wraith,infernus,yamato
6427404,20:43,0,bebop,infernus,paradox,abrams,shiv,mcginnis,seven,kelvin,haze,wraith,pocket,grey talon
6427408,18:59,1,abrams,mcginnis,seven,infernus,haze,yamato,grey talon,pocket,wraith,kelvin,vindicta,warden
6427409,39:21,0,mo & krill,pocket,dynamo,shiv,yamato,seven,abrams,kelvin,vindicta,infernus,viscous,haze
6427410,26:32,0,mcginnis,haze,seven,dynamo,wraith,kelvin,grey talon,viscous,yamato,pocket,lady geist,infernus
6427411,21:28,0,vindicta,warden,seven,dynamo,grey talon,abrams,infernus,wraith,ivy,yamato,haze,pocket
6427412,31:16,0,kelvin,bebop,mo & krill,grey talon,shiv,dynamo,infernus,lady geist,abrams,wraith,lash,seven
6427413,33:28,0,warden,grey talon,seven,yamato,haze,lash,bebop,abrams,shiv,vindicta,lady geist,dynamo
6427414,35:05,1,abrams,dynamo,infernus,ivy,kelvin,wraith,vindicta,mcginnis,seven,paradox,haze,lady geist
6427415,41:56,1,lash,wraith,lady geist,warden,bebop,vindicta,infernus,mcginnis,pocket,seven,viscous,dynamo
6427417,34:43,0,seven,infernus,vindicta,bebop,haze,mo & krill,lash,warden,wraith,paradox,grey talon,kelvin
6427418,36:19,0,mcginnis,ivy,infernus,shiv,warden,kelvin,lady geist,haze,dynamo,vindicta,wraith,mo & krill
6427423,14:27,0,vindicta,mcginnis,haze,bebop,yamato,paradox,abrams,grey talon,infernus,wraith,seven,lady geist
6427425,31:31,1,kelvin,vindicta,haze,bebop,ivy,infernus,mcginnis,paradox,abrams,lash,seven,grey talon
6427426,29:38,1,shiv,lady geist,lash,warden,grey talon,mo & krill,kelvin,haze,infernus,paradox,yamato,wraith
6427429,27:05,1,mo & krill,infernus,haze,paradox,lash,vindicta,seven,abrams,bebop,wraith,ivy,grey talon
6427433,25:35,1,ivy,infernus,lady geist,lash,paradox,wraith,seven,bebop,haze,shiv,dynamo,yamato
6427438,21:38,0,lady geist,mcginnis,viscous,abrams,seven,wraith,kelvin,grey talon,vindicta,infernus,warden,dynamo
6427440,39:14,0,paradox,abrams,kelvin,yamato,lash,vindicta,seven,viscous,ivy,haze,shiv,warden
6427441,17:50,1,shiv,ivy,dynamo,mo & krill,haze,lady geist,seven,infernus,vindicta,grey talon,yamato,bebop
6427442,33:18,1,haze,seven,pocket,dynamo,warden,abrams,lady geist,mo & krill,lash,bebop,ivy,kelvin
6427445,15:03,0,bebop,vindicta,warden,pocket,paradox,seven,wraith,haze,grey talon,shiv,kelvin,abrams
6427446,37:24,0,wraith,vindicta,shiv,kelvin,mcginnis,infernus,warden,grey talon,seven,yamato,bebop,haze
6427447,31:34,1,haze,vindicta,wraith,bebop,grey talon,warden,mo & krill,seven,lash,lady geist,shiv,abrams
6427451,39:20,1,yamato,dynamo,lash,wraith,kelvin,vindicta,abrams,shiv,grey talon,mcginnis,viscous,warden
6427453,43:52,1,grey talon,wraith,kelvin,bebop,paradox,ivy,shiv,mo & krill,infernus,dynamo,viscous,seven
6427457,23:49,1,shiv,grey talon,infernus,seven,kelvin,pocket,vindicta,lady geist,paradox,bebop,haze,wraith
6427458,42:22,1,grey talon,vindicta,warden,pocket,ivy,haze,viscous,dynamo,mcginnis,seven,lady geist,abrams
6427464,41:03,1,pocket,abrams,warden,grey talon,haze,ivy,mo & krill,lady geist,kelvin,bebop,infernus,shiv
6427466,18:05,0,vindicta,kelvin,lady geist,seven,lash,wraith,mcginnis,infernus,dynamo,pocket,ivy,haze
6427468,49:23,1,dynamo,shiv,warden,grey talon,infernus,mcginnis,haze,wraith,yamato,ivy,bebop,seven
6427472,38:18,1,wraith,bebop,grey talon,mcginnis,lady geist,paradox,shiv,infernus,warden,lash,haze,yamato
6427473,42:02,0,wraith,lash,pocket,warden,mcginnis,seven,yamato,abrams,dynamo,kelvin,vindicta,infernus
6427474,30:06,1,haze,warden,paradox,lash,mo & krill,abrams,infernus,bebop,seven,vindicta,grey talon,lady geist
6427475,29:56,1,mcginnis,pocket,ivy,haze,infernus,dynamo,grey talon,seven,mo & krill,kelvin,vindicta,bebop
6427476,33:26,1,vindicta,abrams,mcginnis,grey talon,wraith,bebop,dynamo,yamato,infernus,kelvin,haze,viscous
6427478,12:50,1,lady geist,mcginnis,pocket,vindicta,paradox,infernus,bebop,shiv,seven,lash,wraith,abrams
6427479,29:14,1,mo & krill,bebop,haze,wraith,shiv,pocket,vindicta,lady geist,ivy,grey talon,seven,kelvin
6427482,15:30,0,yamato,vindicta,lady geist,pocket,abrams,dynamo,haze,lash,seven,paradox,bebop,mcginnis
6427484,26:22,0,pocket,mo & krill,vindicta,lady geist,haze,shiv,seven,abrams,viscous,dynamo,bebop,wraith
6427490,37:37,0,bebop,mo & krill,abrams,mcginnis,seven,paradox,haze,infernus,warden,ivy,vindicta,shiv
6427491,26:37,0,grey talon,mcginnis,wraith,abrams,lash,paradox,vindicta,seven,infernus,viscous,ivy,haze
6427493,37:00,1,haze,pocket,shiv,infernus,mcginnis,warden,kelvin,lady geist,vindicta,lash,grey talon,seven
6427494,21:25,1,infernus,lady geist,haze,mo & krill,paradox,yamato,seven,bebop,wraith,warden,shiv,mcginnis
6427495,23:51,0,wraith,infernus,seven,mcginnis,lady geist,warden,vindicta,shiv,haze,grey talon,mo & krill,bebop
6427496,30:57,0,dynamo,ivy,abrams,lady geist,infernus,warden,kelvin,wraith,haze,seven,bebop,vindicta
6427497,35:01,1,haze,dynamo,paradox,pocket,lady geist,vindicta,viscous,mo & krill,abrams,bebop,lash,infernus
6427500,19:10,0,wraith,viscous,mcginnis,haze,dynamo,seven,bebop,shiv,yamato,abrams,infernus,paradox
6427501,15:43,1,vindicta,abrams,bebop,grey talon,haze,pocket,seven,yamato,mcginnis,ivy,warden,infernus
6427502,8:10,0,ivy,dynamo,kelvin,seven,mcginnis,infernus,shiv,haze,wraith,vindicta,bebop,lady geist
6427503,36:33,1,bebop,abrams,dynamo,infernus,kelvin,mcginnis,seven,warden,haze,wraith,mo & krill,vindicta
6427508,32:04,1,grey talon,vindicta,haze,mo & krill,seven,abrams,mcginnis,paradox,yamato,wraith,viscous,infernus
6427509,30:56,0,infernus,haze,abrams,lady geist,yamato,pocket,lash,vindicta,paradox,grey talon,wraith,seven
6427510,19:48,1,mcginnis,grey talon,pocket,haze,lady geist,seven,bebop,infernus,wraith,abrams,vindicta,shiv
6427511,23:15,0,grey talon,viscous,seven,lash,bebop,paradox,warden,infernus,dynamo,mcginnis,pocket,abrams
6427512,22:10,1,pocket,haze,vindicta,ivy,abrams,infernus,viscous,mo & krill,warden,mcginnis,lady geist,seven
6427520,47:28,1,yamato,pocket,haze,lash,kelvin,infernus,seven,bebop,wraith,mo & krill,mcginnis,vindicta
6427521,42:41,1,vindicta,wraith,bebop,seven,ivy,mo & krill,infernus,pocket,kelvin,viscous,lady geist,dynamo
6427522,28:17,1,pocket,bebop,infernus,haze,yamato,wraith,vindicta,mo & krill,dynamo,lady geist,grey talon,seven
6427524,26:10,0,viscous,mcginnis,grey talon,seven,infernus,ivy,bebop,wraith,dynamo,yamato,haze,pocket
6427525,23:40,0,bebop,seven,pocket,vindicta,kelvin,mcginnis,infernus,grey talon,wraith,mo & krill,haze,viscous
6427526,17:34,0,mo & krill,viscous,paradox,seven,dynamo,kelvin,haze,vindicta,infernus,shiv,lash,abrams
6427527,29:59,0,ivy,yamato,wraith,infernus,seven,bebop,kelvin,vindicta,paradox,grey talon,haze,dynamo
6427528,32:54,1,haze,bebop,paradox,lady geist,infernus,seven,ivy,wraith,yamato,mcginnis,dynamo,kelvin
6427530,30:54,0,mo & krill,warden,kelvin,infernus,seven,vindicta,shiv,ivy,lady geist,yamato,mcginnis,viscous
6427533,26:03,1,shiv,viscous,wraith,infernus,warden,vindicta,haze,pocket,mcginnis,kelvin,yamato,lady geist
6427535,33:42,1,haze,abrams,seven,paradox,bebop,kelvin,shiv,mo & krill,wraith,viscous,infernus,lash
6427536,13:34,0,grey talon,viscous,vindicta,mcginnis,infernus,seven,kelvin,mo & krill,wraith,haze,abrams,lady geist
6427538,26:32,0,kelvin,wraith,lady geist,vindicta,yamato,abrams,paradox,seven,pocket,haze,grey talon,mcginnis
6427539,19:40,0,warden,yamato,abrams,dynamo,mo & krill,kelvin,bebop,haze,seven,wraith,infernus,vindicta
6427540,46:12,1,grey talon,vindicta,viscous,yamato,abrams,mcginnis,kelvin,wraith,haze,seven,dynamo,infernus
6427541,13:29,1,bebop,pocket,dynamo,warden,grey talon,infernus,seven,wraith,haze,kelvin,vindicta,mcginnis
6427543,24:37,1,grey talon,paradox,mo & krill,dynamo,viscous,haze,kelvin,mcginnis,infernus,warden,seven,lady geist
6427544,31:31,1,seven,pocket,haze,dynamo,yamato,warden,infernus,lady geist,kelvin,vindicta,lash,wraith
6427545,29:14,0,abrams,ivy,yamato,mo & krill,infernus,grey talon,bebop,haze,wraith,mcginnis,viscous,pocket
6427546,30:54,0,shiv,lash,grey talon,infernus,abrams,wraith,seven,haze,lady geist,paradox,pocket,bebop
6427547,36:17,0,dynamo,wraith,ivy,lady geist,infernus,bebop,pocket,vindicta,paradox,abrams,grey talon,seven
6427548,27:54,1,grey talon,kelvin,bebop,dynamo,pocket,shiv,seven,abrams,haze,wraith,infernus,paradox
6427549,20:56,0,grey talon,ivy,haze,wraith,pocket,seven,mo & krill,mcginnis,yamato,infernus,vindicta,bebop
6427550,25:50,0,lash,dynamo,mo & krill,haze,grey talon,viscous,warden,infernus,mcginnis,seven,bebop,vindicta
6427551,32:09,0,abrams,mcginnis,ivy,seven,warden,haze,bebop,infernus,shiv,dynamo,pocket,grey talon
6427552,16:12,0,abrams,wraith,paradox,mcginnis,seven,mo & krill,yamato,viscous,dynamo,vindicta,infernus,bebop
6427554,29:44,1,warden,shiv,mcginnis,pocket,seven,lady geist,ivy,grey talon,mo & krill,wraith,haze,yamato
6427559,32:17,0,mcginnis,seven,infernus,haze,wraith,paradox,mo & krill,bebop,warden,grey talon,abrams,lash
6427564,42:12,0,abrams,haze,viscous,mo & krill,seven,vindicta,grey talon,pocket,bebop,paradox,lady geist,yamato
6427566,29:22,1,infernus,dynamo,abrams,ivy,shiv,wraith,kelvin,seven,lady geist,yamato,mcginnis,bebop
6427567,34:54,1,lady geist,dynamo,seven,grey talon,haze,infernus,mcginnis,mo & krill,wraith,ivy,bebop,vindicta
6427569,40:48,1,infernus,viscous,lash,vindicta,ivy,warden,pocket,seven,abrams,bebop,yamato,haze
6427571,31:55,1,shiv,haze,lady geist,infernus,mo & krill,vindicta,abrams,mcginnis,pocket,seven,warden,wraith
6427576,25:47,0,haze,shiv,infernus,vindicta,grey talon,seven,mcginnis,lash,wraith,paradox,bebop,lady geist
6427578,37:04,1,viscous,mcginnis,grey talon,infernus,vindicta,mo & krill,kelvin,warden,ivy,pocket,wraith,seven
6427580,26:35,1,vindicta,viscous,paradox,bebop,kelvin,haze,abrams,wraith,grey talon,seven,pocket,lady geist
6427581,41:37,1,ivy,haze,paradox,abrams,seven,kelvin,dynamo,yamato,wraith,bebop,shiv,warden
6427582,40:05,0,dynamo,kelvin,paradox,lash,haze,viscous,infernus,seven,mo & krill,pocket,lady geist,wraith
6427587,30:24,1,wraith,grey talon,bebop,lash,infernus,seven,mcginnis,dynamo,yamato,kelvin,haze,vindicta
6427588,37:10,1,shiv,wraith,warden,grey talon,yamato,paradox,seven,haze,mcginnis,abrams,lady geist,infernus
6427589,37:59,1,vindicta,infernus,mo & krill,seven,bebop,ivy,warden,wraith,viscous,abrams,lady geist,haze
6427591,40:30,0,bebop,haze,lash,dynamo,seven,ivy,abrams,grey talon,kelvin,infernus,lady geist,vindicta
6427594,38:24,0,vindicta,grey talon,pocket,lady geist,wraith,dynamo,bebop,seven,kelvin,paradox,infernus,abrams
6427595,18:27,0,vindicta,kelvin,viscous,haze,bebop,grey talon,abrams,wraith,infernus,dynamo,seven,yamato
6427596,19:19,1,mcginnis,haze,vindicta,infernus,ivy,yamato,bebop,seven,warden,lady geist,kelvin,wraith
6427598,15:20,0,warden,kelvin,grey talon,mcginnis,yamato,haze,vindicta,lady geist,wraith,paradox,seven,pocket
6427599,29:15,1,paradox,abrams,seven,lash,infernus,dynamo,mcginnis,viscous,kelvin,vindicta,yamato,haze
6427601,19:52,1,wraith,infernus,haze,yamato,warden,seven,vindicta,kelvin,lady geist,mcginnis,ivy,dynamo
6427602,16:32,0,infernus,shiv,haze,lash,abrams,wraith,paradox,vindicta,grey talon,seven,warden,mcginnis
6427603,42:45,0,pocket,haze,ivy,seven,vindicta,warden,bebop,kelvin,infernus,yamato,paradox,wraith
6427604,36:33,0,mcginnis,ivy,abrams,infernus,lash,grey talon,shiv,kelvin,seven,bebop,vindicta,viscous
6427605,28:40,1,mcginnis,wraith,abrams,infernus,mo & krill,kelvin,shiv,seven,viscous,haze,bebop,grey talon
6427607,9:10,0,kelvin,infernus,mcginnis,seven,bebop,wraith,haze,yamato,vindicta,lash,dynamo,paradox
6427612,35:46,0,lady geist,infernus,viscous,dynamo,bebop,vindicta,mcginnis,haze,abrams,wraith,yamato,seven
6427613,19:12,0,infernus,bebop,yamato,haze,paradox,vindicta,ivy,abrams,mcginnis,wraith,lady geist,seven
6427614,3:51,0,dynamo,vindicta,shiv,lash,grey talon,lady geist,viscous,paradox,bebop,mo & krill,haze,wraith
6427615,29:58,1,shiv,mo & krill,ivy,grey talon,kelvin,paradox,abrams,haze,infernus,mcginnis,warden,seven
6427617,27:38,1,warden,shiv,seven,vindicta,paradox,kelvin,grey talon,wraith,lady geist,ivy,bebop,haze
6427618,38:51,1,grey talon,haze,shiv,pocket,wraith,viscous,bebop,kelvin,infernus,mcginnis,seven,abrams
6427621,46:05,0,wraith,ivy,yamato,haze,kelvin,bebop,abrams,vindicta,lash,grey talon,seven,paradox
6427622,42:24,1,wraith,yamato,seven,kelvin,paradox,grey talon,mcginnis,vindicta,bebop,dynamo,lash,shiv
6427624,36:53,0,lady geist,haze,kelvin,mcginnis,wraith,grey talon,pocket,infernus,warden,viscous,dynamo,seven
6427625,6:35,0,viscous,vindicta,dynamo,mcginnis,bebop,paradox,ivy,warden,lady geist,seven,grey talon,haze
6427626,28:21,0,ivy,wraith,pocket,dynamo,grey talon,kelvin,mcginnis,yamato,paradox,abrams,warden,seven
6427628,29:40,0,yamato,wraith,seven,bebop,grey talon,infernus,pocket,paradox,warden,haze,kelvin,vindicta
6427629,34:45,1,grey talon,vindicta,wraith,haze,seven,lady geist,ivy,mcginnis,pocket,bebop,infernus,abrams
6427630,17:38,0,haze,pocket,seven,paradox,warden,bebop,mo & krill,abrams,grey talon,yamato,wraith,vindicta
6427631,36:51,1,mcginnis,viscous,shiv,yamato,paradox,lash,infernus,warden,vindicta,seven,ivy,abrams
6427632,20:15,1,grey talon,shiv,bebop,mo & krill,wraith,vindicta,haze,yamato,warden,kelvin,mcginnis,seven
6427633,35:27,0,mcginnis,kelvin,bebop,seven,abrams,pocket,lady geist,grey talon,vindicta,haze,wraith,infernus
6427634,28:23,1,pocket,shiv,lash,ivy,paradox,infernus,wraith,haze,grey talon,seven,bebop,vindicta
6427637,48:13,1,infernus,shiv,abrams,seven,lady geist,mcginnis,wraith,yamato,haze,warden,grey talon,vindicta
6427638,19:35,1,seven,dynamo,mcginnis,haze,bebop,pocket,mo & krill,lady geist,shiv,ivy,abrams,vindicta
6427640,15:42,0,infernus,haze,mcginnis,kelvin,bebop,dynamo,wraith,paradox,seven,lady geist,vindicta,mo & krill
6427642,37:53,0,shiv,mo & krill,lash,viscous,wraith,haze,infernus,seven,yamato,vindicta,paradox,pocket
6427645,41:30,0,abrams,bebop,paradox,kelvin,viscous,haze,pocket,mcginnis,vindicta,seven,dynamo,infernus
6427646,37:55,1,vindicta,warden,seven,lash,bebop,abrams,paradox,haze,mo & krill,lady geist,wraith,infernus
6427648,15:49,1,wraith,paradox,grey talon,dynamo,haze,infernus,bebop,mcginnis,lady geist,seven,kelvin,abrams
6427656,32:32,0,bebop,wraith,mcginnis,mo & krill,warden,seven,abrams,lady geist,pocket,dynamo,paradox,infernus
6427660,14:46,0,grey talon,ivy,haze,lash,bebop,pocket,paradox,viscous,infernus,mcginnis,abrams,seven
6427661,32:06,1,ivy,vindicta,mo & krill,dynamo,grey talon,seven,kelvin,pocket,lady geist,mcginnis,haze,bebop
6427662,28:01,0,bebop,vindicta,dynamo,haze,grey talon,mcginnis,seven,abrams,infernus,lash,warden,mo & krill
6427665,26:28,1,dynamo,haze,lady geist,paradox,shiv,mcginnis,viscous,ivy,wraith,seven,warden,yamato
6427666,18:36,0,warden,vindicta,haze,kelvin,bebop,grey talon,wraith,dynamo,mcginnis,abrams,seven,infernus
6427667,30:21,1,dynamo,seven,mo & krill,abrams,kelvin,mcginnis,warden,wraith,bebop,lash,grey talon,vindicta
6427668,23:42,1,grey talon,warden,infernus,vindicta,pocket,haze,ivy,lady geist,lash,abrams,kelvin,seven
6427669,19:07,0,seven,viscous,bebop,haze,paradox,lady geist,vindicta,kelvin,grey talon,ivy,yamato,shiv
6427670,43:10,0,mcginnis,lady geist,bebop,haze,ivy,seven,lash,vindicta,pocket,abrams,grey talon,warden
6427672,30:01,0,wraith,kelvin,haze,seven,grey talon,lady geist,warden,lash,abrams,paradox,mo & krill,mcginnis
6427673,45:12,0,infernus,warden,mcginnis,bebop,grey talon,vindicta,yamato,abrams,viscous,paradox,lash,seven
6427675,45:29,0,mo & krill,wraith,mcginnis,paradox,warden,bebop,yamato,lady geist,ivy,infernus,vindicta,seven
6427676,43:09,0,lady geist,mcginnis,grey talon,vindicta,haze,wraith,kelvin,seven,infernus,abrams,bebop,pocket
6427682,43:44,0,wraith,mcginnis,lady geist,mo & krill,bebop,grey talon,pocket,infernus,paradox,seven,ivy,haze
6427683,38:44,1,lady geist,mo & krill,paradox,wraith,kelvin,bebop,haze,abrams,seven,warden,ivy,vindicta
6427687,32:52,0,abrams,mo & krill,vindicta,warden,kelvin,lash,seven,bebop,viscous,haze,pocket,grey talon
6427688,25:05,0,haze,vindicta,ivy,abrams,grey talon,seven,shiv,dynamo,paradox,warden,yamato,bebop
6427689,24:26,0,seven,bebop,pocket,viscous,ivy,dynamo,infernus,vindicta,wraith,haze,mcginnis,grey talon
6427690,29:42,1,infernus,mcginnis,grey talon,shiv,lash,pocket,bebop,wraith,haze,vindicta,yamato,mo & krill
6427691,30:04,0,abrams,dynamo,bebop,lash,infernus,lady geist,mcginnis,grey talon,warden,kelvin,yamato,haze
6427692,26:30,1,lash,infernus,mcginnis,lady geist,viscous,shiv,wraith,warden,paradox,mo & krill,seven,haze
6427694,38:52,0,abrams,haze,bebop,lash,viscous,wraith,warden,vindicta,shiv,kelvin,seven,mcginnis
6427695,30:12,0,mcginnis,yamato,kelvin,bebop,seven,lash,abrams,infernus,grey talon,wraith,ivy,haze
6427696,26:54,0,kelvin,lash,haze,shiv,warden,mcginnis,vindicta,wraith,infernus,lady geist,bebop,seven
6427697,24:33,0,lady geist,wraith,bebop,abrams,pocket,infernus,yamato,seven,warden,dynamo,haze,paradox
6427698,31:04,1,viscous,mcginnis,mo & krill,pocket,warden,paradox,lash,seven,infernus,haze,grey talon,wraith
6427700,38:53,0,yamato,kelvin,infernus,shiv,seven,bebop,vindicta,mcginnis,dynamo,abrams,grey talon,haze
6427701,28:33,0,mcginnis,abrams,infernus,viscous,bebop,seven,vindicta,wraith,haze,ivy,shiv,grey talon
6427706,17:56,0,haze,vindicta,yamato,seven,pocket,viscous,bebop,dynamo,grey talon,infernus,abrams,mcginnis
6427707,17:58,1,seven,grey talon,mcginnis,infernus,pocket,lash,haze,shiv,vindicta,warden,paradox,bebop
6427708,26:19,1,wraith,abrams,haze,lady geist,mcginnis,paradox,vindicta,infernus,warden,ivy,seven,bebop
6427712,38:17,0,lady geist,haze,infernus,bebop,shiv,vindicta,abrams,yamato,viscous,grey talon,wraith,dynamo
6427713,30:38,1,abrams,shiv,yamato,dynamo,seven,vindicta,wraith,mo & krill,haze,viscous,ivy,mcginnis
6427715,34:02,1,infernus,kelvin,ivy,viscous,mcginnis,haze,warden,abrams,grey talon,lady geist,vindicta,dynamo
6427716,33:34,1,seven,vindicta,paradox,warden,infernus,mo & krill,viscous,kelvin,mcginnis,wraith,ivy,dynamo
6427717,20:46,0,haze,grey talon,kelvin,viscous,mo & krill,warden,ivy,abrams,vindicta,dynamo,infernus,wraith
6427718,33:30,0,seven,pocket,viscous,wraith,kelvin,vindicta,haze,paradox,yamato,bebop,dynamo,warden
6427719,51:47,1,bebop,vindicta,mo & krill,lash,yamato,mcginnis,haze,infernus,seven,wraith,lady geist,ivy
6427720,33:14,0,wraith,vindicta,kelvin,mcginnis,pocket,paradox,bebop,yamato,seven,dynamo,haze,mo & krill
6427722,40:55,1,dynamo,wraith,infernus,mo & krill,paradox,pocket,lady geist,grey talon,seven,haze,viscous,abrams
6427723,36:05,1,abrams,kelvin,haze,wraith,viscous,warden,infernus,ivy,seven,lady geist,shiv,grey talon
6427724,56:26,0,paradox,haze,seven,infernus,grey talon,viscous,warden,kelvin,mcginnis,wraith,lady geist,bebop
6427725,37:09,0,haze,viscous,shiv,mo & krill,infernus,paradox,mcginnis,bebop,pocket,warden,kelvin,seven
6427727,28:49,1,pocket,lady geist,mcginnis,infernus,mo & krill,vindicta,wraith,haze,dynamo,warden,lash,seven
6427729,31:30,1,vindicta,dynamo,kelvin,yamato,wraith,viscous,bebop,lash,mcginnis,warden,mo & krill,seven
6427730,37:20,0,vindicta,grey talon,kelvin,bebop,haze,seven,wraith,lady geist,infernus,shiv,lash,dynamo
6427731,33:58,1,haze,kelvin,paradox,abrams,pocket,infernus,seven,mo & krill,bebop,mcginnis,warden,wraith
6427732,31:13,1,kelvin,bebop,dynamo,lash,abrams,infernus,shiv,ivy,seven,paradox,wraith,vindicta
6427733,34:06,1,bebop,lady geist,pocket,lash,vindicta,shiv,seven,infernus,abrams,paradox,wraith,kelvin
6427738,37:10,0,infernus,viscous,vindicta,wraith,mcginnis,bebop,pocket,shiv,seven,abrams,paradox,haze
6427739,43:57,1,shiv,vindicta,lash,bebop,paradox,ivy,abrams,seven,wraith,haze,infernus,grey talon
6427743,28:42,0,infernus,dynamo,grey talon,bebop,viscous,abrams,lady geist,mo & krill,warden,lash,haze,seven
6427745,39:52,0,lady geist,lash,bebop,grey talon,infernus,seven,ivy,haze,pocket,wraith,kelvin,dynamo
6427750,33:26,0,lady geist,viscous,abrams,haze,mcginnis,kelvin,seven,wraith,bebop,ivy,infernus,warden
6427751,23:08,0,lash,bebop,vindicta,shiv,mcginnis,seven,kelvin,wraith,grey talon,warden,lady geist,yamato
6427753,22:13,0,seven,shiv,kelvin,paradox,warden,wraith,haze,yamato,grey talon,abrams,lady geist,vindicta
6427754,36:23,0,haze,paradox,bebop,dynamo,mcginnis,warden,grey talon,vindicta,seven,wraith,lady geist,infernus
6427755,16:34,0,paradox,dynamo,ivy,seven,vindicta,lady geist,abrams,haze,kelvin,mcginnis,bebop,wraith
6427756,39:07,1,abrams,viscous,kelvin,shiv,paradox,vindicta,grey talon,haze,warden,seven,dynamo,lady geist
6427758,47:55,0,lash,abrams,infernus,mcginnis,warden,paradox,kelvin,seven,shiv,wraith,pocket,bebop
6427759,28:50,0,seven,paradox,grey talon,viscous,mo & krill,bebop,wraith,infernus,shiv,mcginnis,vindicta,ivy
6427760,39:28,0,lady geist,grey talon,vindicta,pocket,yamato,infernus,haze,seven,warden,bebop,viscous,paradox
6427762,33:45,1,vindicta,lady geist,bebop,viscous,wraith,paradox,seven,mcginnis,shiv,haze,kelvin,dynamo
6427763,22:57,0,dynamo,yamato,bebop,wraith,ivy,infernus,vindicta,mcginnis,haze,grey talon,pocket,seven
6427764,19:35,0,warden,ivy,bebop,seven,wraith,mcginnis,yamato,paradox,infernus,vindicta,haze,grey talon
6427765,41:02,1,vindicta,bebop,kelvin,haze,pocket,warden,wraith,lash,mo & krill,mcginnis,lady geist,seven
6427767,26:19,0,mcginnis,grey talon,ivy,seven,haze,bebop,infernus,vindicta,lady geist,shiv,dynamo,yamato
6427768,22:52,0,seven,wraith,bebop,haze,abrams,mcginnis,dynamo,vindicta,ivy,mo & krill,infernus,grey talon
6427769,30:19,0,dynamo,haze,pocket,mcginnis,seven,abrams,grey talon,infernus,vindicta,lady geist,wraith,paradox
6427770,24:52,0,viscous,lash,seven,wraith,infernus,bebop,haze,abrams,paradox,grey talon,vindicta,pocket
6427771,22:27,1,vindicta,abrams,grey talon,ivy,shiv,lash,seven,wraith,haze,pocket,kelvin,lady geist
6427773,23:07,1,mo & krill,infernus,viscous,vindicta,wraith,paradox,seven,warden,ivy,kelvin,pocket,bebop
6427774,6:09,0,seven,vindicta,warden,lady geist,pocket,infernus,paradox,yamato,wraith,grey talon,lash,abrams
6427775,44:27,1,haze,viscous,infernus,grey talon,abrams,yamato,dynamo,wraith,shiv,vindicta,lady geist,seven
6427776,31:00,0,paradox,viscous,haze,wraith,grey talon,mcginnis,bebop,lash,lady geist,dynamo,infernus,abrams
6427777,16:03,0,infernus,grey talon,vindicta,shiv,seven,mcginnis,lady geist,dynamo,bebop,wraith,mo & krill,paradox
6427782,35:11,0,viscous,dynamo,wraith,seven,mo & krill,warden,mcginnis,lady geist,haze,yamato,vindicta,kelvin
6427785,38:55,1,warden,bebop,grey talon,lady geist,paradox,yamato,vindicta,mcginnis,viscous,haze,infernus,seven
6427786,24:27,0,warden,haze,lady geist,seven,vindicta,infernus,wraith,grey talon,viscous,kelvin,yamato,bebop
6427788,39:16,1,seven,mcginnis,shiv,vindicta,paradox,kelvin,abrams,warden,yamato,infernus,wraith,grey talon
6427789,21:39,0,seven,grey talon,lady geist,shiv,haze,bebop,mcginnis,viscous,pocket,ivy,mo & krill,wraith
6427790,25:43,1,grey talon,seven,mcginnis,infernus,lash,viscous,shiv,lady geist,paradox,kelvin,yamato,dynamo
6427791,26:33,0,yamato,lady geist,vindicta,abrams,warden,infernus,viscous,lash,grey talon,bebop,pocket,haze
6427792,32:43,1,grey talon,shiv,wraith,haze,infernus,seven,abrams,lash,ivy,vindicta,yamato,mo & krill
6427793,25:39,0,vindicta,haze,grey talon,seven,lady geist,shiv,infernus,wraith,warden,kelvin,bebop,yamato
6427794,35:36,0,mcginnis,warden,shiv,mo & krill,seven,infernus,bebop,vindicta,ivy,dynamo,kelvin,wraith
6427796,38:57,1,lash,viscous,lady geist,grey talon,paradox,mo & krill,haze,bebop,kelvin,pocket,dynamo,seven
6427807,34:03,1,pocket,vindicta,mcginnis,seven,dynamo,paradox,haze,bebop,wraith,viscous,shiv,abrams
6427809,48:35,0,lady geist,haze,pocket,mcginnis,infernus,vindicta,seven,shiv,ivy,wraith,grey talon,paradox
6427810,52:35,1,infernus,vindicta,bebop,dynamo,haze,warden,ivy,yamato,kelvin,paradox,grey talon,seven
