matchid,duration,winner,hero_1_A,hero_2_A,hero_3_A,hero_4_A,hero_5_A,hero_6_A,hero_1_B,hero_2_B,hero_3_B,hero_4_B,hero_5_B,hero_6_B
6426166,35:25,1,haze,paradox,yamato,viscous,grey talon,dynamo,kelvin,warden,bebop,lash,seven,lady geist
6426173,26:53,0,abrams,dynamo,lash,warden,bebop,wraith,seven,ivy,paradox,pocket,haze,kelvin
6426176,43:20,1,paradox,seven,grey talon,bebop,dynamo,infernus,mcginnis,vindicta,lady geist,haze,mo & krill,ivy
6426177,1:50,0,dynamo,lady geist,lash,haze,bebop,warden,viscous,kelvin,seven,wraith,grey talon,pocket
6426180,47:09,0,abrams,paradox,yamato,haze,seven,mcginnis,vindicta,viscous,bebop,wraith,warden,pocket
6426182,26:26,0,infernus,shiv,paradox,haze,ivy,mcginnis,vindicta,grey talon,warden,seven,wraith,lady geist
6426183,44:43,0,vindicta,mcginnis,seven,ivy,kelvin,wraith,haze,yamato,lash,shiv,abrams,grey talon
6426184,19:49,1,vindicta,mo & krill,abrams,grey talon,lady geist,infernus,viscous,paradox,seven,bebop,mcginnis,haze
6426185,26:35,1,infernus,ivy,haze,paradox,yamato,pocket,lady geist,mcginnis,wraith,mo & krill,seven,warden
6426186,30:40,1,mo & krill,pocket,bebop,seven,wraith,vindicta,infernus,haze,ivy,lash,grey talon,mcginnis
6426187,33:41,0,shiv,infernus,warden,seven,ivy,lady geist,viscous,grey talon,abrams,vindicta,bebop,haze
6426188,12:40,0,grey talon,haze,seven,mo & krill,wraith,infernus,ivy,mcginnis,warden,bebop,yamato,shiv
6426192,24:53,0,abrams,kelvin,warden,bebop,pocket,seven,vindicta,mo & krill,infernus,ivy,yamato,haze
6426194,35:26,1,vindicta,grey talon,bebop,mcginnis,infernus,paradox,kelvin,seven,haze,mo & krill,lady geist,yamato
6426195,52:41,0,pocket,vindicta,warden,abrams,ivy,shiv,haze,paradox,mo & krill,seven,bebop,lady geist
6426196,30:48,1,kelvin,abrams,warden,shiv,dynamo,wraith,bebop,haze,mcginnis,paradox,lady geist,mo & krill
6426203,19:28,1,paradox,bebop,mcginnis,haze,grey talon,infernus,seven,wraith,kelvin,vindicta,abrams,dynamo
6426204,12:18,0,warden,ivy,vindicta,paradox,seven,viscous,wraith,mo & krill,shiv,kelvin,yamato,mcginnis
6426205,21:35,1,vindicta,grey talon,seven,abrams,ivy,yamato,dynamo,haze,wraith,mcginnis,viscous,mo & krill
6426207,38:35,0,bebop,seven,pocket,shiv,ivy,abrams,dynamo,grey talon,haze,paradox,lady geist,lash
6426208,30:23,1,vindicta,lash,haze,dynamo,seven,wraith,paradox,infernus,abrams,warden,mcginnis,ivy
6426209,29:18,1,warden,wraith,ivy,paradox,yamato,mcginnis,abrams,grey talon,mo & krill,infernus,seven,kelvin
6426210,28:16,1,wraith,mo & krill,haze,warden,mcginnis,abrams,bebop,shiv,seven,pocket,infernus,vindicta
6426211,22:08,0,seven,dynamo,haze,mcginnis,pocket,paradox,ivy,abrams,infernus,shiv,mo & krill,vindicta
6426212,38:19,1,dynamo,mo & krill,haze,seven,lash,viscous,mcginnis,bebop,paradox,warden,abrams,infernus
6426213,19:33,0,infernus,haze,vindicta,bebop,grey talon,yamato,lady geist,dynamo,abrams,lash,warden,seven
6426214,23:36,0,shiv,viscous,haze,paradox,pocket,dynamo,vindicta,wraith,seven,bebop,mcginnis,infernus
6426215,55:18,1,lady geist,warden,wraith,haze,bebop,grey talon,lash,seven,mcginnis,infernus,yamato,ivy
6426220,27:02,0,mo & krill,warden,dynamo,vindicta,seven,infernus,mcginnis,shiv,bebop,ivy,haze,abrams
6426221,35:23,1,lash,grey talon,shiv,lady geist,abrams,haze,wraith,seven,warden,bebop,infernus,mcginnis
6426224,39:47,1,infernus,vindicta,mcginnis,seven,viscous,lady geist,haze,lash,abrams,wraith,ivy,bebop
6426225,42:52,1,viscous,bebop,seven,yamato,wraith,vindicta,dynamo,infernus,grey talon,mo & krill,haze,paradox
6426228,14:38,1,mcginnis,paradox,wraith,lady geist,vindicta,warden,seven,pocket,abrams,infernus,haze,grey talon
6426229,26:57,1,wraith,infernus,seven,dynamo,mo & krill,shiv,grey talon,bebop,haze,mcginnis,yamato,warden
6426230,18:53,1,mo & krill,shiv,mcginnis,haze,grey talon,paradox,seven,kelvin,viscous,dynamo,ivy,bebop
6426231,28:02,0,mcginnis,abrams,grey talon,infernus,ivy,seven,bebop,yamato,lash,wraith,dynamo,mo & krill
6426232,28:25,1,vindicta,haze,paradox,seven,mcginnis,shiv,infernus,lady geist,bebop,warden,lash,dynamo
6426233,31:46,0,kelvin,vindicta,seven,wraith,bebop,pocket,abrams,mcginnis,ivy,warden,haze,yamato
6426234,26:11,0,haze,abrams,seven,bebop,mo & krill,mcginnis,infernus,grey talon,lash,warden,ivy,vindicta
6426235,35:40,0,warden,kelvin,lady geist,seven,haze,mo & krill,paradox,wraith,pocket,bebop,dynamo,grey talon
6426236,22:50,1,pocket,vindicta,dynamo,infernus,viscous,mcginnis,mo & krill,bebop,abrams,seven,ivy,wraith
6426237,39:58,1,paradox,bebop,seven,wraith,lash,pocket,vindicta,haze,abrams,grey talon,infernus,lady geist
6426238,35:48,1,vindicta,pocket,paradox,lash,infernus,shiv,seven,mo & krill,ivy,viscous,lady geist,kelvin
6426241,16:10,0,infernus,grey talon,warden,haze,bebop,lash,vindicta,seven,mcginnis,abrams,pocket,yamato
6426252,39:47,1,haze,wraith,ivy,warden,dynamo,grey talon,shiv,mcginnis,seven,infernus,bebop,kelvin
6426253,19:28,0,abrams,haze,mcginnis,warden,vindicta,dynamo,grey talon,lady geist,ivy,wraith,infernus,seven
6426254,44:34,0,shiv,haze,yamato,ivy,vindicta,seven,wraith,lash,lady geist,infernus,abrams,warden
6426255,45:01,1,wraith,dynamo,grey talon,abrams,infernus,vindicta,bebop,mcginnis,seven,shiv,haze,warden
6426257,22:24,0,shiv,grey talon,yamato,vindicta,infernus,seven,paradox,viscous,mcginnis,haze,pocket,dynamo
6426258,30:28,1,wraith,vindicta,seven,infernus,paradox,dynamo,kelvin,haze,yamato,abrams,warden,shiv
6426259,35:30,1,mcginnis,bebop,paradox,warden,wraith,lash,seven,mo & krill,kelvin,infernus,haze,dynamo
6426260,12:31,1,mcginnis,vindicta,seven,abrams,grey talon,lady geist,ivy,wraith,haze,dynamo,bebop,pocket
6426261,18:22,0,wraith,yamato,infernus,bebop,dynamo,ivy,seven,paradox,vindicta,haze,abrams,mcginnis
6426262,21:25,0,haze,wraith,kelvin,vindicta,infernus,lady geist,paradox,seven,yamato,dynamo,mo & krill,bebop
6426263,23:35,1,viscous,infernus,wraith,abrams,shiv,kelvin,mcginnis,pocket,vindicta,warden,seven,haze
6426264,24:42,0,pocket,paradox,lady geist,shiv,seven,lash,yamato,abrams,grey talon,haze,dynamo,wraith
6426269,29:54,0,bebop,infernus,shiv,mo & krill,wraith,seven,haze,yamato,grey talon,paradox,dynamo,vindicta
6426270,38:32,0,haze,mcginnis,vindicta,dynamo,grey talon,kelvin,infernus,lady geist,ivy,seven,bebop,abrams
6426271,27:29,0,seven,lady geist,kelvin,bebop,abrams,shiv,lash,viscous,vindicta,mcginnis,warden,yamato
6426272,36:48,1,lady geist,kelvin,paradox,vindicta,dynamo,bebop,wraith,ivy,mcginnis,infernus,yamato,seven
6426273,42:28,1,paradox,grey talon,haze,viscous,kelvin,abrams,wraith,vindicta,warden,seven,infernus,bebop
6426274,33:06,1,mo & krill,dynamo,haze,viscous,abrams,yamato,seven,mcginnis,wraith,warden,lady geist,infernus
6426279,39:18,0,yamato,infernus,kelvin,viscous,lash,seven,mo & krill,bebop,grey talon,ivy,vindicta,mcginnis
6426281,27:03,0,yamato,mcginnis,haze,pocket,wraith,dynamo,viscous,bebop,lash,infernus,grey talon,lady geist
6426282,32:27,1,haze,kelvin,wraith,bebop,lash,vindicta,seven,abrams,ivy,infernus,warden,viscous
6426283,37:30,1,seven,ivy,shiv,mcginnis,paradox,wraith,haze,dynamo,viscous,pocket,infernus,lady geist
6426284,50:44,0,mcginnis,yamato,shiv,wraith,grey talon,ivy,infernus,seven,vindicta,bebop,haze,mo & krill
6426285,39:05,1,paradox,shiv,wraith,ivy,pocket,infernus,lady geist,mo & krill,haze,kelvin,seven,yamato
6426287,7:47,0,warden,bebop,vindicta,seven,mo & krill,ivy,abrams,haze,viscous,yamato,kelvin,wraith
6426289,41:55,0,viscous,seven,grey talon,abrams,shiv,pocket,yamato,infernus,haze,mcginnis,kelvin,vindicta
6426295,29:57,0,seven,haze,mo & krill,kelvin,ivy,warden,yamato,pocket,wraith,grey talon,infernus,lady geist
6426298,22:03,1,yamato,mcginnis,abrams,haze,dynamo,vindicta,infernus,seven,pocket,wraith,lady geist,lash
6426299,38:32,1,lady geist,abrams,bebop,infernus,vindicta,warden,seven,mcginnis,haze,paradox,viscous,wraith
6426300,45:46,1,grey talon,lady geist,abrams,vindicta,paradox,ivy,shiv,dynamo,bebop,wraith,warden,seven
6426301,41:55,1,grey talon,wraith,abrams,vindicta,infernus,seven,yamato,haze,bebop,lady geist,lash,pocket
6426302,41:18,0,seven,haze,bebop,yamato,mcginnis,infernus,wraith,ivy,shiv,paradox,pocket,grey talon
6426303,30:39,1,infernus,shiv,abrams,dynamo,grey talon,lady geist,viscous,bebop,warden,ivy,haze,lash
6426304,38:14,1,infernus,vindicta,mcginnis,kelvin,wraith,viscous,abrams,grey talon,haze,seven,yamato,warden
6426305,33:37,0,vindicta,lash,lady geist,infernus,dynamo,viscous,mcginnis,seven,yamato,wraith,haze,grey talon
6426306,30:09,1,wraith,abrams,infernus,paradox,grey talon,yamato,dynamo,mo & krill,seven,ivy,vindicta,haze
6426307,35:59,0,lash,viscous,grey talon,bebop,wraith,haze,infernus,paradox,lady geist,seven,kelvin,vindicta
6426308,43:39,1,pocket,mcginnis,lash,paradox,seven,haze,wraith,bebop,dynamo,grey talon,infernus,mo & krill
6426309,24:31,0,infernus,bebop,viscous,seven,abrams,warden,ivy,yamato,haze,lash,dynamo,wraith
6426312,22:33,1,wraith,infernus,shiv,grey talon,paradox,haze,seven,vindicta,warden,dynamo,yamato,kelvin
6426313,30:39,0,shiv,warden,lash,seven,lady geist,grey talon,wraith,haze,vindicta,dynamo,bebop,mo & krill
6426314,39:46,1,seven,infernus,pocket,bebop,paradox,grey talon,mo & krill,shiv,wraith,lash,kelvin,vindicta
6426315,28:01,1,abrams,vindicta,wraith,lash,pocket,haze,viscous,warden,infernus,bebop,seven,mcginnis
6426316,25:59,1,paradox,lash,dynamo,abrams,vindicta,mo & krill,haze,kelvin,yamato,bebop,seven,wraith
6426317,30:40,1,abrams,seven,viscous,kelvin,lady geist,infernus,haze,bebop,mcginnis,warden,mo & krill,wraith
6426320,37:38,0,wraith,lash,yamato,abrams,seven,grey talon,infernus,bebop,lady geist,paradox,vindicta,shiv
6426321,42:31,1,vindicta,grey talon,viscous,lady geist,bebop,seven,lash,dynamo,abrams,infernus,haze,mcginnis
6426322,39:28,1,viscous,wraith,dynamo,infernus,warden,shiv,abrams,seven,bebop,mcginnis,haze,kelvin
6426323,14:22,0,shiv,yamato,haze,mcginnis,seven,lady geist,dynamo,grey talon,abrams,pocket,vindicta,wraith
6426324,23:32,1,abrams,lash,vindicta,warden,mo & krill,shiv,infernus,dynamo,wraith,haze,seven,bebop
6426326,27:40,1,warden,viscous,dynamo,lady geist,haze,paradox,seven,pocket,mcginnis,abrams,bebop,vindicta
6426329,28:32,1,warden,ivy,abrams,mo & krill,grey talon,kelvin,mcginnis,infernus,haze,seven,vindicta,shiv
6426330,37:50,0,haze,kelvin,infernus,vindicta,lady geist,yamato,viscous,bebop,mo & krill,seven,mcginnis,grey talon
6426331,28:17,0,ivy,shiv,pocket,kelvin,haze,seven,wraith,viscous,vindicta,abrams,bebop,infernus
6426332,29:02,1,vindicta,haze,wraith,kelvin,yamato,pocket,seven,mcginnis,warden,abrams,bebop,shiv
6426333,32:22,1,infernus,bebop,ivy,grey talon,vindicta,kelvin,seven,haze,wraith,paradox,pocket,warden
6426334,46:41,0,abrams,bebop,mcginnis,vindicta,ivy,haze,warden,lady geist,wraith,lash,paradox,dynamo
6426338,29:03,0,vindicta,haze,kelvin,grey talon,wraith,shiv,seven,pocket,infernus,viscous,paradox,mcginnis
6426339,28:07,1,vindicta,bebop,shiv,wraith,paradox,grey talon,haze,mo & krill,seven,abrams,dynamo,mcginnis
6426340,31:31,1,dynamo,shiv,infernus,vindicta,seven,bebop,haze,warden,viscous,mo & krill,kelvin,grey talon
6426341,28:27,0,wraith,ivy,seven,kelvin,pocket,shiv,paradox,grey talon,abrams,mcginnis,haze,vindicta
6426342,39:37,1,haze,kelvin,shiv,ivy,seven,grey talon,lady geist,mo & krill,abrams,mcginnis,wraith,paradox
6426344,15:51,1,mo & krill,viscous,yamato,infernus,dynamo,kelvin,shiv,pocket,paradox,haze,seven,bebop
6426345,28:54,1,warden,viscous,yamato,pocket,infernus,haze,shiv,paradox,bebop,abrams,kelvin,ivy
6426350,47:18,1,ivy,haze,infernus,yamato,pocket,dynamo,lash,viscous,lady geist,seven,shiv,mcginnis
6426351,32:03,0,seven,abrams,haze,infernus,bebop,viscous,vindicta,mcginnis,grey talon,dynamo,kelvin,paradox
6426352,23:36,1,ivy,paradox,mcginnis,haze,abrams,lady geist,pocket,seven,bebop,wraith,infernus,shiv
6426353,24:21,1,shiv,yamato,warden,seven,dynamo,pocket,haze,vindicta,grey talon,wraith,infernus,mcginnis
6426354,45:42,1,shiv,haze,bebop,mcginnis,mo & krill,lady geist,grey talon,yamato,infernus,abrams,wraith,seven
6426357,26:49,1,pocket,haze,warden,abrams,ivy,seven,mo & krill,lady geist,infernus,vindicta,yamato,dynamo
6426361,25:24,0,seven,infernus,wraith,bebop,abrams,warden,lady geist,haze,dynamo,vindicta,grey talon,ivy
6426362,32:34,0,haze,mo & krill,paradox,infernus,lady geist,mcginnis,grey talon,seven,viscous,bebop,kelvin,abrams
6426363,24:46,1,abrams,vindicta,seven,bebop,pocket,haze,paradox,dynamo,infernus,shiv,kelvin,warden
6426366,27:40,0,mcginnis,lash,infernus,viscous,haze,shiv,seven,mo & krill,vindicta,abrams,yamato,wraith
6426370,26:48,1,wraith,bebop,abrams,seven,vindicta,paradox,infernus,pocket,kelvin,haze,ivy,mcginnis
6426371,36:05,1,dynamo,haze,infernus,mcginnis,lady geist,seven,yamato,lash,paradox,warden,viscous,bebop
6426372,46:52,0,shiv,haze,lash,grey talon,infernus,mo & krill,bebop,mcginnis,vindicta,yamato,seven,viscous
6426373,18:39,0,abrams,seven,haze,warden,lash,lady geist,infernus,mo & krill,bebop,yamato,vindicta,dynamo
6426374,34:50,0,pocket,mcginnis,vindicta,viscous,haze,shiv,lash,wraith,kelvin,paradox,infernus,seven
6426375,32:17,0,mo & krill,seven,yamato,viscous,dynamo,kelvin,wraith,haze,pocket,grey talon,bebop,mcginnis
6426379,30:29,1,grey talon,bebop,viscous,warden,lady geist,vindicta,haze,wraith,seven,ivy,dynamo,lash
6426385,35:01,0,viscous,seven,yamato,grey talon,kelvin,mcginnis,infernus,mo & krill,wraith,lady geist,haze,pocket
6426386,40:51,0,infernus,wraith,mcginnis,haze,pocket,yamato,seven,mo & krill,grey talon,warden,viscous,vindicta
6426387,32:53,1,wraith,bebop,mcginnis,yamato,seven,haze,lash,shiv,warden,abrams,lady geist,infernus
6426390,19:28,0,abrams,seven,mcginnis,wraith,shiv,vindicta,haze,infernus,bebop,grey talon,warden,yamato
6426392,42:47,0,yamato,grey talon,haze,seven,shiv,mo & krill,bebop,pocket,wraith,kelvin,warden,lash
6426395,24:27,0,grey talon,kelvin,viscous,abrams,lash,mo & krill,wraith,bebop,mcginnis,dynamo,infernus,haze
6426396,31:30,1,shiv,pocket,wraith,yamato,dynamo,vindicta,seven,mcginnis,haze,kelvin,bebop,ivy
6426397,13:38,1,haze,seven,lady geist,kelvin,grey talon,mcginnis,infernus,vindicta,wraith,shiv,pocket,viscous
6426398,25:01,1,warden,pocket,wraith,lash,seven,grey talon,vindicta,kelvin,shiv,abrams,haze,mcginnis
6426399,27:16,0,warden,vindicta,ivy,wraith,viscous,abrams,haze,kelvin,seven,paradox,infernus,mcginnis
6426400,26:41,1,bebop,paradox,vindicta,seven,dynamo,haze,lady geist,yamato,mcginnis,ivy,wraith,shiv
6426401,28:23,1,infernus,vindicta,bebop,seven,lash,kelvin,warden,yamato,grey talon,dynamo,haze,ivy
6426403,12:46,0,lash,dynamo,lady geist,seven,infernus,mcginnis,shiv,pocket,vindicta,yamato,wraith,bebop
6426406,24:17,0,bebop,wraith,paradox,kelvin,warden,infernus,pocket,viscous,seven,dynamo,haze,vindicta
6426407,33:05,0,haze,kelvin,mo & krill,shiv,viscous,abrams,vindicta,pocket,lady geist,infernus,seven,mcginnis
6426408,36:14,1,pocket,mcginnis,bebop,vindicta,viscous,paradox,abrams,yamato,grey talon,infernus,kelvin,seven
6426411,31:15,1,lash,kelvin,mo & krill,abrams,haze,grey talon,yamato,seven,paradox,dynamo,mcginnis,bebop
6426413,22:25,1,kelvin,vindicta,infernus,wraith,yamato,pocket,grey talon,haze,shiv,mcginnis,seven,abrams
6426415,34:26,1,paradox,dynamo,lady geist,warden,bebop,kelvin,haze,viscous,wraith,abrams,vindicta,seven
6426416,27:43,0,seven,ivy,kelvin,bebop,pocket,mo & krill,lady geist,vindicta,wraith,viscous,paradox,mcginnis
6426418,25:13,0,grey talon,haze,abrams,infernus,mcginnis,shiv,seven,vindicta,dynamo,warden,yamato,bebop
6426422,19:11,1,infernus,viscous,bebop,lady geist,paradox,seven,lash,yamato,abrams,haze,wraith,grey talon
6426426,44:25,1,haze,bebop,wraith,vindicta,kelvin,warden,seven,mcginnis,grey talon,yamato,infernus,viscous
6426428,38:18,1,infernus,lady geist,grey talon,pocket,wraith,warden,seven,ivy,abrams,haze,viscous,paradox
6426429,33:10,1,lash,haze,paradox,bebop,grey talon,wraith,vindicta,shiv,pocket,infernus,seven,warden
6426433,41:06,1,lady geist,paradox,haze,grey talon,wraith,vindicta,warden,kelvin,pocket,abrams,dynamo,shiv
6426435,28:10,1,infernus,haze,vindicta,wraith,dynamo,abrams,lady geist,mo & krill,lash,yamato,kelvin,seven
6426439,41:38,0,haze,mo & krill,seven,paradox,grey talon,yamato,mcginnis,warden,ivy,infernus,abrams,pocket
6426440,25:58,0,paradox,shiv,seven,infernus,ivy,lady geist,vindicta,viscous,haze,abrams,grey talon,bebop
6426441,19:59,0,bebop,mcginnis,mo & krill,ivy,haze,infernus,warden,lash,vindicta,seven,paradox,dynamo
6426444,38:43,1,ivy,grey talon,wraith,viscous,seven,mcginnis,lady geist,abrams,haze,shiv,bebop,dynamo
6426445,30:39,1,haze,pocket,seven,shiv,viscous,wraith,infernus,lash,ivy,yamato,mo & krill,grey talon
6426450,30:10,1,wraith,vindicta,lady geist,infernus,haze,pocket,ivy,mcginnis,grey talon,kelvin,shiv,seven
6426451,35:25,1,yamato,shiv,vindicta,lash,paradox,lady geist,infernus,haze,grey talon,pocket,wraith,seven
6426452,17:31,0,kelvin,wraith,seven,pocket,abrams,paradox,lash,bebop,haze,grey talon,warden,infernus
6426456,27:03,1,haze,infernus,lash,grey talon,warden,seven,mcginnis,bebop,kelvin,paradox,vindicta,shiv
6426458,16:30,0,infernus,seven,lash,lady geist,vindicta,yamato,kelvin,dynamo,grey talon,haze,viscous,wraith
6426459,33:48,0,abrams,vindicta,seven,warden,infernus,paradox,wraith,haze,yamato,ivy,bebop,lady geist
6426460,36:02,1,dynamo,haze,mcginnis,wraith,grey talon,abrams,vindicta,bebop,mo & krill,infernus,seven,lash
6426462,34:48,1,grey talon,yamato,infernus,wraith,ivy,lash,seven,warden,mcginnis,bebop,shiv,vindicta
6426463,34:40,1,infernus,lady geist,haze,warden,seven,vindicta,mcginnis,dynamo,bebop,wraith,lash,kelvin
6426464,16:27,1,kelvin,abrams,dynamo,paradox,shiv,haze,grey talon,seven,vindicta,wraith,infernus,lady geist
6426465,31:37,1,seven,viscous,mcginnis,yamato,pocket,wraith,mo & krill,haze,vindicta,warden,grey talon,shiv
6426466,37:23,0,pocket,lash,kelvin,infernus,paradox,haze,grey talon,vindicta,mcginnis,seven,bebop,lady geist
6426467,41:20,1,lady geist,vindicta,haze,grey talon,yamato,paradox,infernus,abrams,seven,pocket,wraith,warden
6426474,29:22,0,vindicta,grey talon,mcginnis,bebop,kelvin,wraith,dynamo,abrams,mo & krill,warden,ivy,seven
6426484,33:43,0,pocket,grey talon,lash,haze,wraith,yamato,vindicta,infernus,lady geist,abrams,seven,paradox
6426486,19:45,0,grey talon,dynamo,vindicta,mcginnis,haze,kelvin,bebop,infernus,warden,abrams,lash,lady geist
6426490,29:01,1,wraith,infernus,haze,mo & krill,bebop,lady geist,seven,paradox,grey talon,dynamo,viscous,abrams
6426491,34:09,0,vindicta,lady geist,dynamo,wraith,haze,grey talon,viscous,seven,paradox,bebop,kelvin,mcginnis
6426492,41:04,0,infernus,lady geist,mcginnis,vindicta,seven,grey talon,lash,bebop,abrams,yamato,haze,wraith
6426493,26:39,1,seven,warden,vindicta,paradox,shiv,bebop,wraith,mo & krill,lash,haze,infernus,dynamo
6426494,37:44,0,seven,mcginnis,pocket,bebop,shiv,paradox,warden,wraith,haze,mo & krill,lady geist,grey talon
6426495,34:29,0,haze,lash,paradox,vindicta,mcginnis,lady geist,bebop,grey talon,warden,infernus,seven,dynamo
6426498,15:19,1,paradox,haze,grey talon,shiv,kelvin,abrams,infernus,mcginnis,bebop,vindicta,ivy,seven
6426499,36:41,0,haze,mo & krill,grey talon,seven,wraith,infernus,ivy,pocket,abrams,kelvin,bebop,vindicta
6426500,43:25,1,viscous,paradox,grey talon,pocket,lady geist,ivy,seven,dynamo,vindicta,haze,kelvin,infernus
6426501,28:40,1,vindicta,seven,bebop,ivy,infernus,wraith,paradox,lady geist,warden,abrams,haze,grey talon
6426502,20:10,0,paradox,pocket,mcginnis,warden,vindicta,lash,grey talon,infernus,shiv,haze,kelvin,bebop
6426503,41:13,1,haze,infernus,ivy,mcginnis,dynamo,paradox,viscous,seven,pocket,lash,yamato,wraith
6426505,26:24,0,wraith,pocket,seven,lash,grey talon,mcginnis,kelvin,haze,abrams,vindicta,viscous,bebop
6426506,24:22,0,warden,bebop,grey talon,seven,kelvin,abrams,wraith,shiv,haze,lash,yamato,mcginnis
6426507,31:00,0,mo & krill,seven,lash,infernus,ivy,wraith,haze,kelvin,shiv,warden,mcginnis,bebop
6426508,35:37,1,shiv,vindicta,seven,mcginnis,infernus,ivy,warden,haze,wraith,kelvin,viscous,lash
6426509,42:05,0,mcginnis,seven,viscous,infernus,mo & krill,haze,lash,ivy,abrams,bebop,lady geist,paradox
6426511,22:24,0,mcginnis,shiv,grey talon,viscous,haze,wraith,paradox,bebop,lady geist,pocket,vindicta,kelvin
6426512,27:04,0,lady geist,bebop,lash,abrams,seven,infernus,yamato,viscous,mo & krill,haze,pocket,vindicta
6426513,44:51,0,lady geist,mcginnis,wraith,grey talon,vindicta,infernus,lash,abrams,pocket,haze,seven,shiv
6426518,33:50,0,haze,mcginnis,pocket,abrams,seven,shiv,vindicta,infernus,dynamo,kelvin,viscous,wraith
6426519,26:18,0,dynamo,wraith,seven,abrams,infernus,bebop,haze,vindicta,mcginnis,warden,ivy,mo & krill
6426520,33:41,1,mcginnis,lady geist,wraith,infernus,kelvin,dynamo,haze,vindicta,abrams,grey talon,bebop,seven
6426521,40:55,0,mcginnis,wraith,haze,seven,paradox,abrams,vindicta,infernus,pocket,shiv,bebop,kelvin
6426522,29:21,1,haze,viscous,wraith,kelvin,vindicta,infernus,lady geist,seven,paradox,dynamo,grey talon,abrams
6426526,38:47,0,viscous,warden,lady geist,seven,kelvin,vindicta,yamato,shiv,infernus,paradox,bebop,abrams
6426528,29:01,1,dynamo,bebop,shiv,infernus,haze,grey talon,kelvin,viscous,mo & krill,seven,yamato,ivy
6426530,31:28,0,infernus,kelvin,haze,lady geist,mcginnis,wraith,paradox,seven,vindicta,yamato,abrams,warden
6426531,29:54,0,wraith,seven,grey talon,dynamo,infernus,abrams,viscous,vindicta,mcginnis,bebop,ivy,haze
6426532,24:44,1,mcginnis,pocket,paradox,kelvin,vindicta,bebop,seven,infernus,warden,wraith,yamato,haze
6426533,14:50,1,grey talon,lady geist,bebop,infernus,mcginnis,haze,seven,viscous,ivy,kelvin,warden,wraith
6426534,37:12,0,dynamo,haze,lash,pocket,vindicta,mcginnis,infernus,seven,yamato,grey talon,paradox,wraith
6426535,38:32,0,bebop,seven,infernus,paradox,pocket,haze,mo & krill,wraith,lady geist,ivy,kelvin,mcginnis
6426536,24:55,0,mcginnis,abrams,bebop,grey talon,yamato,kelvin,seven,haze,vindicta,infernus,paradox,pocket
6426540,38:57,0,lash,grey talon,infernus,pocket,ivy,paradox,abrams,wraith,kelvin,dynamo,seven,shiv
6426541,28:28,1,dynamo,ivy,seven,vindicta,haze,wraith,kelvin,mo & krill,warden,infernus,abrams,pocket
6426543,19:58,1,lady geist,yamato,wraith,infernus,grey talon,vindicta,lash,mcginnis,seven,haze,ivy,bebop
6426544,34:10,0,mcginnis,seven,paradox,pocket,kelvin,yamato,mo & krill,lash,haze,wraith,warden,bebop
6426550,44:21,1,haze,bebop,vindicta,warden,pocket,paradox,lash,yamato,infernus,viscous,abrams,grey talon
6426551,31:15,0,bebop,kelvin,haze,lash,vindicta,shiv,dynamo,wraith,mcginnis,infernus,paradox,grey talon
6426552,38:05,0,seven,wraith,bebop,mo & krill,abrams,warden,mcginnis,infernus,vindicta,haze,shiv,grey talon
6426556,26:40,1,bebop,ivy,seven,grey talon,viscous,lady geist,haze,paradox,wraith,mcginnis,infernus,vindicta
6426558,29:31,1,seven,lash,pocket,ivy,bebop,wraith,haze,vindicta,abrams,viscous,shiv,yamato
6426561,31:10,1,infernus,mcginnis,grey talon,kelvin,wraith,lash,bebop,dynamo,vindicta,haze,ivy,seven
6426562,25:17,1,bebop,dynamo,warden,wraith,pocket,vindicta,haze,abrams,lash,mcginnis,grey talon,ivy
6426563,27:07,1,mcginnis,lash,viscous,infernus,wraith,bebop,haze,abrams,grey talon,kelvin,pocket,seven
6426564,37:34,0,mcginnis,infernus,dynamo,seven,wraith,mo & krill,haze,warden,lash,abrams,ivy,vindicta
6426567,41:34,0,seven,bebop,infernus,wraith,viscous,paradox,abrams,vindicta,kelvin,dynamo,shiv,pocket
6426568,20:10,1,seven,warden,grey talon,dynamo,shiv,viscous,kelvin,vindicta,mcginnis,abrams,haze,lady geist
6426569,42:49,1,vindicta,paradox,pocket,abrams,kelvin,shiv,dynamo,seven,grey talon,wraith,haze,mcginnis
6426572,36:35,0,seven,infernus,kelvin,dynamo,haze,wraith,mcginnis,grey talon,lady geist,mo & krill,lash,vindicta
6426578,40:43,1,wraith,pocket,paradox,infernus,abrams,ivy,yamato,shiv,haze,lady geist,grey talon,mcginnis
6426579,32:33,0,abrams,viscous,yamato,pocket,bebop,lady geist,haze,vindicta,seven,kelvin,mcginnis,wraith
6426580,34:08,0,dynamo,lady geist,infernus,wraith,mcginnis,ivy,bebop,haze,vindicta,mo & krill,seven,kelvin
6426583,40:17,1,infernus,mcginnis,abrams,haze,kelvin,vindicta,shiv,seven,warden,viscous,pocket,lash
6426584,34:33,0,lady geist,lash,grey talon,paradox,haze,viscous,vindicta,infernus,bebop,shiv,yamato,wraith
6426590,38:54,1,wraith,dynamo,yamato,bebop,vindicta,seven,abrams,haze,mcginnis,warden,viscous,infernus
6426594,19:50,0,mo & krill,abrams,yamato,mcginnis,haze,seven,wraith,vindicta,bebop,paradox,kelvin,ivy
